case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex274,ex274_square_hybrid_bddtop2_trunc_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_trunc+abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_abc_g_aig.aig,1,1,1,991,43,42613,21630,1.970088,0,0,3.440,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel7_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel7+wreduce_abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel7.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel7_wreduce_abc_g_aig.aig,1,1,1,1054,42,44268,21630,2.046602,0,0,3.650,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel7; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel7_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel7+synth_preset,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel7.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel7_synth_preset.aig,1,1,1,1053,42,44226,21630,2.044660,0,0,3.755,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel7; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_csel7_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel7+synth_preset_d20,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel7.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel7_synth_preset_d20.aig,1,1,1,1053,42,44226,21630,2.044660,0,0,3.700,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel7; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_csel8_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel8+abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel8.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel8_abc_g_aig.aig,1,1,1,1048,46,48208,21630,2.228756,0,0,3.569,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel8; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel8+wreduce_abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel8.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel8_wreduce_abc_g_aig.aig,1,1,1,1050,46,48300,21630,2.233010,0,0,3.567,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel8; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel8_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel8+synth_preset,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel8.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel8_synth_preset.aig,1,1,1,1039,46,47794,21630,2.209616,0,0,3.801,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel8; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_csel8_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel8+synth_preset_d20,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel8.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel8_synth_preset_d20.aig,1,1,1,1039,46,47794,21630,2.209616,0,0,3.636,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel8; flow=synth_preset_d20
ex274,ex274_square_wallace_square_outside_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel6_abc_g_aig.aig,1,1,1,967,44,42548,21630,1.967083,0,0,3.535,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+wreduce_abc_g_aig,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel6_wreduce_abc_g_aig.aig,1,1,1,970,44,42680,21630,1.973185,0,0,3.457,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel6_synth_preset.aig,1,1,1,964,44,42416,21630,1.960980,0,0,3.644,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel6_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset_d20,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/verilog/ex274_square_wallace_square_outside_csel6.v,student/work/ex274_frontend_square_hybrid_bddtop_trunc_csel_20260609_1240/ex274/aigs/ex274_square_wallace_square_outside_csel6_synth_preset_d20.aig,1,1,1,964,44,42416,21630,1.960980,0,0,3.645,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel6; flow=synth_preset_d20
