case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_rhcla3_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rhcla3+abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex260/verilog/ex260_smul_baugh_wooley_wallace_rhcla3.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex260/aigs/ex260_smul_baugh_wooley_wallace_rhcla3_abc_g_aig.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.210,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rhcla3; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rhcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rhcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_rhcla4.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_rhcla4_synth_preset_d13.aig,1,1,1,360,26,9360,6840,1.368421,1,0,0.634,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rhcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rhcla5_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rhcla5+abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_rhcla5.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_rhcla5_abc_g_aig.aig,1,1,1,364,26,9464,6840,1.383626,1,0,0.518,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rhcla5; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rhcla5_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rhcla5+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_rhcla5.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_rhcla5_wreduce_abc_g_aig.aig,1,1,1,364,26,9464,6840,1.383626,1,0,0.533,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rhcla5; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rhcla5_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rhcla5+synth_preset_d13,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_rhcla5.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_rhcla5_synth_preset_d13.aig,1,1,1,358,26,9308,6840,1.360819,1,0,0.649,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rhcla5; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rpfx6_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rpfx6+abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_rpfx6.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_rpfx6_abc_g_aig.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.494,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rpfx6; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rpfx6_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rpfx6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_rpfx6.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_rpfx6_wreduce_abc_g_aig.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.508,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rpfx6; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rpfx6_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rpfx6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_rpfx6.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_rpfx6_synth_preset_d13.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.623,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rpfx6; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.498,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.527,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.653,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.552,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.509,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d13.aig,1,1,1,361,26,9386,6840,1.372222,1,0,0.641,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rhcla3_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rhcla3+abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_rhcla3.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_rhcla3_abc_g_aig.aig,1,1,1,488,27,13176,9724,1.354998,1,0,1.888,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rhcla3; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rhcla3_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rhcla3+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_rhcla3.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_rhcla3_wreduce_abc_g_aig.aig,1,1,1,493,27,13311,9724,1.368881,1,0,1.962,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rhcla3; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rhcla3_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_rhcla3+synth_preset_d13,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_rhcla3.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_rhcla3_synth_preset_d13.aig,1,1,1,483,29,14007,9724,1.440457,1,0,2.066,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rhcla3; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rhcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rhcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_rhcla4.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_rhcla4_abc_g_aig.aig,1,1,1,492,27,13284,9724,1.366104,1,0,1.917,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rhcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rhcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rhcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_rhcla4.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_rhcla4_wreduce_abc_g_aig.aig,1,1,1,491,27,13257,9724,1.363328,1,0,1.931,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rhcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rhcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_rhcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_rhcla4.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_rhcla4_synth_preset_d13.aig,1,1,1,490,28,13720,9724,1.410942,1,0,2.068,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rhcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rhcla5_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rhcla5+abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_rhcla5.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_rhcla5_abc_g_aig.aig,1,1,1,493,27,13311,9724,1.368881,1,0,1.930,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rhcla5; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rhcla5_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rhcla5+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_rhcla5.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_rhcla5_wreduce_abc_g_aig.aig,1,1,1,493,27,13311,9724,1.368881,1,0,2.038,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rhcla5; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rhcla5_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_rhcla5+synth_preset_d13,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_rhcla5.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_rhcla5_synth_preset_d13.aig,1,1,1,493,27,13311,9724,1.368881,1,0,2.064,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rhcla5; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rpfx6_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rpfx6+abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_rpfx6.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_rpfx6_abc_g_aig.aig,1,1,1,496,31,15376,9724,1.581242,0,0,1.895,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rpfx6; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rpfx6_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rpfx6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_rpfx6.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_rpfx6_wreduce_abc_g_aig.aig,1,1,1,496,31,15376,9724,1.581242,0,0,1.906,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rpfx6; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rpfx6_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_rpfx6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_rpfx6.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_rpfx6_synth_preset_d13.aig,1,1,1,495,30,14850,9724,1.527149,0,0,2.052,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rpfx6; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,488,28,13664,9724,1.405183,1,0,1.922,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,489,28,13692,9724,1.408063,1,0,1.945,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,489,27,13203,9724,1.357775,1,0,1.945,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig.aig,1,1,1,496,29,14384,9724,1.479227,1,0,1.751,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig.aig,1,1,1,497,30,14910,9724,1.533320,0,0,1.921,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_ripple_hybrid_20260609_0557/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d13.aig,1,1,1,487,31,15097,9724,1.552550,0,0,2.063,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d13
