case,input_width,output_width,onehot_valid,token_order,preference_style,output_transform,row_matches,total_rows,bit_matches,total_bits,exact,onehot_slots,order_bits,first_mismatch
ex286,13,13,1,home_reverse,home_ccw,reverse,35,8192,58410,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,home_reverse,home_ccw,rotate_left1,26,8192,58538,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,home_reverse,home_ccw,rotate_right1,3,8192,57346,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,home_reverse,home_bidir,identity,73,8192,58974,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,home_reverse,home_bidir,reverse,24,8192,58546,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,home_reverse,home_bidir,rotate_left1,22,8192,57314,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,home_reverse,home_bidir,rotate_right1,19,8192,57154,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,home_reverse,home_bidir_rev,identity,83,8192,58796,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,home_reverse,home_bidir_rev,reverse,33,8192,58318,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,home_reverse,home_bidir_rev,rotate_left1,21,8192,58496,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,home_reverse,home_bidir_rev,rotate_right1,3,8192,57240,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,home_reverse,pair_freq,identity,84,8192,58848,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,home_reverse,pair_freq,reverse,27,8192,58452,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,home_reverse,pair_freq,rotate_left1,16,8192,57766,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,home_reverse,pair_freq,rotate_right1,14,8192,56874,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,home_reverse,pair_freq_cw,identity,84,8192,58848,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,home_reverse,pair_freq_cw,reverse,27,8192,58452,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,home_reverse,pair_freq_cw,rotate_left1,16,8192,57766,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,home_reverse,pair_freq_cw,rotate_right1,14,8192,56874,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,home_reverse,pair_freq_ccw,identity,84,8192,58848,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,home_reverse,pair_freq_ccw,reverse,27,8192,58452,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,home_reverse,pair_freq_ccw,rotate_left1,16,8192,57766,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,home_reverse,pair_freq_ccw,rotate_right1,14,8192,56874,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,home_reverse,pair_first,identity,68,8192,59510,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,home_reverse,pair_first,reverse,19,8192,59236,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,home_reverse,pair_first,rotate_left1,24,8192,57286,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,home_reverse,pair_first,rotate_right1,2,8192,56066,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,home_reverse,pair_first_cw,identity,68,8192,59510,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,home_reverse,pair_first_cw,reverse,19,8192,59236,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,home_reverse,pair_first_cw,rotate_left1,24,8192,57286,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,home_reverse,pair_first_cw,rotate_right1,2,8192,56066,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,home_reverse,pair_first_ccw,identity,68,8192,59510,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,home_reverse,pair_first_ccw,reverse,19,8192,59236,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,home_reverse,pair_first_ccw,rotate_left1,24,8192,57286,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,home_reverse,pair_first_ccw,rotate_right1,2,8192,56066,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:2:6:7:12:0:1:3:8:10:9:11,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,center,home_cw,identity,70,8192,59134,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,center,home_cw,reverse,38,8192,58754,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,center,home_cw,rotate_left1,17,8192,57296,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,center,home_cw,rotate_right1,15,8192,57248,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,center,home_ccw,identity,87,8192,58912,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,center,home_ccw,reverse,35,8192,58410,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,center,home_ccw,rotate_left1,26,8192,58538,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,center,home_ccw,rotate_right1,3,8192,57346,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,center,home_bidir,identity,83,8192,59178,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,center,home_bidir,reverse,26,8192,58604,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,center,home_bidir,rotate_left1,15,8192,57436,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,center,home_bidir,rotate_right1,15,8192,57396,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,center,home_bidir_rev,identity,86,8192,58770,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,center,home_bidir_rev,reverse,33,8192,58300,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,center,home_bidir_rev,rotate_left1,22,8192,58116,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,center,home_bidir_rev,rotate_right1,5,8192,57224,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,center,pair_freq,identity,107,8192,59266,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,center,pair_freq,reverse,62,8192,58440,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,center,pair_freq,rotate_left1,15,8192,57922,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,center,pair_freq,rotate_right1,26,8192,57248,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,center,pair_freq_cw,identity,107,8192,59266,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,center,pair_freq_cw,reverse,62,8192,58440,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,center,pair_freq_cw,rotate_left1,15,8192,57922,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,center,pair_freq_cw,rotate_right1,26,8192,57248,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,center,pair_freq_ccw,identity,107,8192,59266,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,center,pair_freq_ccw,reverse,62,8192,58440,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,center,pair_freq_ccw,rotate_left1,15,8192,57922,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,center,pair_freq_ccw,rotate_right1,26,8192,57248,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,center,pair_first,identity,90,8192,58956,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,center,pair_first,reverse,9,8192,57910,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,center,pair_first,rotate_left1,28,8192,57580,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,center,pair_first,rotate_right1,3,8192,57462,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,center,pair_first_cw,identity,90,8192,58956,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,center,pair_first_cw,reverse,9,8192,57910,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,center,pair_first_cw,rotate_left1,28,8192,57580,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,center,pair_first_cw,rotate_right1,3,8192,57462,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,center,pair_first_ccw,identity,90,8192,58956,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,center,pair_first_ccw,reverse,9,8192,57910,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,center,pair_first_ccw,rotate_left1,28,8192,57580,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,center,pair_first_ccw,rotate_right1,3,8192,57462,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,6:5:7:4:8:3:9:2:10:1:11:0:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,outside,home_cw,identity,70,8192,59134,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,outside,home_cw,reverse,38,8192,58754,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,outside,home_cw,rotate_left1,17,8192,57296,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,outside,home_cw,rotate_right1,15,8192,57248,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,outside,home_ccw,identity,87,8192,58912,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,outside,home_ccw,reverse,35,8192,58410,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,outside,home_ccw,rotate_left1,26,8192,58538,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,outside,home_ccw,rotate_right1,3,8192,57346,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,outside,home_bidir,identity,73,8192,58962,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,outside,home_bidir,reverse,23,8192,58546,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,outside,home_bidir,rotate_left1,22,8192,57326,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,outside,home_bidir,rotate_right1,19,8192,57140,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,outside,home_bidir_rev,identity,83,8192,58706,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,outside,home_bidir_rev,reverse,19,8192,58174,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,outside,home_bidir_rev,rotate_left1,26,8192,57866,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,outside,home_bidir_rev,rotate_right1,5,8192,57428,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,outside,pair_freq,identity,79,8192,58698,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,outside,pair_freq,reverse,34,8192,58628,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,outside,pair_freq,rotate_left1,22,8192,57572,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,outside,pair_freq,rotate_right1,7,8192,57388,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,outside,pair_freq_cw,identity,79,8192,58698,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,outside,pair_freq_cw,reverse,34,8192,58628,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,outside,pair_freq_cw,rotate_left1,22,8192,57572,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,outside,pair_freq_cw,rotate_right1,7,8192,57388,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,outside,pair_freq_ccw,identity,79,8192,58698,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,outside,pair_freq_ccw,reverse,34,8192,58628,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,outside,pair_freq_ccw,rotate_left1,22,8192,57572,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,outside,pair_freq_ccw,rotate_right1,7,8192,57388,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,outside,pair_first,identity,66,8192,59008,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,outside,pair_first,reverse,12,8192,58704,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,outside,pair_first,rotate_left1,16,8192,57760,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,outside,pair_first,rotate_right1,2,8192,57090,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,outside,pair_first_cw,identity,66,8192,59008,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,outside,pair_first_cw,reverse,12,8192,58704,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,outside,pair_first_cw,rotate_left1,16,8192,57760,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,outside,pair_first_cw,rotate_right1,2,8192,57090,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,outside,pair_first_ccw,identity,66,8192,59008,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,outside,pair_first_ccw,reverse,12,8192,58704,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,outside,pair_first_ccw,rotate_left1,16,8192,57760,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,outside,pair_first_ccw,rotate_right1,2,8192,57090,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,0:12:1:11:2:10:3:9:4:8:5:7:6,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,sym,home_cw,identity,70,8192,59134,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,sym,home_cw,reverse,38,8192,58754,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,sym,home_cw,rotate_left1,17,8192,57296,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,sym,home_cw,rotate_right1,15,8192,57248,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,sym,home_ccw,identity,87,8192,58912,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,sym,home_ccw,reverse,35,8192,58410,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x2:pred=0x80:exp=0x20
ex286,13,13,1,sym,home_ccw,rotate_left1,26,8192,58538,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x80:exp=0x40
ex286,13,13,1,sym,home_ccw,rotate_right1,3,8192,57346,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x1:pred=0x20:exp=0x40
ex286,13,13,1,sym,home_bidir,identity,73,8192,58974,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x3:pred=0x60:exp=0xc
ex286,13,13,1,sym,home_bidir,reverse,24,8192,58546,106496,0,6:5:9:5:11:11:9:9:3:2:3:1:8,4:5:6:7:0:1:2:3:8:9:10:11:12,in=0x2:pred=0x80:exp=0x20
