case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12,bf16_cbrt / cbrt,delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.aig,1,1,587,14,8218,5785,1.420570,1,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=2 bit_items=32508; manual sign bit override sign && !is_nan
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2,bf16_cbrt / cbrt,delta_pair_first_hilo3_bits_0_bh2_fix2,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2.aig,1,1,591,14,8274,5785,1.430251,1,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=2 bit_items=32508
ex217,ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta,bf16_cbrt / cbrt,legacy_positive_default_exp_mant_delta,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/verilog/ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/aigs/ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta.aig,1,1,679,16,10864,5785,1.877960,0,0,,,diverse_delta,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/verilog/ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/aigs/ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search positive_default_exp_mant_delta; 33024; default=sign_flip; exceptions=127
ex217,ex217_bf16_cbrt_arith_semantic_fields,bf16_cbrt / cbrt,arith_semantic_fields,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/verilog/ex217_bf16_cbrt_arith_semantic_fields.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/aigs/ex217_bf16_cbrt_arith_semantic_fields.aig,1,1,592,24,14208,5785,2.456007,0,0,,,diverse_semantic,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/verilog/ex217_bf16_cbrt_arith_semantic_fields.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex217/aigs/ex217_bf16_cbrt_arith_semantic_fields.aig,semantic model exact over 65536 inputs; semantic BF16 exponent/mantissa RTL; 384; sign_mode=sign_flip; normal_table_entries=382
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9,bf16_reciprocal_cube / reciprocal_cube / bf16_reciprocal_cube / reciprocal_cube,legacy_value_case_bits_15_cmp_caseattrs_fix9,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.aig,1,1,467,13,6071,3222,1.884233,0,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10; source case attributes parallel_case full_case
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_fix5,bf16_reciprocal_cube / reciprocal_cube,legacy_value_case_bits_15_cmp_fix5,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_fix5.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_fix5.aig,1,1,467,13,6071,3222,1.884233,0,0,,,diverse_other,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_fix5.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_fix5.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13,bf16_reciprocal_cube / reciprocal_cube,legacy_value_case_manual_sign_casez_fix13,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13.aig,1,1,467,14,6538,3222,2.029174,0,0,,,diverse_casez,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; manual sign bit casez override
ex218,ex218_bf16_reciprocal_cube_delta_pair_first_hilo4,bf16_reciprocal_cube / reciprocal_cube,delta_pair_first_hilo4,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_delta_pair_first_hilo4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_delta_pair_first_hilo4.aig,1,1,541,14,7574,3222,2.350714,0,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_delta_pair_first_hilo4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_delta_pair_first_hilo4.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo4 items=11141
ex218,ex218_bf16_reciprocal_cube_aggr_semantic_positive_symmetry_fields,bf16_reciprocal_cube / reciprocal_cube,aggr_semantic_positive_symmetry_fields,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_aggr_semantic_positive_symmetry_fields.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_aggr_semantic_positive_symmetry_fields.aig,1,1,492,16,7872,3222,2.443203,0,0,,,diverse_semantic,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_aggr_semantic_positive_symmetry_fields.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_aggr_semantic_positive_symmetry_fields.aig,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs
ex219,ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9,bf16_reciprocal_cbrt / reciprocal_cbrt / bf16_reciprocal_cbrt / reciprocal_cbrt,delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9.aig,1,1,623,15,9345,5640,1.656915,0,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27365; generic selected bit overrides bits=6 bit_hi_bits=cmp bit_items=684; source case attributes parallel_case full_case
ex219,ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_fix5,bf16_reciprocal_cbrt / reciprocal_cbrt,delta_pair_first_hilo3_bits_6_cmp_fix5,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_fix5.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_fix5.aig,1,1,623,15,9345,5640,1.656915,0,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_fix5.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_fix5.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27365; generic selected bit overrides bits=6 bit_hi_bits=cmp bit_items=684
ex219,ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9_manual_sign_casez_fix13,bf16_reciprocal_cbrt / reciprocal_cbrt,delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9_manual_sign_casez_fix13,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9_manual_sign_casez_fix13.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9_manual_sign_casez_fix13.aig,1,1,646,15,9690,5640,1.718085,0,0,,,diverse_casez,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9_manual_sign_casez_fix13.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_caseattrs_fix9_manual_sign_casez_fix13.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27365; generic selected bit overrides bits=6 bit_hi_bits=cmp bit_items=684; source case attributes parallel_case full_case; manual sign bit casez override
ex219,ex219_bf16_reciprocal_cbrt_legacy_exp_mant_delta_pair,bf16_reciprocal_cbrt / reciprocal_cbrt,legacy_exp_mant_delta_pair,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_legacy_exp_mant_delta_pair.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_legacy_exp_mant_delta_pair.aig,1,1,663,17,11271,5640,1.998404,0,0,,,diverse_delta,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_legacy_exp_mant_delta_pair.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_legacy_exp_mant_delta_pair.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search exp_mant_delta_pair; 32897
ex219,ex219_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase,bf16_reciprocal_cbrt / reciprocal_cbrt,hand_recip_cbrt_guard_lut_expcase,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase.aig,1,1,601,19,11419,5640,2.024645,0,0,,,diverse_other,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase.aig,semantic model exact over 65536 inputs; hand guarded recip_cbrt exp-class semantic RTL; table_items=381
