case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex265,ex265_udiv_bdd_b_msb_abc_g_aig,unsigned low4_high4:a/b dbz=max,bdd_b_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex265/verilog/ex265_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex265/aigs/ex265_udiv_bdd_b_msb_abc_g_aig.aig,1,1,1,66,8,528,322,1.639752,0,0,0.204,semantic_udiv_exact,unsigned low4_high4:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig
ex266,ex266_udiv_bdd_b_lsb_a_msb_synth_preset,unsigned low5_high5:a/b dbz=max,bdd_b_lsb_a_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex266/verilog/ex266_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex266/aigs/ex266_udiv_bdd_b_lsb_a_msb_synth_preset.aig,1,1,1,215,12,2580,848,3.042453,0,0,0.312,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=synth_preset
ex266,ex266_udiv_bdd_b_lsb_a_msb_abc_g_aig_d18,unsigned low5_high5:a/b dbz=max,bdd_b_lsb_a_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex266/verilog/ex266_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex266/aigs/ex266_udiv_bdd_b_lsb_a_msb_abc_g_aig_d18.aig,1,1,1,213,12,2556,848,3.014151,0,0,0.233,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig_d18
ex266,ex266_udiv_bdd_b_lsb_a_msb_abc_g_aig_d24,unsigned low5_high5:a/b dbz=max,bdd_b_lsb_a_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex266/verilog/ex266_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex266/aigs/ex266_udiv_bdd_b_lsb_a_msb_abc_g_aig_d24.aig,1,1,1,213,12,2556,848,3.014151,0,0,0.237,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig_d24
ex267,ex267_udiv_bdd_b_msb_abc_g_aig,unsigned low6_high6:a/b dbz=max,bdd_b_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_b_msb_abc_g_aig.aig,1,1,1,481,15,7215,2651,2.721614,0,0,0.302,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig
ex267,ex267_udiv_bdd_b_msb_synth_preset,unsigned low6_high6:a/b dbz=max,bdd_b_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_b_msb_synth_preset.aig,1,1,1,417,16,6672,2651,2.516786,0,0,0.407,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset
ex267,ex267_udiv_bdd_b_msb_abc_g_aig_d18,unsigned low6_high6:a/b dbz=max,bdd_b_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_b_msb_abc_g_aig_d18.aig,1,1,1,481,15,7215,2651,2.721614,0,0,0.301,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig_d18
ex267,ex267_udiv_bdd_b_msb_abc_g_aig_d24,unsigned low6_high6:a/b dbz=max,bdd_b_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_b_msb_abc_g_aig_d24.aig,1,1,1,481,15,7215,2651,2.721614,0,0,0.302,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig_d24
ex267,ex267_udiv_bdd_b_msb_a_lsb_abc_g_aig,unsigned low6_high6:a/b dbz=max,bdd_b_msb_a_lsb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_b_msb_a_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_b_msb_a_lsb_abc_g_aig.aig,1,1,1,473,18,8514,2651,3.211618,0,0,0.312,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=abc_g_aig
ex267,ex267_udiv_bdd_b_msb_a_lsb_synth_preset,unsigned low6_high6:a/b dbz=max,bdd_b_msb_a_lsb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_b_msb_a_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_b_msb_a_lsb_synth_preset.aig,1,1,1,423,18,7614,2651,2.872124,0,0,0.430,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=synth_preset
ex267,ex267_udiv_bdd_b_msb_a_lsb_abc_g_aig_d18,unsigned low6_high6:a/b dbz=max,bdd_b_msb_a_lsb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_b_msb_a_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_b_msb_a_lsb_abc_g_aig_d18.aig,1,1,1,473,18,8514,2651,3.211618,0,0,0.310,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=abc_g_aig_d18
ex267,ex267_udiv_bdd_b_msb_a_lsb_abc_g_aig_d24,unsigned low6_high6:a/b dbz=max,bdd_b_msb_a_lsb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_b_msb_a_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_b_msb_a_lsb_abc_g_aig_d24.aig,1,1,1,473,18,8514,2651,3.211618,0,0,0.334,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=abc_g_aig_d24
ex267,ex267_udiv_bdd_interleave_msb_abc_g_aig,unsigned low6_high6:a/b dbz=max,bdd_interleave_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_interleave_msb_abc_g_aig.aig,1,1,1,345,16,5520,2651,2.082233,0,0,0.274,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig
ex267,ex267_udiv_bdd_interleave_msb_synth_preset,unsigned low6_high6:a/b dbz=max,bdd_interleave_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_interleave_msb_synth_preset.aig,1,1,1,333,16,5328,2651,2.009808,0,0,0.376,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset
ex267,ex267_udiv_bdd_interleave_msb_abc_g_aig_d18,unsigned low6_high6:a/b dbz=max,bdd_interleave_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_interleave_msb_abc_g_aig_d18.aig,1,1,1,345,16,5520,2651,2.082233,0,0,0.288,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig_d18
ex267,ex267_udiv_bdd_interleave_msb_abc_g_aig_d24,unsigned low6_high6:a/b dbz=max,bdd_interleave_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_interleave_msb_abc_g_aig_d24.aig,1,1,1,345,16,5520,2651,2.082233,0,0,0.275,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig_d24
ex267,ex267_udiv_bdd_interleave_lsb_abc_g_aig,unsigned low6_high6:a/b dbz=max,bdd_interleave_lsb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_interleave_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_interleave_lsb_abc_g_aig.aig,1,1,1,628,21,13188,2651,4.974727,0,0,0.326,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig
ex267,ex267_udiv_bdd_interleave_lsb_synth_preset,unsigned low6_high6:a/b dbz=max,bdd_interleave_lsb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_interleave_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_interleave_lsb_synth_preset.aig,1,1,1,601,20,12020,2651,4.534138,0,0,0.451,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_interleave_lsb; flow=synth_preset
ex267,ex267_udiv_bdd_interleave_lsb_abc_g_aig_d18,unsigned low6_high6:a/b dbz=max,bdd_interleave_lsb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_interleave_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_interleave_lsb_abc_g_aig_d18.aig,1,1,1,628,21,13188,2651,4.974727,0,0,0.324,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig_d18
ex267,ex267_udiv_bdd_interleave_lsb_abc_g_aig_d24,unsigned low6_high6:a/b dbz=max,bdd_interleave_lsb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_interleave_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_interleave_lsb_abc_g_aig_d24.aig,1,1,1,628,21,13188,2651,4.974727,0,0,0.325,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig_d24
ex267,ex267_udiv_bdd_interleave_a_first_msb_abc_g_aig,unsigned low6_high6:a/b dbz=max,bdd_interleave_a_first_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_interleave_a_first_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_interleave_a_first_msb_abc_g_aig.aig,1,1,1,388,17,6596,2651,2.488118,0,0,0.288,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig
ex267,ex267_udiv_bdd_interleave_a_first_msb_synth_preset,unsigned low6_high6:a/b dbz=max,bdd_interleave_a_first_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_interleave_a_first_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_interleave_a_first_msb_synth_preset.aig,1,1,1,370,17,6290,2651,2.372690,0,0,0.403,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=synth_preset
ex267,ex267_udiv_bdd_interleave_a_first_msb_abc_g_aig_d18,unsigned low6_high6:a/b dbz=max,bdd_interleave_a_first_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_interleave_a_first_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_interleave_a_first_msb_abc_g_aig_d18.aig,1,1,1,388,17,6596,2651,2.488118,0,0,0.289,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig_d18
ex267,ex267_udiv_bdd_interleave_a_first_msb_abc_g_aig_d24,unsigned low6_high6:a/b dbz=max,bdd_interleave_a_first_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_interleave_a_first_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_interleave_a_first_msb_abc_g_aig_d24.aig,1,1,1,388,17,6596,2651,2.488118,0,0,0.292,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig_d24
ex267,ex267_udiv_bdd_b_lsb_a_msb_abc_g_aig,unsigned low6_high6:a/b dbz=max,bdd_b_lsb_a_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_b_lsb_a_msb_abc_g_aig.aig,1,1,1,518,15,7770,2651,2.930969,0,0,0.313,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig
ex267,ex267_udiv_bdd_b_lsb_a_msb_synth_preset,unsigned low6_high6:a/b dbz=max,bdd_b_lsb_a_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_b_lsb_a_msb_synth_preset.aig,1,1,1,487,15,7305,2651,2.755564,0,0,0.422,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=synth_preset
ex267,ex267_udiv_bdd_b_lsb_a_msb_abc_g_aig_d18,unsigned low6_high6:a/b dbz=max,bdd_b_lsb_a_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_b_lsb_a_msb_abc_g_aig_d18.aig,1,1,1,518,15,7770,2651,2.930969,0,0,0.318,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig_d18
ex267,ex267_udiv_bdd_b_lsb_a_msb_abc_g_aig_d24,unsigned low6_high6:a/b dbz=max,bdd_b_lsb_a_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/verilog/ex267_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex267/aigs/ex267_udiv_bdd_b_lsb_a_msb_abc_g_aig_d24.aig,1,1,1,518,15,7770,2651,2.930969,0,0,0.311,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig_d24
ex268,ex268_udiv_bdd_b_msb_abc_g_aig,unsigned low7_high7:a/b dbz=max,bdd_b_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_msb_abc_g_aig.aig,1,1,1,1111,18,19998,7446,2.685737,0,0,0.477,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig
ex268,ex268_udiv_bdd_b_msb_synth_preset,unsigned low7_high7:a/b dbz=max,bdd_b_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_msb_synth_preset.aig,1,1,1,1039,19,19741,7446,2.651222,0,0,0.648,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset
ex268,ex268_udiv_bdd_b_msb_abc_g_aig_d18,unsigned low7_high7:a/b dbz=max,bdd_b_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_msb_abc_g_aig_d18.aig,1,1,1,1111,18,19998,7446,2.685737,0,0,0.477,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig_d18
ex268,ex268_udiv_bdd_b_msb_abc_g_aig_d24,unsigned low7_high7:a/b dbz=max,bdd_b_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_msb_abc_g_aig_d24.aig,1,1,1,1111,18,19998,7446,2.685737,0,0,0.477,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig_d24
ex268,ex268_udiv_bdd_b_msb_a_lsb_abc_g_aig,unsigned low7_high7:a/b dbz=max,bdd_b_msb_a_lsb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_b_msb_a_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_msb_a_lsb_abc_g_aig.aig,1,1,1,1121,21,23541,7446,3.161563,0,0,0.509,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=abc_g_aig
ex268,ex268_udiv_bdd_b_msb_a_lsb_synth_preset,unsigned low7_high7:a/b dbz=max,bdd_b_msb_a_lsb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_b_msb_a_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_msb_a_lsb_synth_preset.aig,1,1,1,1021,21,21441,7446,2.879533,0,0,0.677,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=synth_preset
ex268,ex268_udiv_bdd_b_msb_a_lsb_abc_g_aig_d18,unsigned low7_high7:a/b dbz=max,bdd_b_msb_a_lsb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_b_msb_a_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_msb_a_lsb_abc_g_aig_d18.aig,1,1,1,1121,21,23541,7446,3.161563,0,0,0.508,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=abc_g_aig_d18
ex268,ex268_udiv_bdd_b_msb_a_lsb_abc_g_aig_d24,unsigned low7_high7:a/b dbz=max,bdd_b_msb_a_lsb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_b_msb_a_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_msb_a_lsb_abc_g_aig_d24.aig,1,1,1,1121,21,23541,7446,3.161563,0,0,0.508,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=abc_g_aig_d24
ex268,ex268_udiv_bdd_interleave_msb_abc_g_aig,unsigned low7_high7:a/b dbz=max,bdd_interleave_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_msb_abc_g_aig.aig,1,1,1,774,20,15480,7446,2.078969,0,0,0.401,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig
ex268,ex268_udiv_bdd_interleave_msb_synth_preset,unsigned low7_high7:a/b dbz=max,bdd_interleave_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_msb_synth_preset.aig,1,1,1,747,20,14940,7446,2.006446,0,0,0.560,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset
ex268,ex268_udiv_bdd_interleave_msb_abc_g_aig_d18,unsigned low7_high7:a/b dbz=max,bdd_interleave_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_msb_abc_g_aig_d18.aig,1,1,1,774,20,15480,7446,2.078969,0,0,0.402,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig_d18
ex268,ex268_udiv_bdd_interleave_msb_abc_g_aig_d24,unsigned low7_high7:a/b dbz=max,bdd_interleave_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_msb_abc_g_aig_d24.aig,1,1,1,774,20,15480,7446,2.078969,0,0,0.403,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig_d24
ex268,ex268_udiv_bdd_interleave_lsb_abc_g_aig,unsigned low7_high7:a/b dbz=max,bdd_interleave_lsb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_interleave_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_lsb_abc_g_aig.aig,1,1,1,1482,25,37050,7446,4.975826,0,0,0.566,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig
ex268,ex268_udiv_bdd_interleave_lsb_synth_preset,unsigned low7_high7:a/b dbz=max,bdd_interleave_lsb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_interleave_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_lsb_synth_preset.aig,1,1,1,1441,25,36025,7446,4.838168,0,0,0.779,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_lsb; flow=synth_preset
ex268,ex268_udiv_bdd_interleave_lsb_abc_g_aig_d18,unsigned low7_high7:a/b dbz=max,bdd_interleave_lsb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_interleave_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_lsb_abc_g_aig_d18.aig,1,1,1,1482,25,37050,7446,4.975826,0,0,0.570,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig_d18
ex268,ex268_udiv_bdd_interleave_lsb_abc_g_aig_d24,unsigned low7_high7:a/b dbz=max,bdd_interleave_lsb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_interleave_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_lsb_abc_g_aig_d24.aig,1,1,1,1482,25,37050,7446,4.975826,0,0,0.568,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig_d24
ex268,ex268_udiv_bdd_interleave_a_first_msb_abc_g_aig,unsigned low7_high7:a/b dbz=max,bdd_interleave_a_first_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_interleave_a_first_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_a_first_msb_abc_g_aig.aig,1,1,1,872,18,15696,7446,2.107977,0,0,0.459,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig
ex268,ex268_udiv_bdd_interleave_a_first_msb_synth_preset,unsigned low7_high7:a/b dbz=max,bdd_interleave_a_first_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_interleave_a_first_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_a_first_msb_synth_preset.aig,1,1,1,867,20,17340,7446,2.328767,0,0,0.670,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=synth_preset
