case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_wide_signed_abc_g_aig,signed low4_high4:a*b,wide_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex260/verilog/ex260_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex260/aigs/ex260_smul_wide_signed_abc_g_aig.aig,1,1,1,151,18,2718,657,4.136986,0,0,0.225,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=wide_signed; flow=abc_g_aig
ex261,ex261_smul_abs_sign_wallace_wreduce_abc_g_aig,signed low5_high5:a*b,abs_sign_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex261/verilog/ex261_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex261/aigs/ex261_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,1,1,1,177,24,4248,2041,2.081333,0,0,0.320,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex261,ex261_smul_abs_sign_wallace_synth_preset_d9,signed low5_high5:a*b,abs_sign_wallace+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex261/verilog/ex261_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex261/aigs/ex261_smul_abs_sign_wallace_synth_preset_d9.aig,1,1,1,177,24,4248,2041,2.081333,0,0,0.389,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=abs_sign_wallace; flow=synth_preset_d9
ex261,ex261_smul_abs_sign_wallace_synth_preset_d13,signed low5_high5:a*b,abs_sign_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex261/verilog/ex261_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex261/aigs/ex261_smul_abs_sign_wallace_synth_preset_d13.aig,1,1,1,177,24,4248,2041,2.081333,0,0,0.390,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=abs_sign_wallace; flow=synth_preset_d13
ex261,ex261_smul_abs_sign_wallace_synth_preset_d18,signed low5_high5:a*b,abs_sign_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex261/verilog/ex261_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex261/aigs/ex261_smul_abs_sign_wallace_synth_preset_d18.aig,1,1,1,177,24,4248,2041,2.081333,0,0,0.390,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=abs_sign_wallace; flow=synth_preset_d18
ex261,ex261_smul_abs_sign_wallace_abc_g_aig_d13,signed low5_high5:a*b,abs_sign_wallace+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex261/verilog/ex261_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex261/aigs/ex261_smul_abs_sign_wallace_abc_g_aig_d13.aig,1,1,1,177,24,4248,2041,2.081333,0,0,0.302,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=abs_sign_wallace; flow=abc_g_aig_d13
ex262,ex262_smul_wide_signed_abc_g_aig,signed low6_high6:a*b,wide_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_wide_signed_abc_g_aig.aig,1,1,1,439,27,11853,4900,2.418980,0,0,0.348,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=wide_signed; flow=abc_g_aig
ex262,ex262_smul_wide_signed_wreduce_abc_g_aig,signed low6_high6:a*b,wide_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_wide_signed_wreduce_abc_g_aig.aig,1,1,1,309,30,9270,4900,1.891837,0,0,0.261,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=wide_signed; flow=wreduce_abc_g_aig
ex262,ex262_smul_wide_signed_synth_preset_d9,signed low6_high6:a*b,wide_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_wide_signed_synth_preset_d9.aig,1,1,1,302,31,9362,4900,1.910612,0,0,0.338,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=wide_signed; flow=synth_preset_d9
ex262,ex262_smul_wide_signed_synth_preset_d13,signed low6_high6:a*b,wide_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_wide_signed_synth_preset_d13.aig,1,1,1,302,31,9362,4900,1.910612,0,0,0.330,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=wide_signed; flow=synth_preset_d13
ex262,ex262_smul_wide_signed_synth_preset_d18,signed low6_high6:a*b,wide_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_wide_signed_synth_preset_d18.aig,1,1,1,302,31,9362,4900,1.910612,0,0,0.327,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=wide_signed; flow=synth_preset_d18
ex262,ex262_smul_wide_signed_abc_g_aig_d13,signed low6_high6:a*b,wide_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_wide_signed_abc_g_aig_d13.aig,1,1,1,439,27,11853,4900,2.418980,0,0,0.338,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=wide_signed; flow=abc_g_aig_d13
ex262,ex262_smul_booth_radix4_signed_abc_g_aig,signed low6_high6:a*b,booth_radix4_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_booth_radix4_signed_abc_g_aig.aig,1,1,1,246,28,6888,4900,1.405714,1,0,0.304,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_signed; flow=abc_g_aig
ex262,ex262_smul_booth_radix4_signed_wreduce_abc_g_aig,signed low6_high6:a*b,booth_radix4_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_booth_radix4_signed_wreduce_abc_g_aig.aig,1,1,1,246,28,6888,4900,1.405714,1,0,0.299,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_signed; flow=wreduce_abc_g_aig
ex262,ex262_smul_booth_radix4_signed_synth_preset_d9,signed low6_high6:a*b,booth_radix4_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_booth_radix4_signed_synth_preset_d9.aig,1,1,1,262,28,7336,4900,1.497143,1,0,0.355,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_signed; flow=synth_preset_d9
ex262,ex262_smul_booth_radix4_signed_synth_preset_d13,signed low6_high6:a*b,booth_radix4_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_booth_radix4_signed_synth_preset_d13.aig,1,1,1,262,28,7336,4900,1.497143,1,0,0.357,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_signed; flow=synth_preset_d13
ex262,ex262_smul_booth_radix4_signed_synth_preset_d18,signed low6_high6:a*b,booth_radix4_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_booth_radix4_signed_synth_preset_d18.aig,1,1,1,262,28,7336,4900,1.497143,1,0,0.369,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_signed; flow=synth_preset_d18
ex262,ex262_smul_booth_radix4_signed_abc_g_aig_d13,signed low6_high6:a*b,booth_radix4_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_booth_radix4_signed_abc_g_aig_d13.aig,1,1,1,246,28,6888,4900,1.405714,1,0,0.304,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=booth_radix4_signed; flow=abc_g_aig_d13
ex262,ex262_smul_direct_signed_abc_g_aig,signed low6_high6:a*b,direct_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_direct_signed_abc_g_aig.aig,1,1,1,309,30,9270,4900,1.891837,0,0,0.258,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=abc_g_aig
ex262,ex262_smul_direct_signed_wreduce_abc_g_aig,signed low6_high6:a*b,direct_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_direct_signed_wreduce_abc_g_aig.aig,1,1,1,309,30,9270,4900,1.891837,0,0,0.261,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=wreduce_abc_g_aig
ex262,ex262_smul_direct_signed_synth_preset_d9,signed low6_high6:a*b,direct_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_direct_signed_synth_preset_d9.aig,1,1,1,302,31,9362,4900,1.910612,0,0,0.332,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=synth_preset_d9
ex262,ex262_smul_direct_signed_synth_preset_d13,signed low6_high6:a*b,direct_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_direct_signed_synth_preset_d13.aig,1,1,1,302,31,9362,4900,1.910612,0,0,0.330,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=synth_preset_d13
ex262,ex262_smul_direct_signed_synth_preset_d18,signed low6_high6:a*b,direct_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_direct_signed_synth_preset_d18.aig,1,1,1,302,31,9362,4900,1.910612,0,0,0.330,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=synth_preset_d18
ex262,ex262_smul_direct_signed_abc_g_aig_d13,signed low6_high6:a*b,direct_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_direct_signed_abc_g_aig_d13.aig,1,1,1,309,30,9270,4900,1.891837,0,0,0.262,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=abc_g_aig_d13
ex262,ex262_smul_split_half_signed_abc_g_aig,signed low6_high6:a*b,split_half_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_split_half_signed_abc_g_aig.aig,1,1,1,262,35,9170,4900,1.871429,0,0,0.289,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=abc_g_aig
ex262,ex262_smul_split_half_signed_wreduce_abc_g_aig,signed low6_high6:a*b,split_half_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_split_half_signed_wreduce_abc_g_aig.aig,1,1,1,260,35,9100,4900,1.857143,0,0,0.296,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=wreduce_abc_g_aig
ex262,ex262_smul_split_half_signed_synth_preset_d9,signed low6_high6:a*b,split_half_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_split_half_signed_synth_preset_d9.aig,1,1,1,265,29,7685,4900,1.568367,0,0,0.343,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=synth_preset_d9
ex262,ex262_smul_split_half_signed_synth_preset_d13,signed low6_high6:a*b,split_half_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_split_half_signed_synth_preset_d13.aig,1,1,1,265,29,7685,4900,1.568367,0,0,0.340,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=synth_preset_d13
ex262,ex262_smul_split_half_signed_synth_preset_d18,signed low6_high6:a*b,split_half_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_split_half_signed_synth_preset_d18.aig,1,1,1,265,29,7685,4900,1.568367,0,0,0.343,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=synth_preset_d18
ex262,ex262_smul_split_half_signed_abc_g_aig_d13,signed low6_high6:a*b,split_half_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_split_half_signed_abc_g_aig_d13.aig,1,1,1,262,35,9170,4900,1.871429,0,0,0.298,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=abc_g_aig_d13
ex262,ex262_smul_abs_sign_wallace_abc_g_aig,signed low6_high6:a*b,abs_sign_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_abs_sign_wallace_abc_g_aig.aig,1,1,1,278,30,8340,4900,1.702041,0,0,2.122,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex262,ex262_smul_abs_sign_wallace_wreduce_abc_g_aig,signed low6_high6:a*b,abs_sign_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,1,1,1,278,30,8340,4900,1.702041,0,0,0.604,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex262,ex262_smul_abs_sign_wallace_synth_preset_d9,signed low6_high6:a*b,abs_sign_wallace+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_abs_sign_wallace_synth_preset_d9.aig,1,1,1,277,30,8310,4900,1.695918,0,0,0.649,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=synth_preset_d9
ex262,ex262_smul_abs_sign_wallace_synth_preset_d13,signed low6_high6:a*b,abs_sign_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_abs_sign_wallace_synth_preset_d13.aig,1,1,1,277,30,8310,4900,1.695918,0,0,2.075,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=synth_preset_d13
ex262,ex262_smul_abs_sign_wallace_synth_preset_d18,signed low6_high6:a*b,abs_sign_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_abs_sign_wallace_synth_preset_d18.aig,1,1,1,277,30,8310,4900,1.695918,0,0,0.572,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=synth_preset_d18
ex262,ex262_smul_abs_sign_wallace_abc_g_aig_d13,signed low6_high6:a*b,abs_sign_wallace+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/verilog/ex262_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex262/aigs/ex262_smul_abs_sign_wallace_abc_g_aig_d13.aig,1,1,1,278,30,8340,4900,1.702041,0,0,0.334,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=abc_g_aig_d13
ex263,ex263_smul_wide_signed_abc_g_aig,signed low7_high7:a*b,wide_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_wide_signed_abc_g_aig.aig,1,1,1,611,35,21385,6840,3.126462,0,0,0.613,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=wide_signed; flow=abc_g_aig
ex263,ex263_smul_wide_signed_wreduce_abc_g_aig,signed low7_high7:a*b,wide_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_wide_signed_wreduce_abc_g_aig.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.450,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=wide_signed; flow=wreduce_abc_g_aig
ex263,ex263_smul_wide_signed_synth_preset_d9,signed low7_high7:a*b,wide_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_wide_signed_synth_preset_d9.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.566,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=wide_signed; flow=synth_preset_d9
ex263,ex263_smul_wide_signed_synth_preset_d13,signed low7_high7:a*b,wide_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_wide_signed_synth_preset_d13.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.581,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=wide_signed; flow=synth_preset_d13
ex263,ex263_smul_wide_signed_synth_preset_d18,signed low7_high7:a*b,wide_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_wide_signed_synth_preset_d18.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.577,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=wide_signed; flow=synth_preset_d18
ex263,ex263_smul_wide_signed_abc_g_aig_d13,signed low7_high7:a*b,wide_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_wide_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_wide_signed_abc_g_aig_d13.aig,1,1,1,611,35,21385,6840,3.126462,0,0,0.614,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=wide_signed; flow=abc_g_aig_d13
ex263,ex263_smul_booth_radix4_signed_abc_g_aig,signed low7_high7:a*b,booth_radix4_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_booth_radix4_signed_abc_g_aig.aig,1,1,1,352,35,12320,6840,1.801170,0,0,0.523,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_signed; flow=abc_g_aig
ex263,ex263_smul_booth_radix4_signed_wreduce_abc_g_aig,signed low7_high7:a*b,booth_radix4_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_booth_radix4_signed_wreduce_abc_g_aig.aig,1,1,1,353,35,12355,6840,1.806287,0,0,0.504,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_signed; flow=wreduce_abc_g_aig
ex263,ex263_smul_booth_radix4_signed_synth_preset_d9,signed low7_high7:a*b,booth_radix4_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_booth_radix4_signed_synth_preset_d9.aig,1,1,1,390,33,12870,6840,1.881579,0,0,0.912,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_signed; flow=synth_preset_d9
ex263,ex263_smul_booth_radix4_signed_synth_preset_d13,signed low7_high7:a*b,booth_radix4_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_booth_radix4_signed_synth_preset_d13.aig,1,1,1,390,33,12870,6840,1.881579,0,0,0.597,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_signed; flow=synth_preset_d13
ex263,ex263_smul_booth_radix4_signed_synth_preset_d18,signed low7_high7:a*b,booth_radix4_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_booth_radix4_signed_synth_preset_d18.aig,1,1,1,390,33,12870,6840,1.881579,0,0,0.646,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_signed; flow=synth_preset_d18
ex263,ex263_smul_booth_radix4_signed_abc_g_aig_d13,signed low7_high7:a*b,booth_radix4_signed+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_booth_radix4_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_booth_radix4_signed_abc_g_aig_d13.aig,1,1,1,352,35,12320,6840,1.801170,0,0,0.523,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=booth_radix4_signed; flow=abc_g_aig_d13
ex263,ex263_smul_direct_signed_abc_g_aig,signed low7_high7:a*b,direct_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_direct_signed_abc_g_aig.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.464,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=abc_g_aig
ex263,ex263_smul_direct_signed_wreduce_abc_g_aig,signed low7_high7:a*b,direct_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/verilog/ex263_smul_direct_signed.v,student/work/ex260_ex264_frontend_smul_booth_wide_fix_20260609_0230/ex263/aigs/ex263_smul_direct_signed_wreduce_abc_g_aig.aig,1,1,1,442,33,14586,6840,2.132456,0,0,0.464,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=wreduce_abc_g_aig
