case,agent_id,candidate_id,verilog_path,aig_path,evaluate_log,equivalent,area,delay,adp,status,notes,domain,shard_csv,method_signature
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_threshold_case_control_extra_share_raw,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/verilog/ex249_r64_threshold_case_control.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/aigs/ex249_ex249_r64_threshold_case_control_extra_share_raw.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_extra_share_raw.evaluate.py.log,1,185,30,5550,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_r64_threshold_case_control_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_extra_share_raw.abc.log; synth_sec=0.185; abc_sec=0.000; eval_sec=0.501,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/evaluation_results.csv,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_threshold_case_control_abc_g_aig_raw,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/verilog/ex249_r64_threshold_case_control.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/aigs/ex249_ex249_r64_threshold_case_control_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_abc_g_aig_raw.evaluate.py.log,1,177,30,5310,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_r64_threshold_case_control_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_abc_g_aig_raw.abc.log; synth_sec=0.184; abc_sec=0.000; eval_sec=0.471,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/evaluation_results.csv,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_threshold_case_control_synth_preset_raw,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/verilog/ex249_r64_threshold_case_control.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/aigs/ex249_ex249_r64_threshold_case_control_synth_preset_raw.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_synth_preset_raw.evaluate.py.log,1,176,30,5280,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_r64_threshold_case_control_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_synth_preset_raw.abc.log; synth_sec=0.282; abc_sec=0.000; eval_sec=0.470,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/evaluation_results.csv,
ex246,sub-fp8-muldiv-alt-r64,ex246_r64_product_zone_lattice_default,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/verilog/ex246_r64_product_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/aigs/ex246_r64_product_zone_lattice_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_product_zone_lattice_default.evaluate.py.log,1,368,32,11776,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_product_zone_lattice_default.yosys.log; flow=Yosys hierarchy/proc/techmap flow with internal abc -g AND,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/evaluation_results.csv,
ex246,sub-fp8-muldiv-alt-r64,ex246_r64_product_zone_lattice_synth_preset_aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/verilog/ex246_r64_product_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/aigs/ex246_r64_product_zone_lattice_synth_preset_aig.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_product_zone_lattice_synth_preset_aig.evaluate.py.log,1,350,32,11200,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_product_zone_lattice_synth_preset_aig.yosys.log; flow=Yosys synth -flatten flow with internal abc -g aig,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/evaluation_results.csv,
ex246,sub-fp8-muldiv-alt-r64,ex246_r64_sigpair_logsplit_lattice_default,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/verilog/ex246_r64_sigpair_logsplit_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/aigs/ex246_r64_sigpair_logsplit_lattice_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_sigpair_logsplit_lattice_default.evaluate.py.log,1,467,27,12609,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_sigpair_logsplit_lattice_default.yosys.log; flow=Yosys hierarchy/proc/techmap flow with internal abc -g AND,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/evaluation_results.csv,
ex246,sub-fp8-muldiv-alt-r64,ex246_r64_sigpair_logsplit_lattice_synth_preset_aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/verilog/ex246_r64_sigpair_logsplit_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/aigs/ex246_r64_sigpair_logsplit_lattice_synth_preset_aig.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_sigpair_logsplit_lattice_synth_preset_aig.evaluate.py.log,1,435,26,11310,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_sigpair_logsplit_lattice_synth_preset_aig.yosys.log; flow=Yosys synth -flatten flow with internal abc -g aig,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/evaluation_results.csv,
ex247,sub-fp8-muldiv-alt-r64,ex247_r64_recip_product_zone_lattice_default,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/verilog/ex247_r64_recip_product_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/aigs/ex247_r64_recip_product_zone_lattice_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_recip_product_zone_lattice_default.evaluate.py.log,1,523,43,22489,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_recip_product_zone_lattice_default.yosys.log; flow=Yosys hierarchy/proc/techmap flow with internal abc -g AND,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/evaluation_results.csv,
ex247,sub-fp8-muldiv-alt-r64,ex247_r64_recip_product_zone_lattice_synth_preset_aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/verilog/ex247_r64_recip_product_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/aigs/ex247_r64_recip_product_zone_lattice_synth_preset_aig.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_recip_product_zone_lattice_synth_preset_aig.evaluate.py.log,1,500,41,20500,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_recip_product_zone_lattice_synth_preset_aig.yosys.log; flow=Yosys synth -flatten flow with internal abc -g aig,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/evaluation_results.csv,
ex247,sub-fp8-muldiv-alt-r64,ex247_r64_den_quotient_zone_lattice_default,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/verilog/ex247_r64_den_quotient_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/aigs/ex247_r64_den_quotient_zone_lattice_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_den_quotient_zone_lattice_default.evaluate.py.log,1,476,28,13328,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_den_quotient_zone_lattice_default.yosys.log; flow=Yosys hierarchy/proc/techmap flow with internal abc -g AND,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/evaluation_results.csv,
ex247,sub-fp8-muldiv-alt-r64,ex247_r64_den_quotient_zone_lattice_synth_preset_aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/verilog/ex247_r64_den_quotient_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/aigs/ex247_r64_den_quotient_zone_lattice_synth_preset_aig.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_den_quotient_zone_lattice_synth_preset_aig.evaluate.py.log,1,445,28,12460,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_den_quotient_zone_lattice_synth_preset_aig.yosys.log; flow=Yosys synth -flatten flow with internal abc -g aig,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/evaluation_results.csv,
ex240,sub-mixed-diffroute-r64,ex240_r64_signmag_selected_output_factor_default,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_signmag_selected_output_factor.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_signmag_selected_output_factor_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_signmag_selected_output_factor_default.evaluate.py.log,1,650,46,29900,OK,separate sign/magnitude selected-output factoring,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/evaluation_results.csv,ex240|E4M3FN packed add|ex240_r64_signmag_selected_output_factor|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|default
ex240,sub-mixed-diffroute-r64,ex240_r64_signmag_selected_output_factor_synth_preset,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_signmag_selected_output_factor.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_signmag_selected_output_factor_synth_preset.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_signmag_selected_output_factor_synth_preset.evaluate.py.log,1,610,43,26230,OK,separate sign/magnitude selected-output factoring,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/evaluation_results.csv,ex240|E4M3FN packed add|ex240_r64_signmag_selected_output_factor|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|synth_preset
ex240,sub-mixed-diffroute-r64,ex240_r64_compact_cancel_predicate_mux_default,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_compact_cancel_predicate_mux.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_compact_cancel_predicate_mux_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_compact_cancel_predicate_mux_default.evaluate.py.log,1,650,47,30550,OK,compact cancellation predicates and reduced branch muxing,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/evaluation_results.csv,ex240|E4M3FN packed add|ex240_r64_compact_cancel_predicate_mux|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|default
ex240,sub-mixed-diffroute-r64,ex240_r64_compact_cancel_predicate_mux_synth_preset,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_compact_cancel_predicate_mux.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_compact_cancel_predicate_mux_synth_preset.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_compact_cancel_predicate_mux_synth_preset.evaluate.py.log,1,584,47,27448,OK,compact cancellation predicates and reduced branch muxing,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/evaluation_results.csv,ex240|E4M3FN packed add|ex240_r64_compact_cancel_predicate_mux|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|synth_preset
ex240,sub-mixed-diffroute-r64,ex240_r64_onehot_lz_bucket_formula_norm_default,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_onehot_lz_bucket_formula_norm.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_onehot_lz_bucket_formula_norm_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_onehot_lz_bucket_formula_norm_default.evaluate.py.log,0,,,,NOT_EQUIV,one-hot leading-zero bucket normalizer,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/evaluation_results.csv,ex240|E4M3FN packed add|ex240_r64_onehot_lz_bucket_formula_norm|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|default
ex240,sub-mixed-diffroute-r64,ex240_r64_onehot_lz_bucket_formula_norm_synth_preset,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_onehot_lz_bucket_formula_norm.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_onehot_lz_bucket_formula_norm_synth_preset.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_onehot_lz_bucket_formula_norm_synth_preset.evaluate.py.log,0,,,,NOT_EQUIV,one-hot leading-zero bucket normalizer,float_fp8,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/evaluation_results.csv,ex240|E4M3FN packed add|ex240_r64_onehot_lz_bucket_formula_norm|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|synth_preset
ex285,sub-mixed-diffroute-r64,ex285_r64_nonlinear_movement_recurrence_smoke_default,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/verilog/ex285_r64_nonlinear_movement_recurrence_smoke.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/aigs/ex285_r64_nonlinear_movement_recurrence_smoke_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/logs/ex285_r64_nonlinear_movement_recurrence_smoke_default.evaluate.py.log,0,,,,NOT_EQUIV,small controlled rotate/move recurrence,unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/evaluation_results.csv,ex285|hamming_weight_preserving_lossy_routing_normalizer|nonlinear_movement_recurrence_smoke|shared_popcount_imbalance_state|repo_yosys_frontend|official_evaluate|full_word|default
ex285,sub-mixed-diffroute-r64,ex285_r64_nonlinear_movement_recurrence_smoke_synth_preset,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/verilog/ex285_r64_nonlinear_movement_recurrence_smoke.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/aigs/ex285_r64_nonlinear_movement_recurrence_smoke_synth_preset.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/logs/ex285_r64_nonlinear_movement_recurrence_smoke_synth_preset.evaluate.py.log,0,,,,NOT_EQUIV,small controlled rotate/move recurrence,unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/evaluation_results.csv,ex285|hamming_weight_preserving_lossy_routing_normalizer|nonlinear_movement_recurrence_smoke|shared_popcount_imbalance_state|repo_yosys_frontend|official_evaluate|full_word|synth_preset
ex285,sub-mixed-diffroute-r64,ex285_r64_central_layer_state_descriptor_smoke_default,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/verilog/ex285_r64_central_layer_state_descriptor_smoke.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/aigs/ex285_r64_central_layer_state_descriptor_smoke_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/logs/ex285_r64_central_layer_state_descriptor_smoke_default.evaluate.py.log,0,,,,NOT_EQUIV,bucket-count descriptor selecting center/edge output packing,unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/evaluation_results.csv,ex285|hamming_weight_preserving_lossy_routing_normalizer|central_layer_state_descriptor_smoke|shared_bucket_count_state|repo_yosys_frontend|official_evaluate|full_word|default
ex285,sub-mixed-diffroute-r64,ex285_r64_central_layer_state_descriptor_smoke_synth_preset,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/verilog/ex285_r64_central_layer_state_descriptor_smoke.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/aigs/ex285_r64_central_layer_state_descriptor_smoke_synth_preset.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/logs/ex285_r64_central_layer_state_descriptor_smoke_synth_preset.evaluate.py.log,0,,,,NOT_EQUIV,bucket-count descriptor selecting center/edge output packing,unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/evaluation_results.csv,ex285|hamming_weight_preserving_lossy_routing_normalizer|central_layer_state_descriptor_smoke|shared_bucket_count_state|repo_yosys_frontend|official_evaluate|full_word|synth_preset
ex297,sub-unklarge-alt-r64,ex297_r64_local_transition_recurrence_local_transition_r2,,,,,,,,not_run_no_candidate,"screened local_transition_recurrence/local_transition_r2: keys=1024, residual=53116, ratio=0.789184, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex297|cyclic_2bit_symbol_non_table_screen|local_transition_recurrence|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
ex297,sub-unklarge-alt-r64,ex297_r64_ring_cell_descriptor_adjhist_distance2_cell,,,,,,,,not_run_no_candidate,"screened ring_cell_descriptor/adjhist_distance2_cell: keys=15376, residual=3808, ratio=0.056578, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex297|cyclic_2bit_symbol_non_table_screen|ring_cell_descriptor|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
ex297,sub-unklarge-alt-r64,ex297_r64_sparse_exception_free_descriptor_exception_free_hist_state,,,,,,,,not_run_no_candidate,"screened sparse_exception_free_descriptor/exception_free_hist_state: keys=15968, residual=36176, ratio=0.537493, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex297|cyclic_2bit_symbol_non_table_screen|sparse_exception_free_descriptor|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
ex297,sub-unklarge-alt-r64,ex297_r64_compact_recurrence_state_recurrence_state8_cell,,,,,,,,not_run_no_candidate,"screened compact_recurrence_state/recurrence_state8_cell: keys=112219, residual=1366, ratio=0.020296, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex297|cyclic_2bit_symbol_non_table_screen|compact_recurrence_state|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
ex297,sub-unklarge-alt-r64,ex297_r64_compact_recurrence_state_recurrence_state10_cell,,,,,,,,not_run_no_candidate,"screened compact_recurrence_state/recurrence_state10_cell: keys=112460, residual=1195, ratio=0.017755, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex297|cyclic_2bit_symbol_non_table_screen|compact_recurrence_state|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
ex297,sub-unklarge-alt-r64,ex297_r64_cofactor_screen_low_cells,,,,,,,,not_run_no_candidate,"screened cofactor_screen/low_cells: keys=64, residual=96509, ratio=1.433905, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex297|cyclic_2bit_symbol_non_table_screen|cofactor_screen|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
ex297,sub-unklarge-alt-r64,ex297_r64_cofactor_screen_high_cells,,,,,,,,not_run_no_candidate,"screened cofactor_screen/high_cells: keys=64, residual=96509, ratio=1.433905, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex297|cyclic_2bit_symbol_non_table_screen|cofactor_screen|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
ex297,sub-unklarge-alt-r64,ex297_r64_cofactor_screen_even_cells,,,,,,,,not_run_no_candidate,"screened cofactor_screen/even_cells: keys=256, residual=93377, ratio=1.387371, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex297|cyclic_2bit_symbol_non_table_screen|cofactor_screen|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
ex297,sub-unklarge-alt-r64,ex297_r64_cofactor_screen_odd_cells,,,,,,,,not_run_no_candidate,"screened cofactor_screen/odd_cells: keys=64, residual=100881, ratio=1.498863, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex297|cyclic_2bit_symbol_non_table_screen|cofactor_screen|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
ex299,sub-unklarge-alt-r64,ex299_r64_local_transition_recurrence_local_transition_r2,,,,,,,,not_run_no_candidate,"screened local_transition_recurrence/local_transition_r2: keys=1024, residual=263696, ratio=0.871434, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex299|cyclic_2bit_symbol_non_table_screen|local_transition_recurrence|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
ex299,sub-unklarge-alt-r64,ex299_r64_ring_cell_descriptor_adjhist_distance2_cell,,,,,,,,not_run_no_candidate,"screened ring_cell_descriptor/adjhist_distance2_cell: keys=58672, residual=30640, ratio=0.101256, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex299|cyclic_2bit_symbol_non_table_screen|ring_cell_descriptor|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
ex299,sub-unklarge-alt-r64,ex299_r64_sparse_exception_free_descriptor_exception_free_hist_state,,,,,,,,not_run_no_candidate,"screened sparse_exception_free_descriptor/exception_free_hist_state: keys=55808, residual=183072, ratio=0.604997, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex299|cyclic_2bit_symbol_non_table_screen|sparse_exception_free_descriptor|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
ex299,sub-unklarge-alt-r64,ex299_r64_compact_recurrence_state_recurrence_state8_cell,,,,,,,,not_run_no_candidate,"screened compact_recurrence_state/recurrence_state8_cell: keys=507136, residual=9689, ratio=0.032019, compact_enough_for_rtl=0",unknown,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/evaluation_results.csv,ex299|cyclic_2bit_symbol_non_table_screen|compact_recurrence_state|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs
