case,model,input_order,output_order,matches,total_rows,match_ratio,bit_mismatches,total_bits,bit_match_ratio,exact_layers,best_layer_notes
ex287,affine,reverse_gray_then_reverse,reverse_gray_then_reverse,119,16384,0.007263,106438,229376,0.535967,0:14,w1:4/14:a=1;b=6;w2:6/91:a=-1;b=11;w3:6/364:a=1;b=0;w4:11/1001:a=1;b=0;w5:10/2002:a=1;b=4;w6:9/3003:a=1;b=3;w7:8/3432:a=1;b=0;w8:11/3003:a=1;b=0
ex287,affine,value,value,118,16384,0.007202,105772,229376,0.538871,0:14,w1:3/14:a=1;b=6;w2:5/91:a=-2;b=25;w3:6/364:a=1;b=0;w4:11/1001:a=1;b=0;w5:13/2002:a=1;b=495;w6:8/3003:a=1;b=2;w7:8/3432:a=1;b=0;w8:11/3003:a=1;b=0
ex287,affine,rev_value,rev_value,118,16384,0.007202,106304,229376,0.536551,0:14,w1:3/14:a=1;b=7;w2:5/91:a=-5;b=17;w3:6/364:a=3;b=65;w4:11/1001:a=1;b=0;w5:13/2002:a=1;b=2001;w6:8/3003:a=1;b=9;w7:8/3432:a=1;b=0;w8:11/3003:a=1;b=0
ex287,affine,gray_value,gray_value,117,16384,0.007141,105032,229376,0.542097,0:14,w1:3/14:a=1;b=6;w2:5/91:a=-1;b=10;w3:6/364:a=1;b=0;w4:11/1001:a=1;b=0;w5:11/2002:a=1;b=4;w6:9/3003:a=1;b=2;w7:8/3432:a=1;b=0;w8:11/3003:a=1;b=0
ex287,shift,gray_then_reverse,gray_then_reverse,117,16384,0.007141,105672,229376,0.539307,0:14,w1:3/14:shift=7;w2:6/91:shift=45;w3:6/364:shift=0;w4:11/1001:shift=0;w5:11/2002:shift=2001;w6:7/3003:shift=0;w7:8/3432:shift=0;w8:11/3003:shift=0
ex287,shift,value,value,117,16384,0.007141,105746,229376,0.538984,0:14,w1:3/14:shift=6;w2:4/91:shift=47;w3:6/364:shift=0;w4:11/1001:shift=0;w5:13/2002:shift=495;w6:8/3003:shift=2;w7:8/3432:shift=0;w8:11/3003:shift=0
ex287,shift,rev_value,rev_value,117,16384,0.007141,106280,229376,0.536656,0:14,w1:3/14:shift=7;w2:4/91:shift=23;w3:6/364:shift=0;w4:11/1001:shift=0;w5:13/2002:shift=2001;w6:8/3003:shift=9;w7:8/3432:shift=0;w8:11/3003:shift=0
ex287,shift,reverse_gray_then_reverse,reverse_gray_then_reverse,117,16384,0.007141,106444,229376,0.535941,0:14,w1:4/14:shift=6;w2:5/91:shift=72;w3:6/364:shift=0;w4:11/1001:shift=0;w5:10/2002:shift=4;w6:9/3003:shift=3;w7:8/3432:shift=0;w8:11/3003:shift=0
ex287,shift,gray_value,gray_value,116,16384,0.007080,105026,229376,0.542123,0:14,w1:3/14:shift=6;w2:4/91:shift=72;w3:6/364:shift=0;w4:11/1001:shift=0;w5:11/2002:shift=4;w6:9/3003:shift=2;w7:8/3432:shift=0;w8:11/3003:shift=0
ex287,shift,brgc_index,brgc_index,116,16384,0.007080,105870,229376,0.538443,0:14,w1:3/14:shift=6;w2:3/91:shift=0;w3:6/364:shift=0;w4:11/1001:shift=0;w5:12/2002:shift=715;w6:9/3003:shift=3001;w7:8/3432:shift=0;w8:11/3003:shift=0
ex287,affine,rev_gray_value,rev_gray_value,114,16384,0.006958,105576,229376,0.539725,0:14,w1:3/14:a=1;b=7;w2:5/91:a=-5;b=23;w3:6/364:a=1;b=0;w4:11/1001:a=1;b=0;w5:10/2002:a=1;b=1;w6:7/3003:a=1;b=0;w7:8/3432:a=1;b=0;w8:11/3003:a=1;b=0
ex287,shift,rev_gray_value,rev_gray_value,113,16384,0.006897,105572,229376,0.539743,0:14,w1:3/14:shift=7;w2:4/91:shift=23;w3:6/364:shift=0;w4:11/1001:shift=0;w5:10/2002:shift=1;w6:7/3003:shift=0;w7:8/3432:shift=0;w8:11/3003:shift=0
ex287,identity,value,value,107,16384,0.006531,105114,229376,0.541739,0:14,w1:0/14:identity;w2:3/91:identity;w3:6/364:identity;w4:11/1001:identity;w5:8/2002:identity;w6:7/3003:identity;w7:8/3432:identity;w8:11/3003:identity
ex287,identity,rev_value,rev_value,107,16384,0.006531,105114,229376,0.541739,0:14,w1:0/14:identity;w2:3/91:identity;w3:6/364:identity;w4:11/1001:identity;w5:8/2002:identity;w6:7/3003:identity;w7:8/3432:identity;w8:11/3003:identity
ex287,identity,gray_value,gray_value,107,16384,0.006531,105114,229376,0.541739,0:14,w1:0/14:identity;w2:3/91:identity;w3:6/364:identity;w4:11/1001:identity;w5:8/2002:identity;w6:7/3003:identity;w7:8/3432:identity;w8:11/3003:identity
ex287,identity,rev_gray_value,rev_gray_value,107,16384,0.006531,105114,229376,0.541739,0:14,w1:0/14:identity;w2:3/91:identity;w3:6/364:identity;w4:11/1001:identity;w5:8/2002:identity;w6:7/3003:identity;w7:8/3432:identity;w8:11/3003:identity
ex287,identity,brgc_index,brgc_index,107,16384,0.006531,105114,229376,0.541739,0:14,w1:0/14:identity;w2:3/91:identity;w3:6/364:identity;w4:11/1001:identity;w5:8/2002:identity;w6:7/3003:identity;w7:8/3432:identity;w8:11/3003:identity
ex287,identity,rev_brgc_index,rev_brgc_index,107,16384,0.006531,105114,229376,0.541739,0:14,w1:0/14:identity;w2:3/91:identity;w3:6/364:identity;w4:11/1001:identity;w5:8/2002:identity;w6:7/3003:identity;w7:8/3432:identity;w8:11/3003:identity
ex287,identity,gray_then_reverse,gray_then_reverse,107,16384,0.006531,105114,229376,0.541739,0:14,w1:0/14:identity;w2:3/91:identity;w3:6/364:identity;w4:11/1001:identity;w5:8/2002:identity;w6:7/3003:identity;w7:8/3432:identity;w8:11/3003:identity
ex287,identity,reverse_gray_then_reverse,reverse_gray_then_reverse,107,16384,0.006531,105114,229376,0.541739,0:14,w1:0/14:identity;w2:3/91:identity;w3:6/364:identity;w4:11/1001:identity;w5:8/2002:identity;w6:7/3003:identity;w7:8/3432:identity;w8:11/3003:identity
ex287,affine,reverse_gray_then_reverse,gray_then_reverse,103,16384,0.006287,104064,229376,0.546317,0:14,w1:4/14:a=-1;b=7;w2:9/91:a=1;b=80;w3:5/364:a=3;b=234;w4:9/1001:a=1;b=3;w5:8/2002:a=1;b=1;w6:10/3003:a=1;b=1;w7:8/3432:a=5;b=646;w8:8/3003:a=1;b=5
ex287,affine,rev_brgc_index,brgc_index,100,16384,0.006104,104604,229376,0.543963,0:14,w1:3/14:a=-1;b=5;w2:5/91:a=1;b=23;w3:6/364:a=-3;b=123;w4:9/1001:a=-1;b=463;w5:7/2002:a=1;b=576;w6:8/3003:a=-2;b=2195;w7:7/3432:a=1;b=1635;w8:11/3003:a=1;b=2541
ex287,affine,gray_value,rev_gray_value,98,16384,0.005981,104206,229376,0.545698,0:14,w1:3/14:a=-1;b=6;w2:8/91:a=1;b=80;w3:7/364:a=-1;b=15;w4:8/1001:a=1;b=3;w5:7/2002:a=1;b=1;w6:10/3003:a=1;b=1;w7:8/3432:a=-5;b=2056;w8:8/3003:a=1;b=4
ex287,shift,reverse_gray_then_reverse,gray_then_reverse,97,16384,0.005920,104070,229376,0.546291,0:14,w1:3/14:shift=13;w2:9/91:shift=80;w3:4/364:shift=1;w4:9/1001:shift=3;w5:8/2002:shift=1;w6:10/3003:shift=1;w7:6/3432:shift=91;w8:8/3003:shift=5
ex287,affine,brgc_index,rev_brgc_index,96,16384,0.005859,104662,229376,0.543710,0:14,w1:3/14:a=-1;b=6;w2:6/91:a=1;b=83;w3:7/364:a=1;b=54;w4:7/1001:a=-5;b=241;w5:7/2002:a=1;b=2001;w6:7/3003:a=1;b=22;w7:7/3432:a=1;b=1719;w8:11/3003:a=1;b=3000
ex287,affine,gray_then_reverse,reverse_gray_then_reverse,96,16384,0.005859,105146,229376,0.541600,0:14,w1:3/14:a=-1;b=6;w2:6/91:a=2;b=88;w3:6/364:a=1;b=66;w4:6/1001:a=3;b=267;w5:7/2002:a=1;b=4;w6:10/3003:a=1;b=792;w7:7/3432:a=1;b=353;w8:9/3003:a=1;b=1
ex287,shift,gray_value,rev_gray_value,95,16384,0.005798,104666,229376,0.543692,0:14,w1:3/14:shift=13;w2:8/91:shift=80;w3:5/364:shift=60;w4:8/1001:shift=3;w5:7/2002:shift=1;w6:10/3003:shift=1;w7:7/3432:shift=1701;w8:8/3003:shift=4
ex287,affine,value,rev_value,93,16384,0.005676,104394,229376,0.544878,0:14,w1:3/14:a=-1;b=6;w2:8/91:a=1;b=80;w3:6/364:a=-3;b=77;w4:6/1001:a=1;b=3;w5:7/2002:a=1;b=1867;w6:8/3003:a=1;b=1;w7:8/3432:a=1;b=151;w8:8/3003:a=1;b=1
ex287,affine,rev_gray_value,gray_value,93,16384,0.005676,105430,229376,0.540362,0:14,w1:3/14:a=-1;b=5;w2:6/91:a=2;b=88;w3:6/364:a=1;b=116;w4:6/1001:a=2;b=746;w5:8/2002:a=1;b=4;w6:9/3003:a=1;b=2127;w7:7/3432:a=-1;b=291;w8:8/3003:a=1;b=1
ex287,shift,value,rev_value,92,16384,0.005615,104428,229376,0.544730,0:14,w1:3/14:shift=13;w2:8/91:shift=80;w3:5/364:shift=19;w4:6/1001:shift=3;w5:7/2002:shift=1867;w6:8/3003:shift=1;w7:8/3432:shift=151;w8:8/3003:shift=1
ex287,shift,brgc_index,rev_brgc_index,92,16384,0.005615,104728,229376,0.543422,0:14,w1:3/14:shift=13;w2:6/91:shift=83;w3:7/364:shift=54;w4:5/1001:shift=2;w5:7/2002:shift=2001;w6:7/3003:shift=22;w7:7/3432:shift=1719;w8:11/3003:shift=3000
ex287,shift,rev_brgc_index,brgc_index,92,16384,0.005615,105100,229376,0.541800,0:14,w1:3/14:shift=1;w2:5/91:shift=23;w3:5/364:shift=74;w4:7/1001:shift=770;w5:7/2002:shift=576;w6:6/3003:shift=1;w7:7/3432:shift=1635;w8:11/3003:shift=2541
ex287,shift,gray_then_reverse,reverse_gray_then_reverse,91,16384,0.005554,105058,229376,0.541983,0:14,w1:2/14:shift=1;w2:4/91:shift=55;w3:6/364:shift=66;w4:5/1001:shift=45;w5:7/2002:shift=4;w6:10/3003:shift=792;w7:7/3432:shift=353;w8:9/3003:shift=1
ex287,shift,rev_gray_value,gray_value,89,16384,0.005432,105260,229376,0.541103,0:14,w1:3/14:shift=1;w2:4/91:shift=13;w3:6/364:shift=116;w4:5/1001:shift=319;w5:8/2002:shift=4;w6:9/3003:shift=2127;w7:6/3432:shift=137;w8:8/3003:shift=1
ex287,affine,brgc_index,gray_then_reverse,89,16384,0.005432,105828,229376,0.538627,0:14,w1:3/14:a=-1;b=6;w2:8/91:a=-1;b=20;w3:10/364:a=-1;b=342;w4:7/1001:a=5;b=376;w5:6/2002:a=1;b=590;w6:7/3003:a=1;b=1315;w7:7/3432:a=-5;b=3312;w8:8/3003:a=2;b=431
ex287,affine,reverse_gray_then_reverse,rev_value,89,16384,0.005432,106368,229376,0.536272,0:14,w1:4/14:a=-1;b=7;w2:9/91:a=1;b=79;w3:7/364:a=1;b=16;w4:8/1001:a=3;b=536;w5:6/2002:a=1;b=1750;w6:8/3003:a=2;b=1648;w7:9/3432:a=5;b=231;w8:7/3003:a=-5;b=2676
ex287,affine,rev_value,value,88,16384,0.005371,104856,229376,0.542864,0:14,w1:3/14:a=-1;b=5;w2:5/91:a=-1;b=8;w3:7/364:a=-5;b=363;w4:6/1001:a=-2;b=733;w5:6/2002:a=-1;b=733;w6:6/3003:a=5;b=112;w7:8/3432:a=1;b=34;w8:7/3003:a=1;b=0
ex287,shift,rev_value,value,86,16384,0.005249,105600,229376,0.539621,0:14,w1:3/14:shift=1;w2:4/91:shift=22;w3:6/364:shift=140;w4:6/1001:shift=123;w5:6/2002:shift=2;w6:6/3003:shift=2;w7:8/3432:shift=34;w8:7/3003:shift=0
ex287,affine,rev_gray_value,gray_then_reverse,86,16384,0.005249,106018,229376,0.537798,0:14,w1:3/14:a=1;b=7;w2:5/91:a=-5;b=3;w3:7/364:a=11;b=111;w4:7/1001:a=2;b=865;w5:7/2002:a=1;b=0;w6:7/3003:a=5;b=13;w7:6/3432:a=-5;b=481;w8:7/3003:a=1;b=1116
ex287,affine,rev_gray_value,rev_value,85,16384,0.005188,105382,229376,0.540571,0:14,w1:3/14:a=1;b=7;w2:5/91:a=-5;b=2;w3:6/364:a=5;b=198;w4:7/1001:a=-5;b=670;w5:6/2002:a=1;b=1918;w6:9/3003:a=1;b=2232;w7:8/3432:a=-7;b=648;w8:8/3003:a=1;b=28
ex287,affine,gray_value,brgc_index,85,16384,0.005188,105434,229376,0.540344,0:14,w1:3/14:a=1;b=6;w2:5/91:a=5;b=68;w3:8/364:a=1;b=1;w4:9/1001:a=1;b=9;w5:7/2002:a=3;b=1517;w6:7/3003:a=-1;b=915;w7:7/3432:a=5;b=1488;w8:7/3003:a=5;b=1296
ex287,affine,reverse_gray_then_reverse,gray_value,85,16384,0.005188,105510,229376,0.540013,0:14,w1:4/14:a=1;b=6;w2:6/91:a=-1;b=10;w3:5/364:a=-3;b=56;w4:7/1001:a=1;b=0;w5:8/2002:a=-5;b=848;w6:7/3003:a=1;b=2544;w7:7/3432:a=-5;b=471;w8:7/3003:a=1;b=788
ex287,affine,brgc_index,rev_value,85,16384,0.005188,105770,229376,0.538879,0:14,w1:3/14:a=-1;b=6;w2:5/91:a=1;b=80;w3:8/364:a=-1;b=332;w4:7/1001:a=-1;b=450;w5:7/2002:a=-3;b=446;w6:8/3003:a=-2;b=1341;w7:9/3432:a=7;b=317;w8:7/3003:a=2;b=2535
ex287,affine,reverse_gray_then_reverse,value,85,16384,0.005188,105862,229376,0.538478,0:14,w1:4/14:a=1;b=6;w2:5/91:a=-1;b=9;w3:5/364:a=1;b=299;w4:7/1001:a=2;b=947;w5:7/2002:a=5;b=261;w6:8/3003:a=1;b=2432;w7:7/3432:a=-1;b=1202;w8:8/3003:a=2;b=786
ex287,affine,brgc_index,value,85,16384,0.005188,106010,229376,0.537833,0:14,w1:3/14:a=1;b=6;w2:5/91:a=11;b=73;w3:6/364:a=-5;b=67;w4:8/1001:a=-3;b=235;w5:8/2002:a=3;b=1018;w6:6/3003:a=2;b=2032;w7:8/3432:a=-7;b=2610;w8:7/3003:a=-2;b=738
ex287,affine,rev_brgc_index,value,84,16384,0.005127,105304,229376,0.540911,0:14,w1:3/14:a=-1;b=5;w2:6/91:a=11;b=56;w3:6/364:a=11;b=114;w4:6/1001:a=5;b=608;w5:7/2002:a=1;b=1296;w6:7/3003:a=-1;b=630;w7:8/3432:a=1;b=3196;w8:11/3003:a=-1;b=455
ex287,affine,gray_then_reverse,rev_gray_value,84,16384,0.005127,105824,229376,0.538644,0:14,w1:4/14:a=-3;b=11;w2:6/91:a=2;b=55;w3:6/364:a=-1;b=43;w4:6/1001:a=-1;b=513;w5:7/2002:a=1;b=0;w6:7/3003:a=1;b=2005;w7:7/3432:a=-7;b=137;w8:6/3003:a=5;b=170
ex287,affine,gray_then_reverse,rev_brgc_index,84,16384,0.005127,106214,229376,0.536944,0:14,w1:4/14:a=-3;b=11;w2:5/91:a=1;b=42;w3:6/364:a=-5;b=309;w4:7/1001:a=5;b=95;w5:8/2002:a=1;b=1749;w6:7/3003:a=-2;b=2375;w7:8/3432:a=1;b=2210;w8:6/3003:a=1;b=2976
ex287,affine,gray_then_reverse,rev_value,84,16384,0.005127,106426,229376,0.536019,0:14,w1:4/14:a=-3;b=11;w2:6/91:a=2;b=54;w3:6/364:a=-1;b=38;w4:7/1001:a=5;b=972;w5:7/2002:a=-1;b=993;w6:6/3003:a=-5;b=873;w7:7/3432:a=-7;b=335;w8:7/3003:a=-1;b=1812
ex287,affine,gray_value,reverse_gray_then_reverse,83,16384,0.005066,105434,229376,0.540344,0:14,w1:3/14:a=1;b=6;w2:5/91:a=1;b=72;w3:6/364:a=11;b=278;w4:7/1001:a=1;b=11;w5:7/2002:a=-3;b=918;w6:7/3003:a=2;b=2919;w7:7/3432:a=-1;b=1552;w8:7/3003:a=2;b=297
ex287,affine,gray_value,rev_value,83,16384,0.005066,105800,229376,0.538749,0:14,w1:3/14:a=-1;b=6;w2:8/91:a=1;b=79;w3:6/364:a=11;b=204;w4:6/1001:a=3;b=948;w5:7/2002:a=-1;b=1267;w6:7/3003:a=5;b=1710;w7:7/3432:a=-7;b=1319;w8:9/3003:a=-1;b=1123
ex287,affine,rev_value,rev_gray_value,83,16384,0.005066,105930,229376,0.538182,0:14,w1:3/14:a=1;b=7;w2:5/91:a=-2;b=15;w3:6/364:a=-3;b=15;w4:5/1001:a=2;b=189;w5:8/2002:a=-3;b=1055;w6:7/3003:a=2;b=1744;w7:7/3432:a=1;b=7;w8:8/3003:a=1;b=1549
ex287,affine,rev_brgc_index,reverse_gray_then_reverse,83,16384,0.005066,105960,229376,0.538051,0:14,w1:3/14:a=-1;b=5;w2:6/91:a=-3;b=38;w3:6/364:a=-1;b=295;w4:7/1001:a=2;b=365;w5:6/2002:a=-5;b=1707;w6:8/3003:a=-2;b=2276;w7:7/3432:a=5;b=3205;w8:7/3003:a=5;b=2637
ex287,affine,value,rev_gray_value,82,16384,0.005005,105182,229376,0.541443,0:14,w1:3/14:a=-1;b=6;w2:9/91:a=1;b=81;w3:6/364:a=-1;b=360;w4:7/1001:a=-2;b=197;w5:6/2002:a=1;b=510;w6:8/3003:a=-1;b=1108;w7:7/3432:a=7;b=355;w8:7/3003:a=-1;b=1823
ex287,affine,rev_brgc_index,gray_value,82,16384,0.005005,105378,229376,0.540588,0:14,w1:3/14:a=-1;b=5;w2:6/91:a=11;b=57;w3:5/364:a=1;b=100;w4:7/1001:a=2;b=705;w5:6/2002:a=1;b=868;w6:8/3003:a=5;b=576;w7:9/3432:a=-7;b=631;w8:6/3003:a=5;b=1384
ex287,affine,reverse_gray_then_reverse,rev_gray_value,82,16384,0.005005,105676,229376,0.539289,0:14,w1:4/14:a=-1;b=7;w2:9/91:a=1;b=80;w3:6/364:a=3;b=253;w4:6/1001:a=1;b=727;w5:6/2002:a=5;b=358;w6:6/3003:a=-1;b=1482;w7:8/3432:a=5;b=1850;w8:6/3003:a=2;b=0
ex287,affine,gray_value,value,82,16384,0.005005,105778,229376,0.538845,0:14,w1:3/14:a=1;b=6;w2:5/91:a=-2;b=25;w3:5/364:a=-5;b=169;w4:7/1001:a=-5;b=360;w5:7/2002:a=1;b=1972;w6:7/3003:a=-5;b=2704;w7:7/3432:a=7;b=2710;w8:7/3003:a=2;b=2689
ex287,affine,rev_value,gray_then_reverse,82,16384,0.005005,106524,229376,0.535592,0:14,w1:3/14:a=1;b=7;w2:5/91:a=-5;b=89;w3:6/364:a=-5;b=85;w4:8/1001:a=1;b=297;w5:6/2002:a=-5;b=1985;w6:7/3003:a=-2;b=461;w7:6/3432:a=1;b=1280;w8:7/3003:a=1;b=1194
ex287,affine,value,gray_value,81,16384,0.004944,105266,229376,0.541077,0:14,w1:3/14:a=1;b=6;w2:5/91:a=1;b=73;w3:6/364:a=5;b=303;w4:6/1001:a=-5;b=818;w5:7/2002:a=-3;b=436;w6:7/3003:a=-1;b=1731;w7:7/3432:a=5;b=1428;w8:7/3003:a=-5;b=285
ex287,affine,brgc_index,gray_value,81,16384,0.004944,105500,229376,0.540057,0:14,w1:3/14:a=1;b=6;w2:5/91:a=11;b=74;w3:6/364:a=1;b=3;w4:7/1001:a=1;b=182;w5:6/2002:a=-3;b=183;w6:6/3003:a=5;b=502;w7:9/3432:a=-7;b=2040;w8:7/3003:a=-1;b=791
ex287,affine,rev_brgc_index,gray_then_reverse,81,16384,0.004944,105612,229376,0.539568,0:14,w1:3/14:a=1;b=7;w2:5/91:a=1;b=34;w3:6/364:a=1;b=180;w4:7/1001:a=-1;b=424;w5:7/2002:a=-3;b=526;w6:7/3003:a=2;b=524;w7:7/3432:a=-1;b=3001;w8:7/3003:a=5;b=80
ex287,affine,rev_brgc_index,rev_value,81,16384,0.004944,105832,229376,0.538609,0:14,w1:3/14:a=1;b=7;w2:5/91:a=-11;b=43;w3:6/364:a=1;b=14;w4:7/1001:a=-5;b=710;w5:7/2002:a=-5;b=560;w6:7/3003:a=1;b=2;w7:6/3432:a=1;b=1;w8:8/3003:a=-2;b=1732
ex287,affine,value,reverse_gray_then_reverse,80,16384,0.004883,105462,229376,0.540222,0:14,w1:3/14:a=1;b=6;w2:5/91:a=1;b=73;w3:6/364:a=-1;b=181;w4:7/1001:a=3;b=166;w5:7/2002:a=1;b=371;w6:7/3003:a=5;b=2707;w7:7/3432:a=1;b=1356;w8:7/3003:a=-1;b=2893
ex287,affine,brgc_index,reverse_gray_then_reverse,80,16384,0.004883,105792,229376,0.538783,0:14,w1:3/14:a=1;b=6;w2:6/91:a=-3;b=3;w3:6/364:a=-5;b=128;w4:6/1001:a=-1;b=571;w5:6/2002:a=1;b=208;w6:7/3003:a=2;b=588;w7:7/3432:a=1;b=3283;w8:7/3003:a=1;b=122
ex287,affine,reverse_gray_then_reverse,brgc_index,80,16384,0.004883,105810,229376,0.538705,0:14,w1:4/14:a=1;b=6;w2:6/91:a=-2;b=6;w3:6/364:a=11;b=316;w4:6/1001:a=-1;b=701;w5:6/2002:a=1;b=220;w6:6/3003:a=-5;b=1147;w7:7/3432:a=5;b=678;w8:7/3003:a=2;b=1158
ex287,affine,gray_value,gray_then_reverse,80,16384,0.004883,106072,229376,0.537563,0:14,w1:3/14:a=-1;b=6;w2:8/91:a=1;b=80;w3:7/364:a=1;b=21;w4:6/1001:a=-1;b=807;w5:6/2002:a=-3;b=704;w6:8/3003:a=5;b=487;w7:6/3432:a=5;b=1946;w8:7/3003:a=5;b=2218
ex287,affine,gray_then_reverse,value,80,16384,0.004883,106088,229376,0.537493,0:14,w1:4/14:a=3;b=2;w2:5/91:a=1;b=90;w3:7/364:a=-1;b=67;w4:6/1001:a=-5;b=203;w5:6/2002:a=1;b=1728;w6:7/3003:a=-5;b=399;w7:7/3432:a=-5;b=723;w8:7/3003:a=-1;b=140
ex287,affine,brgc_index,rev_gray_value,79,16384,0.004822,105030,229376,0.542106,0:14,w1:3/14:a=-1;b=6;w2:5/91:a=-1;b=19;w3:7/364:a=-1;b=341;w4:7/1001:a=3;b=155;w5:7/2002:a=1;b=1683;w6:7/3003:a=-5;b=714;w7:7/3432:a=-1;b=1046;w8:7/3003:a=-5;b=471
ex287,affine,value,gray_then_reverse,79,16384,0.004822,105634,229376,0.539472,0:14,w1:3/14:a=-1;b=6;w2:8/91:a=1;b=81;w3:7/364:a=1;b=330;w4:6/1001:a=1;b=146;w5:6/2002:a=1;b=256;w6:7/3003:a=1;b=1301;w7:7/3432:a=-5;b=41;w8:6/3003:a=-1;b=471
ex287,affine,gray_then_reverse,gray_value,79,16384,0.004822,105662,229376,0.539350,0:14,w1:4/14:a=3;b=2;w2:6/91:a=3;b=78;w3:6/364:a=3;b=64;w4:6/1001:a=5;b=976;w5:6/2002:a=5;b=0;w6:6/3003:a=2;b=1803;w7:7/3432:a=7;b=593;w8:6/3003:a=-1;b=574
ex287,shift,rev_gray_value,gray_then_reverse,79,16384,0.004822,105664,229376,0.539342,0:14,w1:3/14:shift=7;w2:4/91:shift=23;w3:5/364:shift=110;w4:6/1001:shift=14;w5:7/2002:shift=0;w6:6/3003:shift=1332;w7:5/3432:shift=38;w8:7/3003:shift=1116
ex287,affine,rev_value,reverse_gray_then_reverse,79,16384,0.004822,105672,229376,0.539307,0:14,w1:3/14:a=-1;b=5;w2:5/91:a=1;b=12;w3:6/364:a=-1;b=120;w4:7/1001:a=-1;b=127;w5:7/2002:a=1;b=157;w6:6/3003:a=1;b=640;w7:7/3432:a=-5;b=1056;w8:7/3003:a=1;b=194
ex287,affine,rev_value,rev_brgc_index,79,16384,0.004822,105804,229376,0.538731,0:14,w1:3/14:a=1;b=7;w2:5/91:a=-5;b=10;w3:6/364:a=1;b=109;w4:6/1001:a=-5;b=50;w5:8/2002:a=-1;b=936;w6:7/3003:a=2;b=1171;w7:7/3432:a=-1;b=161;w8:7/3003:a=-5;b=604
ex287,affine,rev_gray_value,reverse_gray_then_reverse,79,16384,0.004822,105964,229376,0.538034,0:14,w1:3/14:a=-1;b=5;w2:6/91:a=1;b=0;w3:6/364:a=1;b=0;w4:8/1001:a=2;b=3;w5:6/2002:a=-1;b=174;w6:6/3003:a=2;b=350;w7:7/3432:a=1;b=709;w8:7/3003:a=-1;b=1023
ex287,affine,rev_value,gray_value,79,16384,0.004822,106336,229376,0.536412,0:14,w1:3/14:a=-1;b=5;w2:5/91:a=-1;b=9;w3:6/364:a=5;b=44;w4:7/1001:a=-1;b=989;w5:7/2002:a=-3;b=779;w6:6/3003:a=-1;b=881;w7:8/3432:a=5;b=3042;w8:7/3003:a=1;b=1058
ex287,affine,value,rev_brgc_index,78,16384,0.004761,105220,229376,0.541277,0:14,w1:3/14:a=-1;b=6;w2:5/91:a=-1;b=18;w3:6/364:a=1;b=339;w4:7/1001:a=-2;b=116;w5:6/2002:a=-1;b=704;w6:8/3003:a=1;b=402;w7:7/3432:a=-7;b=481;w8:7/3003:a=-1;b=1040
ex288,affine,value,value,156,32768,0.004761,226682,491520,0.538814,0:15,w1:4/15:a=-1;b=0;w2:4/105:a=-1;b=5;w3:7/455:a=2;b=28;w4:15/1365:a=1;b=0;w5:14/3003:a=1;b=0;w6:17/5005:a=1;b=0;w7:11/6435:a=1;b=0;w8:8/6435:a=1;b=3
ex288,shift,value,value,153,32768,0.004669,226684,491520,0.538810,0:15,w1:3/15:shift=7;w2:4/105:shift=35;w3:5/455:shift=224;w4:15/1365:shift=0;w5:14/3003:shift=0;w6:17/5005:shift=0;w7:11/6435:shift=0;w8:8/6435:shift=3
ex288,affine,gray_then_reverse,gray_then_reverse,151,32768,0.004608,227542,491520,0.537065,0:15,w1:5/15:a=-1;b=13;w2:6/105:a=-2;b=17;w3:6/455:a=-2;b=34;w4:15/1365:a=1;b=0;w5:14/3003:a=1;b=0;w6:17/5005:a=1;b=0;w7:11/6435:a=1;b=0;w8:8/6435:a=-7;b=3022
ex288,affine,gray_value,gray_value,150,32768,0.004578,226198,491520,0.539799,0:15,w1:4/15:a=-1;b=0;w2:5/105:a=1;b=95;w3:6/455:a=-2;b=80;w4:15/1365:a=1;b=0;w5:14/3003:a=1;b=0;w6:17/5005:a=1;b=0;w7:11/6435:a=1;b=0;w8:7/6435:a=-1;b=4112
ex288,affine,rev_brgc_index,rev_brgc_index,150,32768,0.004578,226328,491520,0.539535,0:15,w1:4/15:a=-1;b=13;w2:4/105:a=11;b=14;w3:6/455:a=2;b=437;w4:15/1365:a=1;b=0;w5:14/3003:a=1;b=0;w6:17/5005:a=1;b=0;w7:11/6435:a=1;b=0;w8:11/6435:a=1;b=3927
ex288,affine,reverse_gray_then_reverse,reverse_gray_then_reverse,150,32768,0.004578,227264,491520,0.537630,0:15,w1:5/15:a=-1;b=0;w2:5/105:a=-1;b=26;w3:6/455:a=1;b=358;w4:15/1365:a=1;b=0;w5:14/3003:a=1;b=0;w6:17/5005:a=1;b=0;w7:11/6435:a=1;b=0;w8:9/6435:a=-7;b=4888
ex288,affine,brgc_index,brgc_index,149,32768,0.004547,227250,491520,0.537659,0:15,w1:4/15:a=-1;b=0;w2:5/105:a=11;b=29;w3:6/455:a=-1;b=435;w4:15/1365:a=1;b=0;w5:14/3003:a=1;b=0;w6:17/5005:a=1;b=0;w7:11/6435:a=1;b=0;w8:9/6435:a=2;b=3232
ex288,affine,rev_gray_value,rev_gray_value,149,32768,0.004547,227274,491520,0.537610,0:15,w1:4/15:a=-1;b=13;w2:5/105:a=-2;b=38;w3:6/455:a=-1;b=20;w4:15/1365:a=1;b=0;w5:14/3003:a=1;b=0;w6:17/5005:a=1;b=0;w7:11/6435:a=1;b=0;w8:9/6435:a=-2;b=5497
