case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.211,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d9
ex261,ex261_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d11,signed low5_high5:a*b,baugh_wooley_wallace_pfx4+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d11.aig,1,1,1,161,19,3059,2041,1.498775,1,0,0.247,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d13,signed low5_high5:a*b,baugh_wooley_wallace_pfx4+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d13.aig,1,1,1,161,19,3059,2041,1.498775,1,0,0.235,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d15,signed low5_high5:a*b,baugh_wooley_wallace_pfx4+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d15.aig,1,1,1,161,19,3059,2041,1.498775,1,0,0.237,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d15
ex261,ex261_smul_baugh_wooley_wallace_pfx4_synth_preset_d9,signed low5_high5:a*b,baugh_wooley_wallace_pfx4+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx4_synth_preset_d9.aig,1,1,1,163,19,3097,2041,1.517393,0,0,0.292,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_pfx4_synth_preset_d11,signed low5_high5:a*b,baugh_wooley_wallace_pfx4+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx4_synth_preset_d11.aig,1,1,1,163,19,3097,2041,1.517393,0,0,0.321,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d11
ex261,ex261_smul_baugh_wooley_wallace_pfx4_synth_preset_d15,signed low5_high5:a*b,baugh_wooley_wallace_pfx4+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx4_synth_preset_d15.aig,1,1,1,163,19,3097,2041,1.517393,0,0,0.326,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d15
ex261,ex261_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d9,signed low5_high5:a*b,baugh_wooley_wallace_pfx6+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d9.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.236,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d9
ex261,ex261_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d11,signed low5_high5:a*b,baugh_wooley_wallace_pfx6+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d11.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.375,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d13,signed low5_high5:a*b,baugh_wooley_wallace_pfx6+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d13.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.249,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d15,signed low5_high5:a*b,baugh_wooley_wallace_pfx6+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d15.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.286,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d15
ex261,ex261_smul_baugh_wooley_wallace_pfx6_synth_preset_d9,signed low5_high5:a*b,baugh_wooley_wallace_pfx6+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx6_synth_preset_d9.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.344,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_pfx6_synth_preset_d11,signed low5_high5:a*b,baugh_wooley_wallace_pfx6+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx6_synth_preset_d11.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.459,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d11
ex261,ex261_smul_baugh_wooley_wallace_pfx6_synth_preset_d15,signed low5_high5:a*b,baugh_wooley_wallace_pfx6+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx6_synth_preset_d15.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.363,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d15
ex261,ex261_smul_baugh_wooley_wallace_csel3_abc_g_aig_d9,signed low5_high5:a*b,baugh_wooley_wallace_csel3+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_csel3_abc_g_aig_d9.aig,1,1,1,158,19,3002,2041,1.470848,1,0,0.310,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d9
ex261,ex261_smul_baugh_wooley_wallace_csel3_abc_g_aig_d11,signed low5_high5:a*b,baugh_wooley_wallace_csel3+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_csel3_abc_g_aig_d11.aig,1,1,1,158,19,3002,2041,1.470848,1,0,0.314,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_wallace_csel3_abc_g_aig_d13,signed low5_high5:a*b,baugh_wooley_wallace_csel3+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_csel3_abc_g_aig_d13.aig,1,1,1,158,19,3002,2041,1.470848,1,0,0.352,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_wallace_csel3_abc_g_aig_d15,signed low5_high5:a*b,baugh_wooley_wallace_csel3+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_csel3_abc_g_aig_d15.aig,1,1,1,158,19,3002,2041,1.470848,1,0,0.406,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_csel3; flow=abc_g_aig_d15
ex261,ex261_smul_baugh_wooley_wallace_csel3_synth_preset_d9,signed low5_high5:a*b,baugh_wooley_wallace_csel3+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_csel3_synth_preset_d9.aig,1,1,1,161,20,3220,2041,1.577658,0,0,0.590,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_csel3_synth_preset_d11,signed low5_high5:a*b,baugh_wooley_wallace_csel3+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_csel3_synth_preset_d11.aig,1,1,1,161,20,3220,2041,1.577658,0,0,0.535,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d11
ex261,ex261_smul_baugh_wooley_wallace_csel3_synth_preset_d15,signed low5_high5:a*b,baugh_wooley_wallace_csel3+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_csel3.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_csel3_synth_preset_d15.aig,1,1,1,161,20,3220,2041,1.577658,0,0,0.433,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_csel3; flow=synth_preset_d15
ex261,ex261_smul_baugh_wooley_rows_hcla4_abc_g_aig_d9,signed low5_high5:a*b,baugh_wooley_rows_hcla4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_rows_hcla4_abc_g_aig_d9.aig,1,1,1,174,19,3306,2041,1.619794,0,0,0.350,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d9
ex261,ex261_smul_baugh_wooley_rows_hcla4_abc_g_aig_d11,signed low5_high5:a*b,baugh_wooley_rows_hcla4+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_rows_hcla4_abc_g_aig_d11.aig,1,1,1,174,19,3306,2041,1.619794,0,0,0.263,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_rows_hcla4_abc_g_aig_d13,signed low5_high5:a*b,baugh_wooley_rows_hcla4+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_rows_hcla4_abc_g_aig_d13.aig,1,1,1,174,19,3306,2041,1.619794,0,0,0.250,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_rows_hcla4_abc_g_aig_d15,signed low5_high5:a*b,baugh_wooley_rows_hcla4+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_rows_hcla4_abc_g_aig_d15.aig,1,1,1,174,19,3306,2041,1.619794,0,0,0.262,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig_d15
ex261,ex261_smul_baugh_wooley_rows_hcla4_synth_preset_d9,signed low5_high5:a*b,baugh_wooley_rows_hcla4+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_rows_hcla4_synth_preset_d9.aig,1,1,1,173,20,3460,2041,1.695247,0,0,0.323,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_rows_hcla4_synth_preset_d11,signed low5_high5:a*b,baugh_wooley_rows_hcla4+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_rows_hcla4_synth_preset_d11.aig,1,1,1,173,20,3460,2041,1.695247,0,0,0.323,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d11
ex261,ex261_smul_baugh_wooley_rows_hcla4_synth_preset_d15,signed low5_high5:a*b,baugh_wooley_rows_hcla4+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_rows_hcla4_synth_preset_d15.aig,1,1,1,173,20,3460,2041,1.695247,0,0,0.344,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d15
ex263,ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.588,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.600,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.548,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d15,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d15.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.525,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d15
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d9,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d9.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.662,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d11.aig,1,1,1,359,26,9334,6840,1.364620,1,0,2.522,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d15,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d15.aig,1,1,1,359,26,9334,6840,1.364620,1,0,2.494,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d15
ex263,ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_pfx4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d9.aig,1,1,1,364,27,9828,6840,1.436842,1,0,2.444,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_pfx4+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d11.aig,1,1,1,364,27,9828,6840,1.436842,1,0,0.775,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d13,signed low7_high7:a*b,baugh_wooley_wallace_pfx4+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d13.aig,1,1,1,364,27,9828,6840,1.436842,1,0,2.451,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d15,signed low7_high7:a*b,baugh_wooley_wallace_pfx4+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig_d15.aig,1,1,1,364,27,9828,6840,1.436842,1,0,0.955,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig_d15
ex263,ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d9,signed low7_high7:a*b,baugh_wooley_wallace_pfx4+synth_preset_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d9.aig,1,1,1,358,28,10024,6840,1.465497,1,0,0.626,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_pfx4+synth_preset_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d11.aig,1,1,1,358,28,10024,6840,1.465497,1,0,0.643,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d15,signed low7_high7:a*b,baugh_wooley_wallace_pfx4+synth_preset_d15,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d15.aig,1,1,1,358,28,10024,6840,1.465497,1,0,0.620,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d15
ex263,ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d9,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d9.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.506,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d11,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig_d11.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.513,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig_d11
