case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_bdd_lowmix_abc_g_aig,unsigned_floor_isqrt,bdd_lowmix+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex275/verilog/ex275_isqrt_bdd_lowmix.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex275/aigs/ex275_isqrt_bdd_lowmix_abc_g_aig.aig,1,1,1,48,9,432,204,2.117647,0,0,0.217,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_lowmix; flow=abc_g_aig
ex276,ex276_isqrt_bdd_lowmix_synth_preset_d8,unsigned_floor_isqrt,bdd_lowmix+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix_synth_preset_d8.aig,1,1,1,142,14,1988,632,3.145570,0,0,0.282,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix; flow=synth_preset_d8
ex276,ex276_isqrt_bdd_lowmix_synth_preset_d10,unsigned_floor_isqrt,bdd_lowmix+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix_synth_preset_d10.aig,1,1,1,142,14,1988,632,3.145570,0,0,0.285,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix; flow=synth_preset_d10
ex276,ex276_isqrt_bdd_lowmix2_abc_g_aig,unsigned_floor_isqrt,bdd_lowmix2+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix2.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix2_abc_g_aig.aig,1,1,1,142,13,1846,632,2.920886,0,0,0.214,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix2; flow=abc_g_aig
ex276,ex276_isqrt_bdd_lowmix2_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_lowmix2+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix2.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix2_wreduce_abc_g_aig.aig,1,1,1,142,13,1846,632,2.920886,0,0,0.215,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix2; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_lowmix2_arith_wreduce_aig,unsigned_floor_isqrt,bdd_lowmix2+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix2.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix2_arith_wreduce_aig.aig,1,1,1,142,13,1846,632,2.920886,0,0,0.217,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix2; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_lowmix2_synth_preset,unsigned_floor_isqrt,bdd_lowmix2+synth_preset,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix2.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix2_synth_preset.aig,1,1,1,142,14,1988,632,3.145570,0,0,0.288,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix2; flow=synth_preset
ex276,ex276_isqrt_bdd_lowmix2_synth_preset_d6,unsigned_floor_isqrt,bdd_lowmix2+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix2.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix2_synth_preset_d6.aig,1,1,1,142,14,1988,632,3.145570,0,0,0.287,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix2; flow=synth_preset_d6
ex276,ex276_isqrt_bdd_lowmix2_synth_preset_d8,unsigned_floor_isqrt,bdd_lowmix2+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix2.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix2_synth_preset_d8.aig,1,1,1,142,14,1988,632,3.145570,0,0,0.284,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix2; flow=synth_preset_d8
ex276,ex276_isqrt_bdd_lowmix2_synth_preset_d10,unsigned_floor_isqrt,bdd_lowmix2+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix2.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix2_synth_preset_d10.aig,1,1,1,142,14,1988,632,3.145570,0,0,0.281,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix2; flow=synth_preset_d10
ex276,ex276_isqrt_bdd_lowmix_revtail_abc_g_aig,unsigned_floor_isqrt,bdd_lowmix_revtail+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix_revtail.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix_revtail_abc_g_aig.aig,1,1,1,144,13,1872,632,2.962025,0,0,0.218,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix_revtail; flow=abc_g_aig
ex276,ex276_isqrt_bdd_lowmix_revtail_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_lowmix_revtail+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix_revtail.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix_revtail_wreduce_abc_g_aig.aig,1,1,1,144,13,1872,632,2.962025,0,0,0.217,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix_revtail; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_lowmix_revtail_arith_wreduce_aig,unsigned_floor_isqrt,bdd_lowmix_revtail+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix_revtail.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix_revtail_arith_wreduce_aig.aig,1,1,1,144,13,1872,632,2.962025,0,0,0.219,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix_revtail; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_lowmix_revtail_synth_preset,unsigned_floor_isqrt,bdd_lowmix_revtail+synth_preset,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix_revtail.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix_revtail_synth_preset.aig,1,1,1,140,13,1820,632,2.879747,0,0,0.287,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix_revtail; flow=synth_preset
ex276,ex276_isqrt_bdd_lowmix_revtail_synth_preset_d6,unsigned_floor_isqrt,bdd_lowmix_revtail+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix_revtail.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix_revtail_synth_preset_d6.aig,1,1,1,140,13,1820,632,2.879747,0,0,0.283,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix_revtail; flow=synth_preset_d6
ex276,ex276_isqrt_bdd_lowmix_revtail_synth_preset_d8,unsigned_floor_isqrt,bdd_lowmix_revtail+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix_revtail.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix_revtail_synth_preset_d8.aig,1,1,1,140,13,1820,632,2.879747,0,0,0.290,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix_revtail; flow=synth_preset_d8
ex276,ex276_isqrt_bdd_lowmix_revtail_synth_preset_d10,unsigned_floor_isqrt,bdd_lowmix_revtail+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_lowmix_revtail.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_lowmix_revtail_synth_preset_d10.aig,1,1,1,140,13,1820,632,2.879747,0,0,0.287,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_lowmix_revtail; flow=synth_preset_d10
ex276,ex276_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.223,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=abc_g_aig
ex276,ex276_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.226,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.224,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.305,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset
ex276,ex276_isqrt_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d6.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.310,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d6
ex276,ex276_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.327,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d8
ex276,ex276_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.326,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d10
ex276,ex276_isqrt_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_reverse_abc_g_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.221,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=abc_g_aig
ex276,ex276_isqrt_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.211,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_reverse_arith_wreduce_aig,unsigned_floor_isqrt,bdd_reverse+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_reverse_arith_wreduce_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.220,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_reverse_synth_preset,unsigned_floor_isqrt,bdd_reverse+synth_preset,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_reverse_synth_preset.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.309,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=synth_preset
ex276,ex276_isqrt_bdd_reverse_synth_preset_d6,unsigned_floor_isqrt,bdd_reverse+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_reverse_synth_preset_d6.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.304,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=synth_preset_d6
ex276,ex276_isqrt_bdd_reverse_synth_preset_d8,unsigned_floor_isqrt,bdd_reverse+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_reverse_synth_preset_d8.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.288,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=synth_preset_d8
ex276,ex276_isqrt_bdd_reverse_synth_preset_d10,unsigned_floor_isqrt,bdd_reverse+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_bdd_reverse_synth_preset_d10.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.314,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.293,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.285,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_arith_wreduce_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.297,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.374,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d6.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.370,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d8.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.349,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_bdd_order_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d10.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.354,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d10
