case,mode,bucket_order,output_order,selector_policy,matches,total_rows,match_ratio,bit_mismatches,total_bits,bit_match_ratio,notes
ex287,prefix_zeros,size_asc,reverse,none,20,16384,0.001221,107654,229376,0.530666,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x1;exp=0x40
ex287,prefix_zeros,center_slot,reverse,none,20,16384,0.001221,107654,229376,0.530666,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x1;exp=0x40
ex287,prefix_zeros,outside_slot,reverse,none,20,16384,0.001221,107654,229376,0.530666,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x1;exp=0x40
ex287,bucket_segment,outside_slot,reverse,none,19,16384,0.001160,105044,229376,0.542045,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x80;exp=0x40
ex287,prefix_ones,slot_asc,onehot_slots_rev_first,none,19,16384,0.001160,106708,229376,0.534790,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x2000;exp=0x40
ex287,prefix_ones,slot_desc,onehot_slots_rev_first,none,19,16384,0.001160,106708,229376,0.534790,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x2000;exp=0x40
ex287,prefix_ones,size_desc,onehot_slots_rev_first,none,19,16384,0.001160,106708,229376,0.534790,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x2000;exp=0x40
ex287,prefix_ones,size_asc,onehot_slots_rev_first,none,19,16384,0.001160,106708,229376,0.534790,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x2000;exp=0x40
ex287,prefix_ones,center_slot,onehot_slots_rev_first,none,19,16384,0.001160,106708,229376,0.534790,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x2000;exp=0x40
ex287,prefix_ones,outside_slot,onehot_slots_rev_first,none,19,16384,0.001160,106708,229376,0.534790,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x2000;exp=0x40
ex287,bucket_segment,outside_slot,natural,selector_offset_rev,18,16384,0.001099,106300,229376,0.536569,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x2000
ex287,bucket_segment,size_desc,outside,selector_offset_rev,18,16384,0.001099,106346,229376,0.536368,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x800;exp=0x40
ex287,bucket_segment,slot_desc,reverse,none,18,16384,0.001099,106784,229376,0.534459,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x400;exp=0x40
ex287,bucket_segment,outside_slot,outside,selector_offset_rev,18,16384,0.001099,106910,229376,0.533909,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x8;exp=0x40
ex287,bucket_segment,outside_slot,outside,none,18,16384,0.001099,107558,229376,0.531084,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x8;exp=0x40
ex287,bucket_segment,outside_slot,center,selector_offset_rev,17,16384,0.001038,106438,229376,0.535967,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x8;exp=0x40
ex287,bucket_segment,slot_asc,onehot_slots_rev_first,none,17,16384,0.001038,106474,229376,0.535810,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:0:0:0:1;sel=0;pred=0x8;exp=0x2000
ex287,bucket_segment,center_slot,onehot_slots_first,none,17,16384,0.001038,107100,229376,0.533081,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x8;exp=0x40
ex287,bucket_segment,size_asc,onehot_slots_first,selector_offset_rev,16,16384,0.000977,105892,229376,0.538348,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x10;exp=0x40
ex287,bucket_segment,size_desc,outside,none,16,16384,0.000977,106184,229376,0.537074,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x800;exp=0x40
ex287,bucket_segment,center_slot,outside,selector_offset_rev,16,16384,0.000977,106556,229376,0.535453,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x1;exp=0x40
ex287,bucket_segment,slot_asc,reverse,selector_offset,16,16384,0.000977,106566,229376,0.535409,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x400;exp=0x40
ex287,bucket_segment,size_desc,natural,none,16,16384,0.000977,106708,229376,0.534790,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x20;exp=0x40
ex287,bucket_segment,slot_asc,natural,selector_offset,16,16384,0.000977,106742,229376,0.534642,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x8;exp=0x40
ex287,bucket_segment,slot_desc,onehot_slots_first,selector_offset,16,16384,0.000977,106756,229376,0.534581,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:0:0:0:1;sel=0;pred=0x8;exp=0x2000
ex287,bucket_segment,slot_asc,outside,selector_offset_rev,16,16384,0.000977,107386,229376,0.531834,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x1000;exp=0x40
ex287,bucket_segment,size_asc,center,none,16,16384,0.000977,107438,229376,0.531607,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x80;exp=0x40
ex287,bucket_segment,center_slot,center,selector_offset_rev,15,16384,0.000916,106432,229376,0.535993,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:0:0:0:1;sel=0;pred=0x8;exp=0x2000
ex287,bucket_segment,slot_desc,onehot_slots_last,selector_offset_rev,15,16384,0.000916,106480,229376,0.535784,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x80;exp=0x40
ex287,bucket_segment,slot_asc,onehot_slots_first,selector_offset,15,16384,0.000916,106524,229376,0.535592,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:1;sel=0;pred=0x2040;exp=0xc
ex287,bucket_segment,center_slot,natural,selector_offset_rev,15,16384,0.000916,106540,229376,0.535522,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x1;exp=0x40
ex287,bucket_segment,slot_desc,outside,selector_offset,15,16384,0.000916,106724,229376,0.534720,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x1000;exp=0x40
ex287,bucket_segment,slot_desc,onehot_slots_last,selector_offset,15,16384,0.000916,106802,229376,0.534380,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x80;exp=0x40
ex287,bucket_segment,outside_slot,outside,selector_offset,14,16384,0.000854,106114,229376,0.537380,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x8;exp=0x40
ex287,bucket_segment,slot_desc,center,selector_offset_rev,14,16384,0.000854,106468,229376,0.535836,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x100;exp=0x40
ex287,bucket_segment,outside_slot,onehot_slots_rev_first,selector_offset_rev,14,16384,0.000854,106588,229376,0.535313,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x8;exp=0x40
ex287,prefix_zeros,slot_asc,onehot_slots_last,none,14,16384,0.000854,106760,229376,0.534563,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x2000;exp=0x40
ex287,prefix_zeros,slot_desc,onehot_slots_last,none,14,16384,0.000854,106760,229376,0.534563,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x2000;exp=0x40
ex287,prefix_zeros,size_desc,onehot_slots_last,none,14,16384,0.000854,106760,229376,0.534563,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x2000;exp=0x40
ex287,prefix_zeros,size_asc,onehot_slots_last,none,14,16384,0.000854,106760,229376,0.534563,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x2000;exp=0x40
ex287,prefix_zeros,center_slot,onehot_slots_last,none,14,16384,0.000854,106760,229376,0.534563,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x2000;exp=0x40
ex287,prefix_zeros,outside_slot,onehot_slots_last,none,14,16384,0.000854,106760,229376,0.534563,selectors=xor6_7:xor8_9:raw13:raw12; first=counts=0:0:0:1:0:0:0;sel=0;pred=0x2000;exp=0x40
ex288,bucket_segment,selector_specific,selector_specific,selector_specific_layout_offset,177,32768,0.005402,227382,491520,0.537390,selectors=raw13:raw10:xor6_7; policies=0:slot_desc:onehot_slots_rev_first:off0;1:slot_desc:onehot_slots_rev_first:off0;2:slot_asc:onehot_slots_last:off6;3:slot_asc:onehot_slots_last:off6;4:center_slot:onehot_slots_rev_first:off7;5:outside_slot:onehot_slots_last:off3;6:slot_asc:reverse:off0;7:outside_slot:onehot_slots_last:off3
ex288,bucket_segment,slot_desc,onehot_slots_rev_first,none,115,32768,0.003510,227844,491520,0.536450,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex288,bucket_segment,slot_asc,onehot_slots_first,none,112,32768,0.003418,228320,491520,0.535482,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex288,prefix_zeros,selector_specific,selector_specific,selector_specific_layout_offset,90,32768,0.002747,227830,491520,0.536479,selectors=raw13:raw10:xor6_7; policies=0:slot_desc:reverse:off1;1:slot_desc:onehot_slots_rev_first:off4;2:slot_desc:onehot_slots_last:off14;3:slot_desc:onehot_slots_rev_first:off8;4:slot_desc:onehot_slots_last:off14;5:slot_desc:onehot_slots_last:off14;6:slot_desc:reverse:off10;7:slot_desc:onehot_slots_rev_first:off9
ex288,prefix_ones,selector_specific,selector_specific,selector_specific_layout_offset,81,32768,0.002472,228618,491520,0.534875,selectors=raw13:raw10:xor6_7; policies=0:slot_desc:natural:off14;1:slot_desc:onehot_slots_rev_first:off1;2:slot_desc:reverse:off1;3:slot_desc:onehot_slots_last:off7;4:slot_desc:onehot_slots_rev_first:off1;5:slot_desc:onehot_slots_last:off3;6:slot_desc:natural:off5;7:slot_desc:onehot_slots_last:off3
ex288,bucket_segment,slot_desc,onehot_slots_rev_first,selector_offset_rev,51,32768,0.001556,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex288,bucket_segment,slot_asc,onehot_slots_first,selector_offset,46,32768,0.001404,230384,491520,0.531283,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex288,bucket_segment,slot_desc,onehot_slots_rev_first,selector_offset,46,32768,0.001404,233256,491520,0.525439,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex288,bucket_segment,size_desc,natural,selector_offset,38,32768,0.001160,229378,491520,0.533329,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x100;exp=0x4000
ex288,bucket_segment,center_slot,onehot_slots_rev_first,none,37,32768,0.001129,228694,491520,0.534721,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x8;exp=0x4000
ex288,bucket_segment,slot_asc,onehot_slots_first,selector_offset_rev,37,32768,0.001129,229818,491520,0.532434,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex288,bucket_segment,slot_desc,onehot_slots_first,selector_offset_rev,33,32768,0.001007,229890,491520,0.532288,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex288,bucket_segment,outside_slot,onehot_slots_rev_first,none,33,32768,0.001007,230818,491520,0.530400,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x2000;exp=0x4000
ex288,bucket_segment,slot_asc,center,none,31,32768,0.000946,230124,491520,0.531812,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x800;exp=0x4000
ex288,bucket_segment,outside_slot,onehot_slots_first,none,30,32768,0.000916,228842,491520,0.534420,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x8;exp=0x4000
ex288,bucket_segment,slot_desc,center,selector_offset_rev,30,32768,0.000916,229220,491520,0.533651,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x80;exp=0x4000
ex288,prefix_zeros,slot_asc,onehot_slots_first,none,29,32768,0.000885,228938,491520,0.534224,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1000;exp=0x4000
ex288,prefix_zeros,slot_desc,onehot_slots_first,none,29,32768,0.000885,228938,491520,0.534224,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1000;exp=0x4000
ex288,prefix_zeros,size_desc,onehot_slots_first,none,29,32768,0.000885,228938,491520,0.534224,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1000;exp=0x4000
ex288,prefix_zeros,size_asc,onehot_slots_first,none,29,32768,0.000885,228938,491520,0.534224,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1000;exp=0x4000
ex288,prefix_zeros,center_slot,onehot_slots_first,none,29,32768,0.000885,228938,491520,0.534224,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1000;exp=0x4000
ex288,prefix_zeros,outside_slot,onehot_slots_first,none,29,32768,0.000885,228938,491520,0.534224,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1000;exp=0x4000
ex288,bucket_segment,size_asc,onehot_slots_first,selector_offset_rev,28,32768,0.000854,228762,491520,0.534583,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x100;exp=0x4000
ex288,bucket_segment,center_slot,onehot_slots_first,none,28,32768,0.000854,229996,491520,0.532072,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x2000;exp=0x4000
ex288,bucket_segment,slot_asc,natural,selector_offset,27,32768,0.000824,229068,491520,0.533960,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x100;exp=0x4000
ex288,bucket_segment,size_desc,onehot_slots_first,none,27,32768,0.000824,229648,491520,0.532780,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex288,bucket_segment,slot_asc,reverse,none,26,32768,0.000793,227422,491520,0.537309,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x40;exp=0x4000
ex288,bucket_segment,slot_desc,onehot_slots_last,selector_offset,26,32768,0.000793,228076,491520,0.535978,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,bucket_segment,center_slot,onehot_slots_rev_first,selector_offset_rev,26,32768,0.000793,230504,491520,0.531038,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x8;exp=0x4000
ex288,bucket_segment,size_desc,onehot_slots_rev_first,selector_offset,26,32768,0.000793,231206,491520,0.529610,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex288,bucket_segment,size_desc,reverse,none,25,32768,0.000763,226732,491520,0.538713,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x40;exp=0x4000
ex288,prefix_ones,slot_asc,onehot_slots_first,none,25,32768,0.000763,230758,491520,0.530522,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex288,prefix_ones,slot_desc,onehot_slots_first,none,25,32768,0.000763,230758,491520,0.530522,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex288,prefix_ones,size_desc,onehot_slots_first,none,25,32768,0.000763,230758,491520,0.530522,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex288,prefix_ones,size_asc,onehot_slots_first,none,25,32768,0.000763,230758,491520,0.530522,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex288,prefix_ones,center_slot,onehot_slots_first,none,25,32768,0.000763,230758,491520,0.530522,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex288,prefix_ones,outside_slot,onehot_slots_first,none,25,32768,0.000763,230758,491520,0.530522,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex288,prefix_ones,slot_asc,onehot_slots_rev_first,selector_offset,25,32768,0.000763,233442,491520,0.525061,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:0;sel=0;pred=0x4000;exp=0x2000
ex288,prefix_ones,slot_desc,onehot_slots_rev_first,selector_offset,25,32768,0.000763,233442,491520,0.525061,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:0;sel=0;pred=0x4000;exp=0x2000
ex288,prefix_ones,size_desc,onehot_slots_rev_first,selector_offset,25,32768,0.000763,233442,491520,0.525061,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:0;sel=0;pred=0x4000;exp=0x2000
ex288,prefix_ones,size_asc,onehot_slots_rev_first,selector_offset,25,32768,0.000763,233442,491520,0.525061,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:0;sel=0;pred=0x4000;exp=0x2000
ex288,prefix_ones,center_slot,onehot_slots_rev_first,selector_offset,25,32768,0.000763,233442,491520,0.525061,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:0;sel=0;pred=0x4000;exp=0x2000
ex288,prefix_ones,outside_slot,onehot_slots_rev_first,selector_offset,25,32768,0.000763,233442,491520,0.525061,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:0;sel=0;pred=0x4000;exp=0x2000
ex288,bucket_segment,outside_slot,center,selector_offset_rev,24,32768,0.000732,228816,491520,0.534473,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x40;exp=0x4000
ex288,bucket_segment,size_asc,center,selector_offset,24,32768,0.000732,231222,491520,0.529578,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x200;exp=0x4000
ex288,prefix_zeros,slot_asc,onehot_slots_last,selector_offset_rev,24,32768,0.000732,232360,491520,0.527262,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:0;sel=0;pred=0x4000;exp=0x2000
ex288,prefix_zeros,slot_desc,onehot_slots_last,selector_offset_rev,24,32768,0.000732,232360,491520,0.527262,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:0;sel=0;pred=0x4000;exp=0x2000
ex288,prefix_zeros,size_desc,onehot_slots_last,selector_offset_rev,24,32768,0.000732,232360,491520,0.527262,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:0;sel=0;pred=0x4000;exp=0x2000
ex288,prefix_zeros,size_asc,onehot_slots_last,selector_offset_rev,24,32768,0.000732,232360,491520,0.527262,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:0;sel=0;pred=0x4000;exp=0x2000
ex288,prefix_zeros,center_slot,onehot_slots_last,selector_offset_rev,24,32768,0.000732,232360,491520,0.527262,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:0;sel=0;pred=0x4000;exp=0x2000
ex288,prefix_zeros,outside_slot,onehot_slots_last,selector_offset_rev,24,32768,0.000732,232360,491520,0.527262,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:0;sel=0;pred=0x4000;exp=0x2000
ex288,bucket_segment,size_asc,onehot_slots_rev_first,none,24,32768,0.000732,232558,491520,0.526860,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x100;exp=0x4000
ex288,bucket_segment,size_desc,reverse,selector_offset_rev,23,32768,0.000702,229278,491520,0.533533,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x40;exp=0x4000
ex288,bucket_segment,slot_desc,reverse,selector_offset_rev,23,32768,0.000702,229936,491520,0.532194,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex288,prefix_ones,slot_asc,natural,none,22,32768,0.000671,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_ones,slot_desc,natural,none,22,32768,0.000671,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_ones,size_desc,natural,none,22,32768,0.000671,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_ones,size_asc,natural,none,22,32768,0.000671,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_ones,center_slot,natural,none,22,32768,0.000671,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_ones,outside_slot,natural,none,22,32768,0.000671,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_zeros,slot_asc,reverse,none,22,32768,0.000671,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_zeros,slot_desc,reverse,none,22,32768,0.000671,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_zeros,size_desc,reverse,none,22,32768,0.000671,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_zeros,size_asc,reverse,none,22,32768,0.000671,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_zeros,center_slot,reverse,none,22,32768,0.000671,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_zeros,outside_slot,reverse,none,22,32768,0.000671,230358,491520,0.531335,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_ones,slot_asc,onehot_slots_last,selector_offset,21,32768,0.000641,227198,491520,0.537764,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_ones,slot_desc,onehot_slots_last,selector_offset,21,32768,0.000641,227198,491520,0.537764,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_ones,size_desc,onehot_slots_last,selector_offset,21,32768,0.000641,227198,491520,0.537764,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_ones,size_asc,onehot_slots_last,selector_offset,21,32768,0.000641,227198,491520,0.537764,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_ones,center_slot,onehot_slots_last,selector_offset,21,32768,0.000641,227198,491520,0.537764,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,prefix_ones,outside_slot,onehot_slots_last,selector_offset,21,32768,0.000641,227198,491520,0.537764,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex288,bucket_segment,size_asc,center,selector_offset_rev,21,32768,0.000641,228964,491520,0.534172,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x200;exp=0x4000
ex288,bucket_segment,center_slot,onehot_slots_last,selector_offset_rev,21,32768,0.000641,229816,491520,0.532438,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x8;exp=0x4000
ex288,bucket_segment,outside_slot,onehot_slots_first,selector_offset_rev,21,32768,0.000641,231184,491520,0.529655,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x8;exp=0x4000
ex288,bucket_segment,slot_asc,onehot_slots_rev_first,selector_offset,21,32768,0.000641,231864,491520,0.528271,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex288,bucket_segment,outside_slot,onehot_slots_last,selector_offset_rev,20,32768,0.000610,227924,491520,0.536287,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x4;exp=0x4000
ex288,bucket_segment,slot_asc,onehot_slots_rev_first,selector_offset_rev,20,32768,0.000610,231588,491520,0.528833,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex288,bucket_segment,center_slot,onehot_slots_rev_first,selector_offset,20,32768,0.000610,233930,491520,0.524068,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x8;exp=0x4000
