case,candidate_id,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,log_path,agent_id,notes,status,output_dir,evaluate_log,runtime_sec,shard_csv,domain,method_signature
ex241,ex241_r71_splitpo_hardpieces,,1,1297,41,53177,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex241/verilog/ex241_r71_splitpo_hardpieces.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex241/aigs/ex241_r71_splitpo_hardpieces.aig,,sub-fp8-arith-hybrid-r71,official evaluate.py OK; attr_rows=78; hard_rows=1575; synth_sec=1.273; eval_sec=0.513,,,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex241/logs/ex241_r71_splitpo_hardpieces.evaluate.py.log,,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-arith-hybrid-r71/evaluation_results.csv,float_fp8,
ex242,ex242_r71_axis_attr_hardrom,,1,842,21,17682,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/verilog/ex242_r71_axis_attr_hardrom.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/aigs/ex242_r71_axis_attr_hardrom.aig,,sub-fp8-arith-hybrid-r71,official evaluate.py OK; attr_rows=225; hard_rows=1972; synth_sec=0.908; eval_sec=0.526,,,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/logs/ex242_r71_axis_attr_hardrom.evaluate.py.log,,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-arith-hybrid-r71/evaluation_results.csv,float_fp8,
ex242,ex242_r71_splitpo_hardpieces,,1,906,21,19026,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/verilog/ex242_r71_splitpo_hardpieces.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/aigs/ex242_r71_splitpo_hardpieces.aig,,sub-fp8-arith-hybrid-r71,official evaluate.py OK; attr_rows=225; hard_rows=3822; synth_sec=1.079; eval_sec=0.531,,,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/logs/ex242_r71_splitpo_hardpieces.evaluate.py.log,,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-arith-hybrid-r71/evaluation_results.csv,float_fp8,
ex285,ex285_r71_cyclic_window_selected_bdd,OK,1,1043,17,17731,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/verilog/ex285_r71_cyclic_window_selected_bdd.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/aigs/ex285_r71_cyclic_window_selected_bdd.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/logs/ex285_r71_cyclic_window_selected_bdd.evaluate.py.log,sub-unknown-hybrid-r71,"round71 stats={'selected_bits': (5, 9), 'order': (0, 11, 1, 10, 2, 9, 3, 8, 4, 7, 5, 6), 'bdd_nodes': 219, 'line_count': 239}; synth_sec=7.617; eval_sec=0.205",OK,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/official_eval/ex285_r71_cyclic_window_selected_bdd,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/logs/ex285_r71_cyclic_window_selected_bdd.evaluate.py.log,0.205,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-unknown-hybrid-r71/evaluation_results.csv,unknown,ex285|source-level conservative routing selected BDD|cyclic-window ordered shared ROBDD for selected output bits over exact current source|single BDD node pool shared by selected PO roots using outside-to-inside cyclic window order|yosys_internal_abc_g_aig|official_evaluate|ex285_r71_cyclic_window_selected_bdd
ex285,ex285_r71_outer_window_cube_selected,OK,1,1089,15,16335,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/verilog/ex285_r71_outer_window_cube_selected.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/aigs/ex285_r71_outer_window_cube_selected.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/logs/ex285_r71_outer_window_cube_selected.evaluate.py.log,sub-unknown-hybrid-r71,"round71 stats={'selected_bits': (2,), 'hi_bits': (11, 10, 9, 8), 'lo_bits': (0, 1, 2, 3, 4, 5, 6, 7), 'bit_stats': [{'bit': 2, 'total_cubes': 236, 'max_cubes': 24, 'nonempty_hi': 16}], 'line_count': 97}; synth_sec=7.939; eval_sec=0.189",OK,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/official_eval/ex285_r71_outer_window_cube_selected,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/logs/ex285_r71_outer_window_cube_selected.evaluate.py.log,0.189,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-unknown-hybrid-r71/evaluation_results.csv,unknown,ex285|outer-window cofactor cube selected PO|contiguous outer-window cofactor cube covers for selected output bits over exact current source|shared contiguous high-window decode with low-window wildcard cube cover|yosys_internal_abc_g_aig|official_evaluate|ex285_r71_outer_window_cube_selected
ex288,ex288_r71_cyclic_window_selected_bdd,OK,1,2265,17,38505,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/verilog/ex288_r71_cyclic_window_selected_bdd.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/aigs/ex288_r71_cyclic_window_selected_bdd.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/logs/ex288_r71_cyclic_window_selected_bdd.evaluate.py.log,sub-unknown-hybrid-r71,"round71 stats={'selected_bits': (5, 12), 'order': (0, 14, 1, 13, 2, 12, 3, 11, 4, 10, 5, 9, 6, 8, 7), 'bdd_nodes': 550, 'line_count': 573}; synth_sec=2.435; eval_sec=0.613",OK,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/official_eval/ex288_r71_cyclic_window_selected_bdd,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/logs/ex288_r71_cyclic_window_selected_bdd.evaluate.py.log,0.613,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-unknown-hybrid-r71/evaluation_results.csv,unknown,ex288|source-level conservative routing selected BDD|cyclic-window ordered shared ROBDD for selected output bits over exact current source|single BDD node pool shared by selected PO roots using outside-to-inside cyclic window order|yosys_internal_abc_g_aig|official_evaluate|ex288_r71_cyclic_window_selected_bdd
ex288,ex288_r71_outer_window_cube_selected,OK,1,3887,16,62192,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/verilog/ex288_r71_outer_window_cube_selected.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/aigs/ex288_r71_outer_window_cube_selected.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/logs/ex288_r71_outer_window_cube_selected.evaluate.py.log,sub-unknown-hybrid-r71,"round71 stats={'selected_bits': (6,), 'hi_bits': (14, 13, 12, 11, 10, 9, 8), 'lo_bits': (0, 1, 2, 3, 4, 5, 6, 7), 'bit_stats': [{'bit': 6, 'total_cubes': 2046, 'max_cubes': 25, 'nonempty_hi': 128}], 'line_count': 548}; synth_sec=4.158; eval_sec=0.827",OK,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/official_eval/ex288_r71_outer_window_cube_selected,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/logs/ex288_r71_outer_window_cube_selected.evaluate.py.log,0.827,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-unknown-hybrid-r71/evaluation_results.csv,unknown,ex288|outer-window cofactor cube selected PO|contiguous outer-window cofactor cube covers for selected output bits over exact current source|shared contiguous high-window decode with low-window wildcard cube cover|yosys_internal_abc_g_aig|official_evaluate|ex288_r71_outer_window_cube_selected
ex297,ex297_r71_rotquot_majority_mix,OK,1,29685,17,504645,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex297/verilog/ex297_r71_rotquot_majority_mix.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex297/aigs/ex297_r71_rotquot_majority_mix.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex297/logs/ex297_r71_rotquot_majority_mix.evaluate.py.log,sub-unknown-hybrid-r71,"round71 stats={'selected_bits': (4, 5, 6, 7), 'line_count': 26}; synth_sec=33.207; eval_sec=0.924",OK,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex297/official_eval/ex297_r71_rotquot_majority_mix,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex297/logs/ex297_r71_rotquot_majority_mix.evaluate.py.log,0.924,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-unknown-hybrid-r71/evaluation_results.csv,unknown,ex297|source-level cross-initialized cyclic template mix|r66 cell-default source crossed with r24 majority-default source by rotation quotient cell groups|stable r66 cell classes plus selected rotation-quotient cells from majority-default template|yosys_internal_abc_g_aig|official_evaluate|ex297_r71_rotquot_majority_mix
ex297,ex297_r71_cyclic_diagonal_bit_mix,OK,1,29497,16,471952,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex297/verilog/ex297_r71_cyclic_diagonal_bit_mix.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex297/aigs/ex297_r71_cyclic_diagonal_bit_mix.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex297/logs/ex297_r71_cyclic_diagonal_bit_mix.evaluate.py.log,sub-unknown-hybrid-r71,"round71 stats={'selected_bits': (0, 3, 5, 8, 10, 13), 'line_count': 26}; synth_sec=37.141; eval_sec=0.994",OK,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex297/official_eval/ex297_r71_cyclic_diagonal_bit_mix,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex297/logs/ex297_r71_cyclic_diagonal_bit_mix.evaluate.py.log,0.994,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-unknown-hybrid-r71/evaluation_results.csv,unknown,ex297|cyclic window PO-group source hybrid|r66 cell-default source crossed with r66 bit-default source by cyclic diagonal PO groups|stable cell source for most POs plus diagonal cyclic-window bit-source roots|yosys_internal_abc_g_aig|official_evaluate|ex297_r71_cyclic_diagonal_bit_mix
ex299,ex299_r71_rotquot_majority_mix,OK,1,113923,20,2278460,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex299/verilog/ex299_r71_rotquot_majority_mix.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex299/aigs/ex299_r71_rotquot_majority_mix.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex299/logs/ex299_r71_rotquot_majority_mix.evaluate.py.log,sub-unknown-hybrid-r71,"round71 stats={'selected_bits': (4, 5, 6, 7, 14, 15), 'line_count': 28}; synth_sec=156.308; eval_sec=5.167",OK,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex299/official_eval/ex299_r71_rotquot_majority_mix,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex299/logs/ex299_r71_rotquot_majority_mix.evaluate.py.log,5.167,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-unknown-hybrid-r71/evaluation_results.csv,unknown,ex299|source-level cross-initialized cyclic template mix|r66 cell-default source crossed with r24 majority-default source by rotation quotient cell groups|stable r66 cell classes plus selected rotation-quotient cells from majority-default template|yosys_internal_abc_g_aig|official_evaluate|ex299_r71_rotquot_majority_mix
ex299,ex299_r71_cyclic_diagonal_bit_mix,OK,1,111748,18,2011464,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex299/verilog/ex299_r71_cyclic_diagonal_bit_mix.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex299/aigs/ex299_r71_cyclic_diagonal_bit_mix.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex299/logs/ex299_r71_cyclic_diagonal_bit_mix.evaluate.py.log,sub-unknown-hybrid-r71,"round71 stats={'selected_bits': (0, 3, 5, 8, 10, 13, 15), 'line_count': 28}; synth_sec=162.483; eval_sec=5.051",OK,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex299/official_eval/ex299_r71_cyclic_diagonal_bit_mix,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex299/logs/ex299_r71_cyclic_diagonal_bit_mix.evaluate.py.log,5.051,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-unknown-hybrid-r71/evaluation_results.csv,unknown,ex299|cyclic window PO-group source hybrid|r66 cell-default source crossed with r66 bit-default source by cyclic diagonal PO groups|stable cell source for most POs plus diagonal cyclic-window bit-source roots|yosys_internal_abc_g_aig|official_evaluate|ex299_r71_cyclic_diagonal_bit_mix
