case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla3_mod_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla3_mod+abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla3_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla3_mod_abc_g_aig.aig,1,1,1,88,15,1320,657,2.009132,0,0,0.230,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla3_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla3_mod+synth_preset_d13,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla3_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d13.aig,1,1,1,356,27,9612,6840,1.405263,1,0,0.652,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla3_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4_mod+abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.515,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4_mod+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_wreduce_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.526,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4_mod+synth_preset_d11,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_synth_preset_d11.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.653,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4_mod+synth_preset_d13,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_mod_synth_preset_d13.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.652,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla5_mod+abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla5_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_abc_g_aig.aig,1,1,1,361,25,9025,6840,1.319444,1,0,0.511,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla5_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla5_mod+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla5_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_wreduce_abc_g_aig.aig,1,1,1,361,25,9025,6840,1.319444,1,0,0.520,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla5_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla5_mod+synth_preset_d11,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla5_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_synth_preset_d11.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.642,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla5_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla5_mod+synth_preset_d13,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla5_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla5_mod_synth_preset_d13.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.641,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla5_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1_mod+abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_abc_g_aig.aig,1,1,1,366,25,9150,6840,1.337719,1,0,0.512,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1_mod+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_wreduce_abc_g_aig.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.543,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1_mod+synth_preset_d11,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.aig,1,1,1,362,24,8688,6840,1.270175,1,0,0.648,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1_mod+synth_preset_d13,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d13.aig,1,1,1,362,24,8688,6840,1.270175,1,0,0.649,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla2_mod+abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla2_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_abc_g_aig.aig,1,1,1,355,26,9230,6840,1.349415,1,0,1.854,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla2_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla2_mod+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla2_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_wreduce_abc_g_aig.aig,1,1,1,359,25,8975,6840,1.312135,1,0,1.024,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla2_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla2_mod+synth_preset_d11,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla2_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_synth_preset_d11.aig,1,1,1,363,26,9438,6840,1.379825,1,0,0.631,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla2_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla2_mod+synth_preset_d13,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla2_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla2_mod_synth_preset_d13.aig,1,1,1,363,26,9438,6840,1.379825,1,0,0.664,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla2_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_hcla4_mod+abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.511,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla4_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_hcla4_mod+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_wreduce_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.527,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla4_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_hcla4_mod+synth_preset_d11,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_synth_preset_d11.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.657,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla4_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_hcla4_mod+synth_preset_d13,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_mod_synth_preset_d13.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.656,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla4_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_rhcla2_mod+abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_abc_g_aig.aig,1,1,1,356,27,9612,6840,1.405263,1,0,0.516,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2_mod; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_rhcla2_mod+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_wreduce_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.534,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2_mod; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_rhcla2_mod+synth_preset_d11,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d11.aig,1,1,1,358,25,8950,6840,1.308480,1,0,0.637,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_rhcla2_mod+synth_preset_d13,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d13.aig,1,1,1,358,25,8950,6840,1.308480,1,0,0.657,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.519,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.519,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d11,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.646,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d13,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.645,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.565,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.532,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d11,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11.aig,1,1,1,362,24,8688,6840,1.270175,1,0,0.643,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d13,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,1,1,1,362,24,8688,6840,1.270175,1,0,0.645,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d13
