case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex255,ex255_umul_wallace_bits_abc_g_aig_d20,unsigned low4_high4:a*b,wallace_bits+abc_g_aig_d20,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex255/verilog/ex255_umul_wallace_bits_abc_g_aig_d20.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex255/aigs/ex255_umul_wallace_bits_abc_g_aig_d20.aig,1,1,87,13,1131,836,1.352871,1,0,semantic_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/results/candidates.csv,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex255/verilog/ex255_umul_wallace_bits.v,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex255/aigs/ex255_umul_wallace_bits_abc_g_aig_d20.aig,exact unsigned low4 * high4 over 256 inputs; source=wallace_bits; flow=abc_g_aig_d20
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d11,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11.aig,1,1,164,18,2952,2041,1.446350,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex264_frontend_smul_delay_target_20260609_0555/results/candidates.csv,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d13,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13.aig,1,1,164,18,2952,2041,1.446350,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex264_frontend_smul_delay_target_20260609_0555/results/candidates.csv,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_delay_target_20260609_0555/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d13
ex262,ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,252,22,5544,4900,1.131429,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/results/candidates.csv,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low6_high6:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,253,22,5566,4900,1.135918,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/results/candidates.csv,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex262,ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low6_high6:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,253,22,5566,4900,1.135918,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/results/candidates.csv,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex262,ex262_smul_baugh_wooley_wallace_hcla6_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace_hcla6+abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla6_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,1,1,246,23,5658,4900,1.154694,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/results/candidates.csv,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace_hcla6; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1_mod+synth_preset_d11,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.aig,1,1,362,24,8688,6840,1.270175,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex263_frontend_smul_modcarry_20260609_0703/results/candidates.csv,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1_mod+synth_preset_d13,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d13.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d13.aig,1,1,362,24,8688,6840,1.270175,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex263_frontend_smul_modcarry_20260609_0703/results/candidates.csv,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod.v,student/work/ex260_ex263_frontend_smul_modcarry_20260609_0703/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1_mod; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d13,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,1,1,362,24,8688,6840,1.270175,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex263_frontend_smul_counter4_smoke_20260609_0642/results/candidates.csv,student/work/ex260_ex263_frontend_smul_counter4_smoke_20260609_0642/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex263_frontend_smul_counter4_smoke_20260609_0642/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d15,signed low7_high7:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d15,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d15.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d15.aig,1,1,362,24,8688,6840,1.270175,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/results/candidates.csv,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d15
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d11,signed low8_high8:a*b,baugh_wooley_wallace_rev_hcla6+abc_g_aig_d11,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d11.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d11.aig,1,1,486,27,13122,9724,1.349445,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/results/candidates.csv,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d11.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d11
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d13,signed low8_high8:a*b,baugh_wooley_wallace_rev_hcla6+abc_g_aig_d13,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d13.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d13.aig,1,1,486,27,13122,9724,1.349445,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/results/candidates.csv,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d13
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d15,signed low8_high8:a*b,baugh_wooley_wallace_rev_hcla6+abc_g_aig_d15,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d15.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d15.aig,1,1,486,27,13122,9724,1.349445,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/results/candidates.csv,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d15.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d15
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d9,signed low8_high8:a*b,baugh_wooley_wallace_rev_hcla6+abc_g_aig_d9,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d9.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d9.aig,1,1,486,27,13122,9724,1.349445,1,0,semantic_signed_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/results/candidates.csv,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla6.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d9.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d9
ex265,ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d10,unsigned low4_high4:a/b dbz=max,cof_bhi3_ahi1_bitbdd_wordmux+synth_preset_d10,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex265/verilog/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d10.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex265/aigs/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d10.aig,1,1,63,8,504,322,1.565217,0,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/results/candidates.csv,student/work/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/ex265/verilog/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux.v,student/work/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/ex265/aigs/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d10.aig,unsigned low4_high4:a/b dbz=max exact; source=cof_bhi3_ahi1_bitbdd_wordmux; flow=synth_preset_d10
ex265,ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d12,unsigned low4_high4:a/b dbz=max,cof_bhi3_ahi1_bitbdd_wordmux+synth_preset_d12,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex265/verilog/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d12.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex265/aigs/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d12.aig,1,1,63,8,504,322,1.565217,0,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/results/candidates.csv,student/work/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/ex265/verilog/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux.v,student/work/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/ex265/aigs/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d12.aig,unsigned low4_high4:a/b dbz=max exact; source=cof_bhi3_ahi1_bitbdd_wordmux; flow=synth_preset_d12
ex265,ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d8,unsigned low4_high4:a/b dbz=max,cof_bhi3_ahi1_bitbdd_wordmux+synth_preset_d8,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex265/verilog/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d8.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex265/aigs/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d8.aig,1,1,63,8,504,322,1.565217,0,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/results/candidates.csv,student/work/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/ex265/verilog/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux.v,student/work/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/ex265/aigs/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d8.aig,unsigned low4_high4:a/b dbz=max exact; source=cof_bhi3_ahi1_bitbdd_wordmux; flow=synth_preset_d8
ex265,ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux_abc_g_aig,unsigned low4_high4:a/b dbz=max,cof_bhi2_ahi1_bitbdd_wordmux+abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex265/verilog/ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex265/aigs/ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux_abc_g_aig.aig,1,1,65,8,520,322,1.614907,0,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/results/candidates.csv,student/work/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/ex265/verilog/ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux.v,student/work/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/ex265/aigs/ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux_abc_g_aig.aig,unsigned low4_high4:a/b dbz=max exact; source=cof_bhi2_ahi1_bitbdd_wordmux; flow=abc_g_aig
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset,unsigned low5_high5:a/b dbz=max,ex266_cof_bhi2_a4_bitbdd_wordmux+synth_preset,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset.aig,1,1,148,10,1480,848,1.745283,0,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex266_frontend_udiv_deeper_wordmux_20260609_1138/results/candidates.csv,student/work/ex266_frontend_udiv_deeper_wordmux_20260609_1138/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_deeper_wordmux_20260609_1138/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset.aig,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=synth_preset
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d10,unsigned low5_high5:a/b dbz=max,ex266_cof_bhi2_a4_bitbdd_wordmux+synth_preset_d10,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d10.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d10.aig,1,1,148,10,1480,848,1.745283,0,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex266_frontend_udiv_deeper_wordmux_20260609_1138/results/candidates.csv,student/work/ex266_frontend_udiv_deeper_wordmux_20260609_1138/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_deeper_wordmux_20260609_1138/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d10.aig,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=synth_preset_d10
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d12,unsigned low5_high5:a/b dbz=max,ex266_cof_bhi2_a4_bitbdd_wordmux+synth_preset_d12,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d12.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d12.aig,1,1,148,10,1480,848,1.745283,0,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex266_frontend_udiv_deeper_wordmux_20260609_1138/results/candidates.csv,student/work/ex266_frontend_udiv_deeper_wordmux_20260609_1138/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_deeper_wordmux_20260609_1138/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d12.aig,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=synth_preset_d12
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d24,unsigned low5_high5:a/b dbz=max,ex266_cof_bhi2_a4_bitbdd_wordmux+synth_preset_d24,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d24.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d24.aig,1,1,148,10,1480,848,1.745283,0,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/results/candidates.csv,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d24.aig,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=synth_preset_d24
ex267,ex267_udiv_hybrid_top2_deep_abc_g_aig_d10,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+abc_g_aig_d10,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex267/verilog/ex267_udiv_hybrid_top2_deep_abc_g_aig_d10.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig_d10.aig,1,1,340,12,4080,2651,1.539042,0,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/results/candidates.csv,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig_d10.aig,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=abc_g_aig_d10
ex267,ex267_udiv_hybrid_top2_deep_abc_g_aig_d12,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+abc_g_aig_d12,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex267/verilog/ex267_udiv_hybrid_top2_deep_abc_g_aig_d12.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig_d12.aig,1,1,340,12,4080,2651,1.539042,0,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/results/candidates.csv,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig_d12.aig,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=abc_g_aig_d12
