case,input_width,input_order,output_order,lookahead,best_exact_output_prefix,worst_conflicts,majority_match_ratio,prefix_conflicts_keys,input_order_bits,output_order_bits
ex286,13,natural,natural,0,0,3942,0.291598,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:3942:4096;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,natural,natural,1,0,3942,0.368267,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:3942:4096;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,natural,natural,2,0,3942,0.443735,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:3942:4096;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,natural,natural,3,0,3942,0.518348,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:3942:4096;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,natural,natural,4,0,3794,0.591994,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:3794:4096;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,natural,natural,6,0,3794,0.730779,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:3794:4096;7:13:0:8192;8:13:0:8192;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,natural,reverse,0,0,3955,0.288715,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:3955:4096;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,natural,reverse,1,0,3955,0.367450,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:3955:4096;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,natural,reverse,2,0,3955,0.442533,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:3955:4096;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,natural,reverse,3,0,3955,0.517475,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:3955:4096;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,natural,reverse,4,0,3792,0.591966,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:3792:4096;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,natural,reverse,6,0,3792,0.731718,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:3792:4096;7:13:0:8192;8:13:0:8192;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,natural,center,0,0,3942,0.307364,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:3942:4096;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,natural,center,1,0,3801,0.385104,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:3801:4096;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,natural,center,2,0,3801,0.462431,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:3801:4096;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,natural,center,3,0,3801,0.539936,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:3801:4096;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,natural,center,4,0,3801,0.616906,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:3801:4096;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,natural,center,6,0,3304,0.761193,1:7:128:128;2:8:254:256;3:9:508:512;4:10:1015:1024;5:11:2040:2048;6:12:3304:4096;7:13:0:8192;8:13:0:8192;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,natural,onehot_slot,0,0,4096,0.286771,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,natural,onehot_slot,1,0,3933,0.365864,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:3933:4096;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,natural,onehot_slot,2,0,3933,0.442176,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:3933:4096;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,natural,onehot_slot,3,0,3933,0.517278,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:3933:4096;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,natural,onehot_slot,4,0,3933,0.592210,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:3933:4096;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,natural,onehot_slot,6,0,3583,0.733924,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2046:2048;6:12:3583:4096;7:13:0:8192;8:13:0:8192;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,0:1:2:3:4:5:6:7:8:9:10:11:12,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,reverse,natural,0,0,4096,0.306650,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,reverse,natural,1,0,4096,0.383545,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,reverse,natural,2,0,4092,0.458130,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4092:4096;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,reverse,natural,3,0,4085,0.531560,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4085:4096;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,reverse,natural,4,0,4071,0.602511,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2047:2048;8:12:4071:4096;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,reverse,natural,6,0,3941,0.736572,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2021:2048;6:12:3941:4096;7:13:0:8192;8:13:0:8192;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,reverse,reverse,0,0,4090,0.306950,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4090:4096;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,reverse,reverse,1,0,4087,0.384212,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4087:4096;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,reverse,reverse,2,0,4086,0.458890,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4086:4096;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,reverse,reverse,3,0,4083,0.530865,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4083:4096;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,reverse,reverse,4,0,4076,0.600839,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2047:2048;8:12:4076:4096;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,reverse,reverse,6,0,3969,0.735784,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2034:2048;6:12:3969:4096;7:13:0:8192;8:13:0:8192;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,reverse,center,0,0,4096,0.277992,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,reverse,center,1,0,4090,0.352802,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4090:4096;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,reverse,center,2,0,4090,0.428232,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4090:4096;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,reverse,center,3,0,4080,0.503258,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4080:4096;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,reverse,center,4,0,4063,0.577928,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4063:4096;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,reverse,center,6,0,4033,0.722628,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4033:4096;7:13:0:8192;8:13:0:8192;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,reverse,onehot_slot,0,0,4096,0.304781,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,reverse,onehot_slot,1,0,4096,0.385188,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,reverse,onehot_slot,2,0,4082,0.462017,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4082:4096;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,reverse,onehot_slot,3,0,4054,0.535701,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4054:4096;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,reverse,onehot_slot,4,0,4054,0.605995,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4054:4096;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,reverse,onehot_slot,6,0,3992,0.737239,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2042:2048;6:12:3992:4096;7:13:0:8192;8:13:0:8192;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,12:11:10:9:8:7:6:5:4:3:2:1:0,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,center,natural,0,0,3942,0.278311,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:3942:4096;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,center,natural,1,0,3942,0.357863,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:3942:4096;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,center,natural,2,0,3942,0.435059,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:3942:4096;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,center,natural,3,0,3942,0.511137,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:3942:4096;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,center,natural,4,0,3794,0.585017,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2046:2048;8:12:3794:4096;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,center,natural,6,0,3794,0.722825,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2045:2048;6:12:3794:4096;7:13:0:8192;8:13:0:8192;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,0:1:2:3:4:5:6:7:8:9:10:11:12
ex286,13,center,reverse,0,0,3955,0.278809,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:3955:4096;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,center,reverse,1,0,3955,0.356821,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:3955:4096;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,center,reverse,2,0,3955,0.434401,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:3955:4096;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,center,reverse,3,0,3955,0.510799,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:3955:4096;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,center,reverse,4,0,3792,0.585440,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:3792:4096;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,center,reverse,6,0,3792,0.722553,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2045:2048;6:12:3792:4096;7:13:0:8192;8:13:0:8192;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,12:11:10:9:8:7:6:5:4:3:2:1:0
ex286,13,center,center,0,0,3942,0.296265,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:3942:4096;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,center,center,1,0,3801,0.375169,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:3801:4096;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,center,center,2,0,3801,0.452055,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:3801:4096;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,center,center,3,0,3801,0.525879,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:3801:4096;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,center,center,4,0,3801,0.598295,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:3801:4096;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,center,center,6,0,3304,0.744094,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2043:2048;6:12:3304:4096;7:13:0:8192;8:13:0:8192;9:13:0:8192;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,6:5:7:4:8:3:9:2:10:1:11:0:12
ex286,13,center,onehot_slot,0,0,4096,0.283579,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,center,onehot_slot,1,0,3933,0.362530,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2046:2048;11:12:3933:4096;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,center,onehot_slot,2,0,3933,0.438646,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2046:2048;10:12:3933:4096;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,11:9:8:10:1:3:0:12:2:6:7:4:5
ex286,13,center,onehot_slot,3,0,3933,0.514827,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2046:2048;9:12:3933:4096;10:13:0:8192;11:13:0:8192;12:13:0:8192;13:13:0:8192,6:5:7:4:8:3:9:2:10:1:11:0:12,11:9:8:10:1:3:0:12:2:6:7:4:5
