case,target,family,name,matches,total_rows,exact,key_count,notes
ex287,pair_count_3,single,mn4_5:v,8736,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,single,mn4_5:mod3,8736,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,single,mn4_5:clip2,8736,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,single,sc3_6:v,8704,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,single,sc3_6:mod3,8704,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,single,sc3_6:clip2,8704,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,single,mx5_6:v,8704,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,single,mx5_6:mod3,8704,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,single,mx5_6:clip2,8704,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,single,mx3_5:v,8704,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,single,mx3_5:mod3,8704,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,single,mx3_5:clip2,8704,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,pair,sc3_6:c5,9216,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,pair,sc3_6:s5,9216,16384,0,10,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,pair,mn4_5:sc3_6,9184,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,pair,sc3_6:mx5_6,9088,16384,0,8,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,pair,sc3_6:mx3_5,9088,16384,0,8,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,pair,mx5_6:sc2_4,8992,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,pair,mx3_5:sc2_4,8992,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,pair,s5:sc2_4,8968,16384,0,12,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,pair,sc3_6:mx1_5,8960,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,pair,mn4_5:sc2_4,8928,16384,0,6,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,pair,c5:sc2_4,8928,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_3,pair,sc2_4:mx1_5,8888,16384,0,9,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,single,mn2_4:v,8342,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,single,mn2_4:mod3,8342,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
ex287,pair_count_4,single,mn2_4:clip2,8342,16384,0,3,buckets=7; selectors=xor6_7:xor8_9:raw13:raw12
