case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_wallace_square_outside_hcla4_default,unsigned_square_x_times_x,wallace_square_outside_hcla4+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_hcla4_default.aig,1,1,1,232,20,4640,2076,2.235067,0,0,0.300,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla4; flow=default
ex272,ex272_square_wallace_square_outside_hcla4_default,unsigned_square_x_times_x,wallace_square_outside_hcla4+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla4_default.aig,1,1,1,709,32,22688,10880,2.085294,0,0,0.394,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla4; flow=default
ex272,ex272_square_wallace_square_outside_hcla4_wreduce_default,unsigned_square_x_times_x,wallace_square_outside_hcla4+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla4_wreduce_default.aig,1,1,1,698,32,22336,10880,2.052941,0,0,0.409,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla4; flow=wreduce_default
ex272,ex272_square_wallace_square_outside_hcla4_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside_hcla4+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla4_no_internal_abc.aig,1,1,1,751,39,29289,10880,2.692004,0,0,0.289,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla4; flow=no_internal_abc
ex272,ex272_square_wallace_square_outside_hcla4_wreduce_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside_hcla4+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla4_wreduce_no_internal_abc.aig,1,1,1,751,39,29289,10880,2.692004,0,0,0.309,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla4; flow=wreduce_no_internal_abc
ex272,ex272_square_wallace_square_outside_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla4_abc_g_aig.aig,1,1,1,521,32,16672,10880,1.532353,0,0,2.026,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla4; flow=abc_g_aig
ex272,ex272_square_wallace_square_outside_hcla6_default,unsigned_square_x_times_x,wallace_square_outside_hcla6+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla6_default.aig,1,1,1,673,32,21536,10880,1.979412,0,0,1.664,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla6; flow=default
ex272,ex272_square_wallace_square_outside_hcla6_wreduce_default,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla6_wreduce_default.aig,1,1,1,679,32,21728,10880,1.997059,0,0,0.423,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla6; flow=wreduce_default
ex272,ex272_square_wallace_square_outside_hcla6_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside_hcla6+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla6_no_internal_abc.aig,1,1,1,739,38,28082,10880,2.581066,0,0,0.287,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla6; flow=no_internal_abc
ex272,ex272_square_wallace_square_outside_hcla6_wreduce_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla6_wreduce_no_internal_abc.aig,1,1,1,739,38,28082,10880,2.581066,0,0,0.303,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla6; flow=wreduce_no_internal_abc
ex272,ex272_square_wallace_square_outside_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_hcla6_abc_g_aig.aig,1,1,1,524,32,16768,10880,1.541176,0,0,0.385,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_hcla6; flow=abc_g_aig
ex272,ex272_square_wallace_square_outside_default,unsigned_square_x_times_x,wallace_square_outside+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_default.aig,1,1,1,674,37,24938,10880,2.292096,0,0,0.356,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside; flow=default
ex272,ex272_square_wallace_square_outside_wreduce_default,unsigned_square_x_times_x,wallace_square_outside+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_wreduce_default.aig,1,1,1,674,37,24938,10880,2.292096,0,0,0.368,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside; flow=wreduce_default
ex272,ex272_square_wallace_square_outside_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_no_internal_abc.aig,1,1,1,654,41,26814,10880,2.464522,0,0,0.268,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside; flow=no_internal_abc
ex272,ex272_square_wallace_square_outside_wreduce_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_wreduce_no_internal_abc.aig,1,1,1,654,41,26814,10880,2.464522,0,0,0.279,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside; flow=wreduce_no_internal_abc
ex272,ex272_square_wallace_square_outside_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_abc_g_aig.aig,1,1,1,494,37,18278,10880,1.679963,0,0,0.347,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside; flow=abc_g_aig
ex272,ex272_square_dadda_square_hcla4_default,unsigned_square_x_times_x,dadda_square_hcla4+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_dadda_square_hcla4_default.aig,1,1,1,717,33,23661,10880,2.174724,0,0,0.405,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=dadda_square_hcla4; flow=default
ex272,ex272_square_dadda_square_hcla4_wreduce_default,unsigned_square_x_times_x,dadda_square_hcla4+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_dadda_square_hcla4_wreduce_default.aig,1,1,1,730,32,23360,10880,2.147059,0,0,0.425,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=dadda_square_hcla4; flow=wreduce_default
ex272,ex272_square_dadda_square_hcla4_no_internal_abc,unsigned_square_x_times_x,dadda_square_hcla4+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_dadda_square_hcla4_no_internal_abc.aig,1,1,1,751,39,29289,10880,2.692004,0,0,0.293,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=dadda_square_hcla4; flow=no_internal_abc
ex272,ex272_square_dadda_square_hcla4_wreduce_no_internal_abc,unsigned_square_x_times_x,dadda_square_hcla4+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_dadda_square_hcla4_wreduce_no_internal_abc.aig,1,1,1,751,39,29289,10880,2.692004,0,0,0.327,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=dadda_square_hcla4; flow=wreduce_no_internal_abc
ex272,ex272_square_dadda_square_hcla4_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla4+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_dadda_square_hcla4_abc_g_aig.aig,1,1,1,550,33,18150,10880,1.668199,0,0,0.400,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=dadda_square_hcla4; flow=abc_g_aig
ex272,ex272_square_dadda_square_hcla6_default,unsigned_square_x_times_x,dadda_square_hcla6+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_dadda_square_hcla6_default.aig,1,1,1,715,32,22880,10880,2.102941,0,0,0.405,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=dadda_square_hcla6; flow=default
ex272,ex272_square_dadda_square_hcla6_wreduce_default,unsigned_square_x_times_x,dadda_square_hcla6+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_dadda_square_hcla6_wreduce_default.aig,1,1,1,718,33,23694,10880,2.177757,0,0,0.419,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=dadda_square_hcla6; flow=wreduce_default
ex272,ex272_square_dadda_square_hcla6_no_internal_abc,unsigned_square_x_times_x,dadda_square_hcla6+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_dadda_square_hcla6_no_internal_abc.aig,1,1,1,739,38,28082,10880,2.581066,0,0,0.287,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=dadda_square_hcla6; flow=no_internal_abc
ex272,ex272_square_dadda_square_hcla6_wreduce_no_internal_abc,unsigned_square_x_times_x,dadda_square_hcla6+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_dadda_square_hcla6_wreduce_no_internal_abc.aig,1,1,1,739,38,28082,10880,2.581066,0,0,0.308,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=dadda_square_hcla6; flow=wreduce_no_internal_abc
ex272,ex272_square_dadda_square_hcla6_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla6+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/verilog/ex272_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex272/aigs/ex272_square_dadda_square_hcla6_abc_g_aig.aig,1,1,1,547,32,17504,10880,1.608824,0,0,0.395,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=dadda_square_hcla6; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_hcla4_default,unsigned_square_x_times_x,wallace_square_outside_hcla4+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla4_default.aig,1,1,1,992,41,40672,15078,2.697440,0,0,0.792,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla4; flow=default
ex273,ex273_square_wallace_square_outside_hcla4_wreduce_default,unsigned_square_x_times_x,wallace_square_outside_hcla4+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla4_wreduce_default.aig,1,1,1,937,40,37480,15078,2.485741,0,0,0.825,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla4; flow=wreduce_default
ex273,ex273_square_wallace_square_outside_hcla4_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside_hcla4+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla4_no_internal_abc.aig,1,1,1,1046,45,47070,15078,3.121767,0,0,0.655,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla4; flow=no_internal_abc
ex273,ex273_square_wallace_square_outside_hcla4_wreduce_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside_hcla4+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla4_wreduce_no_internal_abc.aig,1,1,1,1046,45,47070,15078,3.121767,0,0,0.675,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla4; flow=wreduce_no_internal_abc
ex273,ex273_square_wallace_square_outside_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla4_abc_g_aig.aig,1,1,1,721,41,29561,15078,1.960539,0,0,0.773,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla4; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_hcla6_default,unsigned_square_x_times_x,wallace_square_outside_hcla6+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla6_default.aig,1,1,1,980,42,41160,15078,2.729805,0,0,0.792,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla6; flow=default
ex273,ex273_square_wallace_square_outside_hcla6_wreduce_default,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla6_wreduce_default.aig,1,1,1,928,42,38976,15078,2.584958,0,0,0.839,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla6; flow=wreduce_default
ex273,ex273_square_wallace_square_outside_hcla6_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside_hcla6+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla6_no_internal_abc.aig,1,1,1,1034,45,46530,15078,3.085953,0,0,0.640,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla6; flow=no_internal_abc
ex273,ex273_square_wallace_square_outside_hcla6_wreduce_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla6_wreduce_no_internal_abc.aig,1,1,1,1034,45,46530,15078,3.085953,0,0,0.670,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla6; flow=wreduce_no_internal_abc
ex273,ex273_square_wallace_square_outside_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla6_abc_g_aig.aig,1,1,1,719,41,29479,15078,1.955100,0,0,0.770,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla6; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_default,unsigned_square_x_times_x,wallace_square_outside+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_default.aig,1,1,1,968,44,42592,15078,2.824778,0,0,0.724,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside; flow=default
ex273,ex273_square_wallace_square_outside_wreduce_default,unsigned_square_x_times_x,wallace_square_outside+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_wreduce_default.aig,1,1,1,968,44,42592,15078,2.824778,0,0,0.726,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside; flow=wreduce_default
ex273,ex273_square_wallace_square_outside_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_no_internal_abc.aig,1,1,1,919,49,45031,15078,2.986537,0,0,0.596,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside; flow=no_internal_abc
ex273,ex273_square_wallace_square_outside_wreduce_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_wreduce_no_internal_abc.aig,1,1,1,919,49,45031,15078,2.986537,0,0,0.611,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside; flow=wreduce_no_internal_abc
ex273,ex273_square_wallace_square_outside_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_abc_g_aig.aig,1,1,1,702,44,30888,15078,2.048548,0,0,0.726,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside; flow=abc_g_aig
ex273,ex273_square_dadda_square_hcla4_default,unsigned_square_x_times_x,dadda_square_hcla4+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_dadda_square_hcla4_default.aig,1,1,1,985,44,43340,15078,2.874387,0,0,0.788,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=dadda_square_hcla4; flow=default
ex273,ex273_square_dadda_square_hcla4_wreduce_default,unsigned_square_x_times_x,dadda_square_hcla4+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_dadda_square_hcla4_wreduce_default.aig,1,1,1,997,43,42871,15078,2.843282,0,0,0.822,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=dadda_square_hcla4; flow=wreduce_default
ex273,ex273_square_dadda_square_hcla4_no_internal_abc,unsigned_square_x_times_x,dadda_square_hcla4+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_dadda_square_hcla4_no_internal_abc.aig,1,1,1,1046,45,47070,15078,3.121767,0,0,0.641,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=dadda_square_hcla4; flow=no_internal_abc
ex273,ex273_square_dadda_square_hcla4_wreduce_no_internal_abc,unsigned_square_x_times_x,dadda_square_hcla4+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_dadda_square_hcla4_wreduce_no_internal_abc.aig,1,1,1,1046,45,47070,15078,3.121767,0,0,0.654,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=dadda_square_hcla4; flow=wreduce_no_internal_abc
ex273,ex273_square_dadda_square_hcla4_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla4+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_dadda_square_hcla4_abc_g_aig.aig,1,1,1,738,44,32472,15078,2.153601,0,0,0.785,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=dadda_square_hcla4; flow=abc_g_aig
ex273,ex273_square_dadda_square_hcla6_default,unsigned_square_x_times_x,dadda_square_hcla6+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_dadda_square_hcla6_default.aig,1,1,1,997,45,44865,15078,2.975527,0,0,0.779,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=dadda_square_hcla6; flow=default
ex273,ex273_square_dadda_square_hcla6_wreduce_default,unsigned_square_x_times_x,dadda_square_hcla6+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_dadda_square_hcla6_wreduce_default.aig,1,1,1,964,44,42416,15078,2.813105,0,0,0.830,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=dadda_square_hcla6; flow=wreduce_default
ex273,ex273_square_dadda_square_hcla6_no_internal_abc,unsigned_square_x_times_x,dadda_square_hcla6+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_dadda_square_hcla6_no_internal_abc.aig,1,1,1,1034,45,46530,15078,3.085953,0,0,0.636,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=dadda_square_hcla6; flow=no_internal_abc
ex273,ex273_square_dadda_square_hcla6_wreduce_no_internal_abc,unsigned_square_x_times_x,dadda_square_hcla6+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_dadda_square_hcla6_wreduce_no_internal_abc.aig,1,1,1,1034,45,46530,15078,3.085953,0,0,0.702,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=dadda_square_hcla6; flow=wreduce_no_internal_abc
ex273,ex273_square_dadda_square_hcla6_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla6+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/verilog/ex273_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex273/aigs/ex273_square_dadda_square_hcla6_abc_g_aig.aig,1,1,1,743,45,33435,15078,2.217469,0,0,0.830,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=dadda_square_hcla6; flow=abc_g_aig
