case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_split_delta_pred_default_raw,1,193,28,5404,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/verilog/ex249_split_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/aigs/ex249_ex249_split_delta_pred_default_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_split_delta_pred_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_default_raw.abc.log; synth_sec=0.192; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_synth_preset_compress2rs_area,1,168,28,4704,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_synth_preset_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_synth_preset_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_synth_preset_compress2rs_area.abc.log; synth_sec=0.298; abc_sec=0.081; eval_sec=0.437
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_default_raw,1,186,30,5580,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_default_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_raw.abc.log; synth_sec=0.187; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_default_resyn2rs_area,1,172,27,4644,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_default_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_resyn2rs_area.abc.log; synth_sec=0.187; abc_sec=0.077; eval_sec=0.441
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_default_compress2rs_area,1,172,28,4816,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_default_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_compress2rs_area.abc.log; synth_sec=0.187; abc_sec=0.084; eval_sec=0.439
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_extra_share_raw,1,189,29,5481,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_extra_share_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_raw.abc.log; synth_sec=0.187; abc_sec=0.000; eval_sec=0.443
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_extra_share_resyn2rs_area,1,169,28,4732,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_extra_share_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_resyn2rs_area.abc.log; synth_sec=0.187; abc_sec=0.085; eval_sec=0.440
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_extra_share_compress2rs_area,1,169,29,4901,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_extra_share_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_compress2rs_area.abc.log; synth_sec=0.187; abc_sec=0.079; eval_sec=0.442
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_abc_g_aig_raw,1,174,30,5220,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.abc.log; synth_sec=0.186; abc_sec=0.000; eval_sec=0.454
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_abc_g_aig_resyn2rs_area,1,172,27,4644,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_abc_g_aig_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_resyn2rs_area.abc.log; synth_sec=0.186; abc_sec=0.082; eval_sec=0.443
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_abc_g_aig_compress2rs_area,1,172,28,4816,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_abc_g_aig_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_compress2rs_area.abc.log; synth_sec=0.186; abc_sec=0.077; eval_sec=0.447
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_synth_preset_raw,1,176,29,5104,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_synth_preset_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_raw.abc.log; synth_sec=0.288; abc_sec=0.000; eval_sec=0.439
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_synth_preset_resyn2rs_area,1,169,28,4732,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_synth_preset_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_resyn2rs_area.abc.log; synth_sec=0.288; abc_sec=0.076; eval_sec=0.437
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_synth_preset_compress2rs_area,1,169,30,5070,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_synth_preset_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_compress2rs_area.abc.log; synth_sec=0.288; abc_sec=0.079; eval_sec=0.440
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_default_raw,1,180,30,5400,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_default_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_raw.abc.log; synth_sec=0.196; abc_sec=0.000; eval_sec=0.443
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_default_resyn2rs_area,1,169,28,4732,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_default_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_resyn2rs_area.abc.log; synth_sec=0.196; abc_sec=0.077; eval_sec=0.437
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_default_compress2rs_area,1,167,30,5010,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_default_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_compress2rs_area.abc.log; synth_sec=0.196; abc_sec=0.076; eval_sec=0.449
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_extra_share_raw,1,202,30,6060,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_extra_share_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_raw.abc.log; synth_sec=0.222; abc_sec=0.000; eval_sec=0.443
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_extra_share_resyn2rs_area,1,171,28,4788,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_extra_share_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_resyn2rs_area.abc.log; synth_sec=0.222; abc_sec=0.079; eval_sec=0.442
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_extra_share_compress2rs_area,1,171,28,4788,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_extra_share_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_compress2rs_area.abc.log; synth_sec=0.222; abc_sec=0.079; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_abc_g_aig_raw,1,170,30,5100,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.abc.log; synth_sec=0.185; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_abc_g_aig_resyn2rs_area,1,169,28,4732,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_abc_g_aig_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_resyn2rs_area.abc.log; synth_sec=0.185; abc_sec=0.081; eval_sec=0.440
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_abc_g_aig_compress2rs_area,1,167,30,5010,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_abc_g_aig_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_compress2rs_area.abc.log; synth_sec=0.185; abc_sec=0.080; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_synth_preset_raw,1,186,30,5580,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_synth_preset_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_raw.abc.log; synth_sec=0.301; abc_sec=0.000; eval_sec=0.436
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_synth_preset_resyn2rs_area,1,168,29,4872,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_synth_preset_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_resyn2rs_area.abc.log; synth_sec=0.301; abc_sec=0.077; eval_sec=0.441
