case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_radix4_prio_abc_g_aig,unsigned_floor_isqrt,radix4_prio+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex275/verilog/ex275_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex275/aigs/ex275_isqrt_radix4_prio_abc_g_aig.aig,1,1,1,52,13,676,204,3.313725,0,0,0.267,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=radix4_prio; flow=abc_g_aig
ex276,ex276_isqrt_bdd_swapmsb_synth_preset,unsigned_floor_isqrt,bdd_swapmsb+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_bdd_swapmsb_synth_preset.aig,1,1,1,106,11,1166,632,1.844937,0,0,0.309,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_swapmsb; flow=synth_preset
ex276,ex276_isqrt_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_abc_g_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.211,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=abc_g_aig
ex276,ex276_isqrt_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.221,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_reverse_arith_wreduce_aig,unsigned_floor_isqrt,bdd_reverse+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_arith_wreduce_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.231,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_reverse_synth_preset,unsigned_floor_isqrt,bdd_reverse+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_synth_preset.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.294,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=synth_preset
ex276,ex276_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.309,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=abc_g_aig
ex276,ex276_isqrt_prefix3_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_wreduce_abc_g_aig.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.308,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix3_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_arith_wreduce_aig.aig,1,1,1,106,11,1166,632,1.844937,0,0,0.333,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix3_range_synth_preset,unsigned_floor_isqrt,prefix3_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_synth_preset.aig,1,1,1,107,11,1177,632,1.862342,0,0,0.372,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=synth_preset
ex276,ex276_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,132,9,1188,632,1.879747,0,0,0.277,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=abc_g_aig
ex276,ex276_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,133,10,1330,632,2.104430,0,0,0.258,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,132,9,1188,632,1.879747,0,0,0.283,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_prefix5_range_synth_preset.aig,1,1,1,125,10,1250,632,1.977848,0,0,0.350,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=synth_preset
ex276,ex276_isqrt_prefix6_range_abc_g_aig,unsigned_floor_isqrt,prefix6_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_range_abc_g_aig.aig,1,1,1,153,10,1530,632,2.420886,0,0,0.352,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_range; flow=abc_g_aig
ex276,ex276_isqrt_prefix6_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix6_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_range_wreduce_abc_g_aig.aig,1,1,1,148,10,1480,632,2.341772,0,0,0.329,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_range; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix6_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix6_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_range_arith_wreduce_aig.aig,1,1,1,148,10,1480,632,2.341772,0,0,0.395,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_range; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix6_range_synth_preset,unsigned_floor_isqrt,prefix6_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_prefix6_range_synth_preset.aig,1,1,1,149,11,1639,632,2.593354,0,0,0.408,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix6_range; flow=synth_preset
ex277,ex277_isqrt_radix4_prio_abc_g_aig,unsigned_floor_isqrt,radix4_prio+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_radix4_prio_abc_g_aig.aig,1,1,1,161,25,4025,1980,2.032828,0,0,0.381,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_prio; flow=abc_g_aig
ex277,ex277_isqrt_radix4_prio_wreduce_abc_g_aig,unsigned_floor_isqrt,radix4_prio+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_radix4_prio_wreduce_abc_g_aig.aig,1,1,1,161,26,4186,1980,2.114141,0,0,0.392,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_prio; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_radix4_prio_arith_wreduce_aig,unsigned_floor_isqrt,radix4_prio+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_radix4_prio_arith_wreduce_aig.aig,1,1,1,161,26,4186,1980,2.114141,0,0,0.389,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_prio; flow=arith_wreduce_aig
ex277,ex277_isqrt_radix4_prio_synth_preset,unsigned_floor_isqrt,radix4_prio+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_radix4_prio_synth_preset.aig,1,1,1,161,25,4025,1980,2.032828,0,0,0.434,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_prio; flow=synth_preset
ex277,ex277_isqrt_radix8_prio_abc_g_aig,unsigned_floor_isqrt,radix8_prio+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_radix8_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_radix8_prio_abc_g_aig.aig,1,1,1,194,22,4268,1980,2.155556,0,0,0.441,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix8_prio; flow=abc_g_aig
ex277,ex277_isqrt_radix8_prio_wreduce_abc_g_aig,unsigned_floor_isqrt,radix8_prio+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_radix8_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_radix8_prio_wreduce_abc_g_aig.aig,1,1,1,196,24,4704,1980,2.375758,0,0,0.427,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix8_prio; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_radix8_prio_arith_wreduce_aig,unsigned_floor_isqrt,radix8_prio+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_radix8_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_radix8_prio_arith_wreduce_aig.aig,1,1,1,197,26,5122,1980,2.586869,0,0,0.447,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix8_prio; flow=arith_wreduce_aig
ex277,ex277_isqrt_radix8_prio_synth_preset,unsigned_floor_isqrt,radix8_prio+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_radix8_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_radix8_prio_synth_preset.aig,1,1,1,191,21,4011,1980,2.025758,0,0,0.490,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix8_prio; flow=synth_preset
ex277,ex277_isqrt_radix16_prio_abc_g_aig,unsigned_floor_isqrt,radix16_prio+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_radix16_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_radix16_prio_abc_g_aig.aig,1,1,1,231,26,6006,1980,3.033333,0,0,0.589,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix16_prio; flow=abc_g_aig
ex277,ex277_isqrt_radix16_prio_wreduce_abc_g_aig,unsigned_floor_isqrt,radix16_prio+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_radix16_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_radix16_prio_wreduce_abc_g_aig.aig,1,1,1,230,26,5980,1980,3.020202,0,0,0.531,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix16_prio; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_radix16_prio_arith_wreduce_aig,unsigned_floor_isqrt,radix16_prio+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_radix16_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_radix16_prio_arith_wreduce_aig.aig,1,1,1,232,26,6032,1980,3.046465,0,0,0.532,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix16_prio; flow=arith_wreduce_aig
ex277,ex277_isqrt_radix16_prio_synth_preset,unsigned_floor_isqrt,radix16_prio+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_radix16_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_radix16_prio_synth_preset.aig,1,1,1,225,25,5625,1980,2.840909,0,0,0.560,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix16_prio; flow=synth_preset
ex277,ex277_isqrt_bdd_swapmsb_abc_g_aig,unsigned_floor_isqrt,bdd_swapmsb+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_bdd_swapmsb_abc_g_aig.aig,1,1,1,251,15,3765,1980,1.901515,0,0,0.253,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_swapmsb; flow=abc_g_aig
ex277,ex277_isqrt_bdd_swapmsb_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_swapmsb+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_bdd_swapmsb_wreduce_abc_g_aig.aig,1,1,1,251,15,3765,1980,1.901515,0,0,0.255,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_swapmsb; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_bdd_swapmsb_arith_wreduce_aig,unsigned_floor_isqrt,bdd_swapmsb+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_bdd_swapmsb_arith_wreduce_aig.aig,1,1,1,251,15,3765,1980,1.901515,0,0,0.262,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_swapmsb; flow=arith_wreduce_aig
ex277,ex277_isqrt_bdd_swapmsb_synth_preset,unsigned_floor_isqrt,bdd_swapmsb+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_bdd_swapmsb_synth_preset.aig,1,1,1,241,15,3615,1980,1.825758,0,0,0.336,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_swapmsb; flow=synth_preset
ex277,ex277_isqrt_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_abc_g_aig.aig,1,1,1,252,17,4284,1980,2.163636,0,0,0.250,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=abc_g_aig
ex277,ex277_isqrt_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,252,17,4284,1980,2.163636,0,0,0.263,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_bdd_reverse_arith_wreduce_aig,unsigned_floor_isqrt,bdd_reverse+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_arith_wreduce_aig.aig,1,1,1,252,17,4284,1980,2.163636,0,0,0.261,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=arith_wreduce_aig
ex277,ex277_isqrt_bdd_reverse_synth_preset,unsigned_floor_isqrt,bdd_reverse+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_synth_preset.aig,1,1,1,243,15,3645,1980,1.840909,0,0,0.341,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=synth_preset
ex277,ex277_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,278,14,3892,1980,1.965657,0,0,0.503,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix3_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix3_range_wreduce_abc_g_aig.aig,1,1,1,272,14,3808,1980,1.923232,0,0,0.502,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix3_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix3_range_arith_wreduce_aig.aig,1,1,1,267,14,3738,1980,1.887879,0,0,0.526,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_range; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix3_range_synth_preset,unsigned_floor_isqrt,prefix3_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix3_range_synth_preset.aig,1,1,1,273,13,3549,1980,1.792424,0,0,0.592,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_range; flow=synth_preset
ex277,ex277_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,256,12,3072,1980,1.551515,0,0,0.372,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,256,12,3072,1980,1.551515,0,0,0.386,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,250,12,3000,1980,1.515152,0,0,0.385,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix5_range_synth_preset.aig,1,1,1,242,13,3146,1980,1.588889,0,0,0.455,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=synth_preset
ex277,ex277_isqrt_prefix6_range_abc_g_aig,unsigned_floor_isqrt,prefix6_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix6_range_abc_g_aig.aig,1,1,1,294,12,3528,1980,1.781818,0,0,0.395,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix6_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix6_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix6_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix6_range_wreduce_abc_g_aig.aig,1,1,1,286,11,3146,1980,1.588889,0,0,0.384,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix6_range; flow=wreduce_abc_g_aig
