case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_pfx3_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_pfx3+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex260/verilog/ex260_smul_baugh_wooley_wallace_pfx3.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex260/aigs/ex260_smul_baugh_wooley_wallace_pfx3_abc_g_aig.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.210,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_pfx3; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_pfx8_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_pfx8+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx8.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx8_synth_preset_d13.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.285,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx8; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_pfx8_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_pfx8+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/verilog/ex261_smul_baugh_wooley_wallace_pfx8.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_pfx8_synth_preset_d18.aig,1,1,1,156,21,3276,2041,1.605096,0,0,0.286,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_pfx8; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.253,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.263,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.337,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,1,164,18,2952,2041,1.446350,1,0,0.338,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_pfx3_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx3+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx3.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx3_abc_g_aig.aig,1,1,1,364,27,9828,6840,1.436842,1,0,0.521,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx3; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx3_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx3+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx3.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx3_wreduce_abc_g_aig.aig,1,1,1,364,27,9828,6840,1.436842,1,0,0.530,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx3; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx3_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_pfx3+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx3.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx3_synth_preset_d13.aig,1,1,1,362,27,9774,6840,1.428947,1,0,0.630,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx3; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx3_synth_preset_d18,signed low7_high7:a*b,baugh_wooley_wallace_pfx3+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx3.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx3_synth_preset_d18.aig,1,1,1,362,27,9774,6840,1.428947,1,0,0.630,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx3; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx4+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_abc_g_aig.aig,1,1,1,364,27,9828,6840,1.436842,1,0,0.501,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_wreduce_abc_g_aig.aig,1,1,1,368,26,9568,6840,1.398830,1,0,0.517,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_pfx4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d13.aig,1,1,1,358,28,10024,6840,1.465497,1,0,0.617,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d18,signed low7_high7:a*b,baugh_wooley_wallace_pfx4+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx4_synth_preset_d18.aig,1,1,1,358,28,10024,6840,1.465497,1,0,0.618,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_pfx5_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx5+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx5.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx5_abc_g_aig.aig,1,1,1,367,26,9542,6840,1.395029,1,0,0.512,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx5; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx5_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx5+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx5.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx5_wreduce_abc_g_aig.aig,1,1,1,367,25,9175,6840,1.341374,1,0,0.569,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx5; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx5_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_pfx5+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx5.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx5_synth_preset_d13.aig,1,1,1,368,25,9200,6840,1.345029,1,0,0.640,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx5; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx5_synth_preset_d18,signed low7_high7:a*b,baugh_wooley_wallace_pfx5+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx5.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx5_synth_preset_d18.aig,1,1,1,368,25,9200,6840,1.345029,1,0,0.645,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx5; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.542,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.545,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d13.aig,1,1,1,361,26,9386,6840,1.372222,1,0,0.685,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d18,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d18.aig,1,1,1,361,26,9386,6840,1.372222,1,0,0.727,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_pfx8_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx8+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx8.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx8_abc_g_aig.aig,1,1,1,344,30,10320,6840,1.508772,0,0,0.509,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx8; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx8_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx8+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx8.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx8_wreduce_abc_g_aig.aig,1,1,1,344,30,10320,6840,1.508772,0,0,0.607,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx8; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx8_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_pfx8+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx8.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx8_synth_preset_d13.aig,1,1,1,344,30,10320,6840,1.508772,0,0,0.826,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx8; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_pfx8_synth_preset_d18,signed low7_high7:a*b,baugh_wooley_wallace_pfx8+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx8.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx8_synth_preset_d18.aig,1,1,1,344,30,10320,6840,1.508772,0,0,0.750,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx8; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.791,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.562,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.717,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low7_high7:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/verilog/ex263_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.720,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_pfx3_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx3+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx3.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx3_abc_g_aig.aig,1,1,1,497,31,15407,9724,1.584430,0,0,1.918,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx3; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx3_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx3+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx3.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx3_wreduce_abc_g_aig.aig,1,1,1,496,30,14880,9724,1.530234,0,0,1.946,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx3; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx3_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_pfx3+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx3.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx3_synth_preset_d13.aig,1,1,1,496,30,14880,9724,1.530234,0,0,2.195,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx3; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_pfx3_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_pfx3+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx3.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx3_synth_preset_d18.aig,1,1,1,496,30,14880,9724,1.530234,0,0,2.143,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx3; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx4+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_abc_g_aig.aig,1,1,1,498,31,15438,9724,1.587618,0,0,1.953,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_wreduce_abc_g_aig.aig,1,1,1,497,31,15407,9724,1.584430,0,0,1.965,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_pfx4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d13.aig,1,1,1,497,32,15904,9724,1.635541,0,0,2.015,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_pfx4+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx4.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx4_synth_preset_d18.aig,1,1,1,497,32,15904,9724,1.635541,0,0,2.011,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx4; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_pfx5_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx5+abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx5.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx5_abc_g_aig.aig,1,1,1,495,31,15345,9724,1.578054,0,0,1.961,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx5; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx5_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx5+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx5.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx5_wreduce_abc_g_aig.aig,1,1,1,496,30,14880,9724,1.530234,0,0,2.007,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx5; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx5_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_pfx5+synth_preset_d13,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx5.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx5_synth_preset_d13.aig,1,1,1,496,30,14880,9724,1.530234,0,0,2.127,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx5; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_pfx5_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_pfx5+synth_preset_d18,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx5.v,student/work/ex260_ex264_frontend_smul_prefix_merge_20260609_0552/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx5_synth_preset_d18.aig,1,1,1,496,30,14880,9724,1.530234,0,0,2.044,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx5; flow=synth_preset_d18
