case,domain,run_id,stage,method_hint,method_signature,case_scope,summary_csv,best_adp,source_root,path,notes
ex211,bf16,ex200_ex219_backend_v3_ga_commandfix_20260613_1404,backend,backend_v3_ga_commandfix,ex211|backend|backend_v3_ga_commandfix,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3_ga_commandfix_20260613_1404,auto-indexed from existing artifacts
ex211,bf16,ex200_ex219_backend_v3b_bounded_20260613_2237,backend,backend_v3b_bounded,ex211|backend|backend_v3b_bounded,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3b_bounded_20260613_2237,auto-indexed from existing artifacts
ex211,bf16,ex200_ex219_backend_v3b_postpareto_20260613_1706,backend,backend_v3b_postpareto,ex211|backend|backend_v3b_postpareto,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3b_postpareto_20260613_1706,auto-indexed from existing artifacts
ex211,bf16,ex200_ex219_backend_v3b_postrefine_20260614_0116,backend,backend_v3b_postrefine,ex211|backend|backend_v3b_postrefine,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3b_postrefine_20260614_0116,auto-indexed from existing artifacts
ex211,bf16,ex210_ex214_frontend_bf16_semantic_20260606_1315,frontend,frontend_bf16_semantic,ex211|frontend|frontend_bf16_semantic,"ex210,ex211,ex212,ex213,ex214",,,student/work,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_portfolio_v1_full_20260610_1738,backend,backend_portfolio_v1_full,ex212|backend|backend_portfolio_v1_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_portfolio_v1_full_20260610_1738/results/summary.csv,2540,student/runs,student/runs/bf16/ex200_ex219_backend_portfolio_v1_full_20260610_1738/results/summary.csv,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753,backend,backend_portfolio_v2_cycles3_jobs16,ex212|backend|backend_portfolio_v2_cycles3_jobs16,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753/results/summary.csv,2223,student/runs,student/runs/bf16/ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753/results/summary.csv,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_portfolio_v2_full_20260610_2152,backend,backend_portfolio_v2_full,ex212|backend|backend_portfolio_v2_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_portfolio_v2_full_20260610_2152/results/summary.csv,2214,student/runs,student/runs/bf16/ex200_ex219_backend_portfolio_v2_full_20260610_2152/results/summary.csv,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_v3_ga_20260613_0956,backend,backend_v3_ga,ex212|backend|backend_v3_ga,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_v3_ga_20260613_0956/results/summary.csv,2169,student/runs,student/runs/bf16/ex200_ex219_backend_v3_ga_20260613_0956/results/summary.csv,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_v3_ga_commandfix_20260613_1404,backend,backend_v3_ga_commandfix,ex212|backend|backend_v3_ga_commandfix,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_v3_ga_commandfix_20260613_1404/results/summary.csv,2340,student/runs,student/runs/bf16/ex200_ex219_backend_v3_ga_commandfix_20260613_1404/results/summary.csv,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_current,frontend,current,ex212|frontend|current,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_current/results/summary.csv,3091,student/runs,student/runs/bf16/ex200_ex219_current/results/summary.csv,auto-indexed from existing artifacts
ex212,bf16,ex210_ex214_frontend_bf16_semantic_20260606_1315,frontend,frontend_bf16_semantic,ex212|frontend|frontend_bf16_semantic,"ex210,ex211,ex212,ex213,ex214",student/runs/bf16/ex210_ex214_frontend_bf16_semantic_20260606_1315/results/summary.csv,3091,student/runs,student/runs/bf16/ex210_ex214_frontend_bf16_semantic_20260606_1315/results/summary.csv,auto-indexed from existing artifacts
ex212,bf16,newseeds_backend_full_20260614_1420_bf16_feedback_short,backend,newseeds_backend_full_20260614_1420_bf16_feedback_short,ex212|backend|newseeds_backend_full_20260614_1420_bf16_feedback_short,,student/runs/bf16/newseeds_backend_full_20260614_1420_bf16_feedback_short/results/summary.csv,2340,student/runs,student/runs/bf16/newseeds_backend_full_20260614_1420_bf16_feedback_short/results/summary.csv,auto-indexed from existing artifacts
ex212,bf16,newseeds_backend_full_20260614_1420_bf16_v3a,backend,newseeds_backend_full_20260614_1420_bf16_v3a,ex212|backend|newseeds_backend_full_20260614_1420_bf16_v3a,,student/runs/bf16/newseeds_backend_full_20260614_1420_bf16_v3a/results/summary.csv,2385,student/runs,student/runs/bf16/newseeds_backend_full_20260614_1420_bf16_v3a/results/summary.csv,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_portfolio_v1_full_20260610_1738,backend,backend_portfolio_v1_full,ex212|backend|backend_portfolio_v1_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753_curr,backend,backend_portfolio_v2_cycles3_jobs16_20260611_0753_curr,ex212|backend|backend_portfolio_v2_cycles3_jobs16_20260611_0753_curr,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753_curr,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_portfolio_v2_full_20260610_1950,backend,backend_portfolio_v2_full,ex212|backend|backend_portfolio_v2_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_portfolio_v2_full_20260610_1950,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_portfolio_v2_full_20260610_2152,backend,backend_portfolio_v2_full,ex212|backend|backend_portfolio_v2_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_portfolio_v2_full_20260610_2152,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_v3_ga_20260613_0956,backend,backend_v3_ga,ex212|backend|backend_v3_ga,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3_ga_20260613_0956,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_v3_ga_commandfix_20260613_1404,backend,backend_v3_ga_commandfix,ex212|backend|backend_v3_ga_commandfix,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3_ga_commandfix_20260613_1404,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_v3b_bounded_20260613_2237,backend,backend_v3b_bounded,ex212|backend|backend_v3b_bounded,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3b_bounded_20260613_2237,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_v3b_postpareto_20260613_1706,backend,backend_v3b_postpareto,ex212|backend|backend_v3b_postpareto,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3b_postpareto_20260613_1706,auto-indexed from existing artifacts
ex212,bf16,ex200_ex219_backend_v3b_postrefine_20260614_0116,backend,backend_v3b_postrefine,ex212|backend|backend_v3b_postrefine,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3b_postrefine_20260614_0116,auto-indexed from existing artifacts
ex212,bf16,ex210_ex214_frontend_bf16_semantic_20260606_1315,frontend,frontend_bf16_semantic,ex212|frontend|frontend_bf16_semantic,"ex210,ex211,ex212,ex213,ex214",,,student/work,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315,auto-indexed from existing artifacts
ex212,bf16,ex212_backend_v3b_cone_smoke_20260613_1430,backend,backend_v3b_cone_smoke,ex212|backend|backend_v3b_cone_smoke,ex212,,,student/work,student/work/ex212_backend_v3b_cone_smoke_20260613_1430,auto-indexed from existing artifacts
ex212,bf16,ex212_backend_v3b_fragment_smoke_20260613_2151,backend,backend_v3b_fragment_smoke,ex212|backend|backend_v3b_fragment_smoke,ex212,,,student/work,student/work/ex212_backend_v3b_fragment_smoke_20260613_2151,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_portfolio_v1_full_20260610_1738,backend,backend_portfolio_v1_full,ex213|backend|backend_portfolio_v1_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_portfolio_v1_full_20260610_1738/results/summary.csv,3278,student/runs,student/runs/bf16/ex200_ex219_backend_portfolio_v1_full_20260610_1738/results/summary.csv,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753,backend,backend_portfolio_v2_cycles3_jobs16,ex213|backend|backend_portfolio_v2_cycles3_jobs16,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753/results/summary.csv,3090,student/runs,student/runs/bf16/ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753/results/summary.csv,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_portfolio_v2_full_20260610_2152,backend,backend_portfolio_v2_full,ex213|backend|backend_portfolio_v2_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_portfolio_v2_full_20260610_2152/results/summary.csv,3080,student/runs,student/runs/bf16/ex200_ex219_backend_portfolio_v2_full_20260610_2152/results/summary.csv,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_v3_ga_20260613_0956,backend,backend_v3_ga,ex213|backend|backend_v3_ga,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_v3_ga_20260613_0956/results/summary.csv,3030,student/runs,student/runs/bf16/ex200_ex219_backend_v3_ga_20260613_0956/results/summary.csv,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_v3_ga_commandfix_20260613_1404,backend,backend_v3_ga_commandfix,ex213|backend|backend_v3_ga_commandfix,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_v3_ga_commandfix_20260613_1404/results/summary.csv,3030,student/runs,student/runs/bf16/ex200_ex219_backend_v3_ga_commandfix_20260613_1404/results/summary.csv,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_current,frontend,current,ex213|frontend|current,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_current/results/summary.csv,3806,student/runs,student/runs/bf16/ex200_ex219_current/results/summary.csv,auto-indexed from existing artifacts
ex213,bf16,ex210_ex214_frontend_bf16_semantic_20260606_1315,frontend,frontend_bf16_semantic,ex213|frontend|frontend_bf16_semantic,"ex210,ex211,ex212,ex213,ex214",student/runs/bf16/ex210_ex214_frontend_bf16_semantic_20260606_1315/results/summary.csv,3806,student/runs,student/runs/bf16/ex210_ex214_frontend_bf16_semantic_20260606_1315/results/summary.csv,auto-indexed from existing artifacts
ex213,bf16,newseeds_backend_full_20260614_1420_bf16_feedback_short,backend,newseeds_backend_full_20260614_1420_bf16_feedback_short,ex213|backend|newseeds_backend_full_20260614_1420_bf16_feedback_short,,student/runs/bf16/newseeds_backend_full_20260614_1420_bf16_feedback_short/results/summary.csv,3070,student/runs,student/runs/bf16/newseeds_backend_full_20260614_1420_bf16_feedback_short/results/summary.csv,auto-indexed from existing artifacts
ex213,bf16,newseeds_backend_full_20260614_1420_bf16_v3a,backend,newseeds_backend_full_20260614_1420_bf16_v3a,ex213|backend|newseeds_backend_full_20260614_1420_bf16_v3a,,student/runs/bf16/newseeds_backend_full_20260614_1420_bf16_v3a/results/summary.csv,3070,student/runs,student/runs/bf16/newseeds_backend_full_20260614_1420_bf16_v3a/results/summary.csv,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_portfolio_v1_full_20260610_1738,backend,backend_portfolio_v1_full,ex213|backend|backend_portfolio_v1_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753_curr,backend,backend_portfolio_v2_cycles3_jobs16_20260611_0753_curr,ex213|backend|backend_portfolio_v2_cycles3_jobs16_20260611_0753_curr,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753_curr,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_portfolio_v2_full_20260610_1950,backend,backend_portfolio_v2_full,ex213|backend|backend_portfolio_v2_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_portfolio_v2_full_20260610_1950,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_portfolio_v2_full_20260610_2152,backend,backend_portfolio_v2_full,ex213|backend|backend_portfolio_v2_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_portfolio_v2_full_20260610_2152,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_v3_ga_20260613_0956,backend,backend_v3_ga,ex213|backend|backend_v3_ga,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3_ga_20260613_0956,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_v3_ga_commandfix_20260613_1404,backend,backend_v3_ga_commandfix,ex213|backend|backend_v3_ga_commandfix,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3_ga_commandfix_20260613_1404,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_v3b_bounded_20260613_2237,backend,backend_v3b_bounded,ex213|backend|backend_v3b_bounded,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3b_bounded_20260613_2237,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_v3b_postpareto_20260613_1706,backend,backend_v3b_postpareto,ex213|backend|backend_v3b_postpareto,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3b_postpareto_20260613_1706,auto-indexed from existing artifacts
ex213,bf16,ex200_ex219_backend_v3b_postrefine_20260614_0116,backend,backend_v3b_postrefine,ex213|backend|backend_v3b_postrefine,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3b_postrefine_20260614_0116,auto-indexed from existing artifacts
ex213,bf16,ex210_ex214_frontend_bf16_semantic_20260606_1315,frontend,frontend_bf16_semantic,ex213|frontend|frontend_bf16_semantic,"ex210,ex211,ex212,ex213,ex214",,,student/work,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_portfolio_v1_full_20260610_1738,backend,backend_portfolio_v1_full,ex214|backend|backend_portfolio_v1_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_portfolio_v1_full_20260610_1738/results/summary.csv,3223,student/runs,student/runs/bf16/ex200_ex219_backend_portfolio_v1_full_20260610_1738/results/summary.csv,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753,backend,backend_portfolio_v2_cycles3_jobs16,ex214|backend|backend_portfolio_v2_cycles3_jobs16,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753/results/summary.csv,2709,student/runs,student/runs/bf16/ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753/results/summary.csv,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_portfolio_v2_full_20260610_2152,backend,backend_portfolio_v2_full,ex214|backend|backend_portfolio_v2_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_portfolio_v2_full_20260610_2152/results/summary.csv,2709,student/runs,student/runs/bf16/ex200_ex219_backend_portfolio_v2_full_20260610_2152/results/summary.csv,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_v3_ga_20260613_0956,backend,backend_v3_ga,ex214|backend|backend_v3_ga,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_v3_ga_20260613_0956/results/summary.csv,2736,student/runs,student/runs/bf16/ex200_ex219_backend_v3_ga_20260613_0956/results/summary.csv,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_v3_ga_commandfix_20260613_1404,backend,backend_v3_ga_commandfix,ex214|backend|backend_v3_ga_commandfix,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_backend_v3_ga_commandfix_20260613_1404/results/summary.csv,2538,student/runs,student/runs/bf16/ex200_ex219_backend_v3_ga_commandfix_20260613_1404/results/summary.csv,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_current,frontend,current,ex214|frontend|current,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",student/runs/bf16/ex200_ex219_current/results/summary.csv,3707,student/runs,student/runs/bf16/ex200_ex219_current/results/summary.csv,auto-indexed from existing artifacts
ex214,bf16,ex210_ex214_frontend_bf16_semantic_20260606_1315,frontend,frontend_bf16_semantic,ex214|frontend|frontend_bf16_semantic,"ex210,ex211,ex212,ex213,ex214",student/runs/bf16/ex210_ex214_frontend_bf16_semantic_20260606_1315/results/summary.csv,3707,student/runs,student/runs/bf16/ex210_ex214_frontend_bf16_semantic_20260606_1315/results/summary.csv,auto-indexed from existing artifacts
ex214,bf16,newseeds_backend_full_20260614_1420_bf16_feedback_short,backend,newseeds_backend_full_20260614_1420_bf16_feedback_short,ex214|backend|newseeds_backend_full_20260614_1420_bf16_feedback_short,,student/runs/bf16/newseeds_backend_full_20260614_1420_bf16_feedback_short/results/summary.csv,2628,student/runs,student/runs/bf16/newseeds_backend_full_20260614_1420_bf16_feedback_short/results/summary.csv,auto-indexed from existing artifacts
ex214,bf16,newseeds_backend_full_20260614_1420_bf16_v3a,backend,newseeds_backend_full_20260614_1420_bf16_v3a,ex214|backend|newseeds_backend_full_20260614_1420_bf16_v3a,,student/runs/bf16/newseeds_backend_full_20260614_1420_bf16_v3a/results/summary.csv,2628,student/runs,student/runs/bf16/newseeds_backend_full_20260614_1420_bf16_v3a/results/summary.csv,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_portfolio_v1_full_20260610_1738,backend,backend_portfolio_v1_full,ex214|backend|backend_portfolio_v1_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753_curr,backend,backend_portfolio_v2_cycles3_jobs16_20260611_0753_curr,ex214|backend|backend_portfolio_v2_cycles3_jobs16_20260611_0753_curr,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_portfolio_v2_cycles3_jobs16_20260611_0753_curr,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_portfolio_v2_full_20260610_1950,backend,backend_portfolio_v2_full,ex214|backend|backend_portfolio_v2_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_portfolio_v2_full_20260610_1950,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_portfolio_v2_full_20260610_2152,backend,backend_portfolio_v2_full,ex214|backend|backend_portfolio_v2_full,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_portfolio_v2_full_20260610_2152,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_v3_ga_20260613_0956,backend,backend_v3_ga,ex214|backend|backend_v3_ga,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3_ga_20260613_0956,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_v3_ga_commandfix_20260613_1404,backend,backend_v3_ga_commandfix,ex214|backend|backend_v3_ga_commandfix,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3_ga_commandfix_20260613_1404,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_v3b_bounded_20260613_2237,backend,backend_v3b_bounded,ex214|backend|backend_v3b_bounded,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3b_bounded_20260613_2237,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_v3b_postpareto_20260613_1706,backend,backend_v3b_postpareto,ex214|backend|backend_v3b_postpareto,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3b_postpareto_20260613_1706,auto-indexed from existing artifacts
ex214,bf16,ex200_ex219_backend_v3b_postrefine_20260614_0116,backend,backend_v3b_postrefine,ex214|backend|backend_v3b_postrefine,"ex200,ex201,ex202,ex203,ex204,ex205,ex206,ex207,ex208,ex209,ex210,ex211,ex212,ex213,ex214,ex215,ex216,ex217,ex218,ex219",,,student/work,student/work/ex200_ex219_backend_v3b_postrefine_20260614_0116,auto-indexed from existing artifacts
ex214,bf16,ex210_ex214_frontend_bf16_semantic_20260606_1315,frontend,frontend_bf16_semantic,ex214|frontend|frontend_bf16_semantic,"ex210,ex211,ex212,ex213,ex214",,,student/work,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315,auto-indexed from existing artifacts
