case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high2_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg0_high2_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high2_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high2_node.aig,1,1,1,729,29,21141,0.870,transform=prefix_parity_reduce; threshold=0; group_mode=high2; order_metric=node; groups=2; direct_terms=0; residual_terms=932; direct_unique=0; davio_nodes=627; max_est_depth=15; orders=0:endpoint_rev:bits=0.1.2.3.4.5.6.7.8.9:nodes=184:depth=15:emit=516|1:rot3:bits=10.11:nodes=46:depth=14:emit=111; hash=420ec9645800,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low4_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg0_low4_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low4_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low4_depth.aig,1,1,1,730,34,24820,0.868,transform=prefix_parity_reduce; threshold=0; group_mode=low4; order_metric=depth; groups=2; direct_terms=0; residual_terms=932; direct_unique=0; davio_nodes=605; max_est_depth=14; orders=0:endpoint:bits=0.1.2.3:nodes=63:depth=11:emit=122|1:endpoint:bits=4.5.6.7.8.9.10.11:nodes=181:depth=14:emit=483; hash=2351841db048,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low5_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg0_low5_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low5_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low5_node.aig,1,1,1,667,36,24012,0.878,transform=prefix_parity_reduce; threshold=0; group_mode=low5; order_metric=node; groups=2; direct_terms=0; residual_terms=932; direct_unique=0; davio_nodes=597; max_est_depth=14; orders=0:center:bits=0.1.2.3.4:nodes=74:depth=14:emit=146|1:center:bits=5.6.7.8.9.10.11:nodes=171:depth=14:emit=451; hash=1c9a3ebb4330,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low5_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg0_low5_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low5_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_low5_depth.aig,1,1,1,732,33,24156,0.903,transform=prefix_parity_reduce; threshold=0; group_mode=low5; order_metric=depth; groups=2; direct_terms=0; residual_terms=932; direct_unique=0; davio_nodes=702; max_est_depth=14; orders=0:lsb:bits=0.1.2.3.4:nodes=97:depth=11:emit=251|1:center:bits=5.6.7.8.9.10.11:nodes=171:depth=14:emit=451; hash=e5bc69ad0181,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg0_perbit_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_node.aig,1,1,1,832,29,24128,0.918,transform=prefix_parity_reduce; threshold=0; group_mode=perbit; order_metric=node; groups=12; direct_terms=0; residual_terms=932; direct_unique=0; davio_nodes=707; max_est_depth=15; orders=0:endpoint:bits=0:nodes=8:depth=8:emit=12|1:endpoint:bits=1:nodes=20:depth=10:emit=31|2:endpoint:bits=2:nodes=25:depth=11:emit=40|3:rot3:bits=3:nodes=24:depth=15:emit=57|4:endpoint:bits=4:nodes=26:depth=12:emit=51|5:endpoint:bits=5:nodes=32:depth=11:emit=58|6:endpoint:bits=6:nodes=43:depth=12:emit=82|7:endpoint:bits=7:nodes=56:depth=13:emit=112|8:center:bits=8:nodes=46:depth=14:emit=87|9:center:bits=9:nodes=32:depth=14:emit=58|10:rot10:bits=10:nodes=25:depth=15:emit=61|11:rot3:bits=11:nodes=32:depth=14:emit=58; hash=e98826279417,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg0_perbit_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth.aig,1,1,1,793,27,21411,0.917,transform=prefix_parity_reduce; threshold=0; group_mode=perbit; order_metric=depth; groups=12; direct_terms=0; residual_terms=932; direct_unique=0; davio_nodes=750; max_est_depth=14; orders=0:center:bits=0:nodes=10:depth=7:emit=15|1:endpoint:bits=1:nodes=20:depth=10:emit=31|2:endpoint:bits=2:nodes=25:depth=11:emit=40|3:endpoint:bits=3:nodes=25:depth=10:emit=44|4:lsb:bits=4:nodes=34:depth=11:emit=85|5:endpoint:bits=5:nodes=32:depth=11:emit=58|6:endpoint:bits=6:nodes=43:depth=12:emit=82|7:endpoint:bits=7:nodes=56:depth=13:emit=112|8:center:bits=8:nodes=46:depth=14:emit=87|9:endpoint:bits=9:nodes=35:depth=13:emit=68|10:center:bits=10:nodes=28:depth=14:emit=54|11:rot7:bits=11:nodes=41:depth=13:emit=74; hash=3ade9fc5ae15,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high2_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_high2_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high2_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high2_node.aig,1,1,1,755,31,23405,0.886,transform=prefix_parity_reduce; threshold=1; group_mode=high2; order_metric=node; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=624; max_est_depth=15; orders=0:endpoint_rev:bits=0.1.2.3.4.5.6.7.8.9:nodes=185:depth=15:emit=516|1:endpoint:bits=10.11:nodes=48:depth=14:emit=108; hash=66c939b32a9b,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high2_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_high2_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high2_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high2_depth.aig,1,1,1,755,36,27180,0.874,transform=prefix_parity_reduce; threshold=1; group_mode=high2; order_metric=depth; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=563; max_est_depth=14; orders=0:center:bits=0.1.2.3.4.5.6.7.8.9:nodes=193:depth=14:emit=455|1:endpoint:bits=10.11:nodes=48:depth=14:emit=108; hash=5a0c4b2bdee2,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high3_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_high3_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high3_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high3_node.aig,1,1,1,743,27,20061,0.877,transform=prefix_parity_reduce; threshold=1; group_mode=high3; order_metric=node; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=643; max_est_depth=15; orders=0:endpoint_rev:bits=0.1.2.3.4.5.6.7.8:nodes=173:depth=15:emit=478|1:center:bits=9.10.11:nodes=60:depth=14:emit=165; hash=2a6eabfb2805,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high3_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_high3_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high3_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high3_depth.aig,1,1,1,732,30,21960,0.883,transform=prefix_parity_reduce; threshold=1; group_mode=high3; order_metric=depth; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=639; max_est_depth=14; orders=0:endpoint:bits=0.1.2.3.4.5.6.7.8:nodes=182:depth=14:emit=474|1:center:bits=9.10.11:nodes=60:depth=14:emit=165; hash=6393d047fd32,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_high4_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_node.aig,1,1,1,722,27,19494,0.922,transform=prefix_parity_reduce; threshold=1; group_mode=high4; order_metric=node; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=635; max_est_depth=14; orders=0:endpoint_rev:bits=0.1.2.3.4.5.6.7:nodes=141:depth=14:emit=396|1:center:bits=8.9.10.11:nodes=84:depth=14:emit=239; hash=198923188105,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_high4_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth.aig,1,1,1,751,27,20277,0.881,transform=prefix_parity_reduce; threshold=1; group_mode=high4; order_metric=depth; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=626; max_est_depth=14; orders=0:endpoint:bits=0.1.2.3.4.5.6.7:nodes=154:depth=13:emit=387|1:center:bits=8.9.10.11:nodes=84:depth=14:emit=239; hash=724c391dd3ff,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high5_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_high5_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high5_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high5_node.aig,1,1,1,730,33,24090,0.887,transform=prefix_parity_reduce; threshold=1; group_mode=high5; order_metric=node; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=634; max_est_depth=14; orders=0:endpoint_rev:bits=0.1.2.3.4.5.6:nodes=109:depth=14:emit=306|1:center:bits=7.8.9.10.11:nodes=116:depth=14:emit=328; hash=77f8414765ed,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high5_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_high5_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high5_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high5_depth.aig,1,1,1,808,28,22624,0.887,transform=prefix_parity_reduce; threshold=1; group_mode=high5; order_metric=depth; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=620; max_est_depth=14; orders=0:endpoint:bits=0.1.2.3.4.5.6:nodes=121:depth=12:emit=292|1:center:bits=7.8.9.10.11:nodes=116:depth=14:emit=328; hash=da37169113a7,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high6_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_high6_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high6_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high6_node.aig,1,1,1,725,33,23925,0.888,transform=prefix_parity_reduce; threshold=1; group_mode=high6; order_metric=node; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=575; max_est_depth=14; orders=0:center:bits=0.1.2.3.4.5:nodes=88:depth=14:emit=187|1:endpoint:bits=6.7.8.9.10.11:nodes=150:depth=14:emit=388; hash=9df5ab912bf6,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high6_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_high6_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high6_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high6_depth.aig,1,1,1,749,33,24717,0.867,transform=prefix_parity_reduce; threshold=1; group_mode=high6; order_metric=depth; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=610; max_est_depth=14; orders=0:endpoint:bits=0.1.2.3.4.5:nodes=98:depth=12:emit=222|1:endpoint:bits=6.7.8.9.10.11:nodes=150:depth=14:emit=388; hash=509e3996a150,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high7_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_high7_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high7_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high7_node.aig,1,1,1,705,33,23265,0.863,transform=prefix_parity_reduce; threshold=1; group_mode=high7; order_metric=node; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=586; max_est_depth=14; orders=0:center:bits=0.1.2.3.4:nodes=74:depth=14:emit=146|1:endpoint:bits=5.6.7.8.9.10.11:nodes=171:depth=14:emit=440; hash=560aad6b53b8,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high7_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_high7_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high7_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high7_depth.aig,1,1,1,731,34,24854,0.887,transform=prefix_parity_reduce; threshold=1; group_mode=high7; order_metric=depth; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=691; max_est_depth=14; orders=0:lsb:bits=0.1.2.3.4:nodes=97:depth=11:emit=251|1:endpoint:bits=5.6.7.8.9.10.11:nodes=171:depth=14:emit=440; hash=b1521b911a90,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split2_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_split2_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split2_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split2_node.aig,1,1,1,824,30,24720,0.906,transform=prefix_parity_reduce; threshold=1; group_mode=split2; order_metric=node; groups=6; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=654; max_est_depth=14; orders=0:endpoint:bits=0.1:nodes=27:depth=10:emit=43|1:center:bits=2.3:nodes=42:depth=13:emit=78|2:endpoint:bits=4.5:nodes=48:depth=12:emit=105|3:endpoint:bits=6.7:nodes=84:depth=13:emit=181|4:center:bits=8.9:nodes=67:depth=14:emit=139|5:endpoint:bits=10.11:nodes=48:depth=14:emit=108; hash=f5c689cc9f74,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split2_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_split2_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split2_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split2_depth.aig,1,1,1,847,31,26257,0.927,transform=prefix_parity_reduce; threshold=1; group_mode=split2; order_metric=depth; groups=6; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=716; max_est_depth=14; orders=0:endpoint:bits=0.1:nodes=27:depth=10:emit=43|1:endpoint:bits=2.3:nodes=48:depth=11:emit=83|2:rot1:bits=4.5:nodes=72:depth=11:emit=162|3:endpoint:bits=6.7:nodes=84:depth=13:emit=181|4:center:bits=8.9:nodes=67:depth=14:emit=139|5:endpoint:bits=10.11:nodes=48:depth=14:emit=108; hash=e29977f1e771,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split3_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_split3_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split3_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split3_node.aig,1,1,1,791,29,22939,0.883,transform=prefix_parity_reduce; threshold=1; group_mode=split3; order_metric=node; groups=4; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=639; max_est_depth=14; orders=0:endpoint:bits=0.1.2:nodes=48:depth=11:emit=81|1:center:bits=3.4.5:nodes=59:depth=14:emit=124|2:endpoint:bits=6.7.8:nodes=114:depth=14:emit=269|3:center:bits=9.10.11:nodes=60:depth=14:emit=165; hash=2e26d36dce56,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split3_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_split3_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split3_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split3_depth.aig,1,1,1,741,30,22230,0.881,transform=prefix_parity_reduce; threshold=1; group_mode=split3; order_metric=depth; groups=4; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=660; max_est_depth=14; orders=0:endpoint:bits=0.1.2:nodes=48:depth=11:emit=81|1:endpoint:bits=3.4.5:nodes=66:depth=12:emit=145|2:endpoint:bits=6.7.8:nodes=114:depth=14:emit=269|3:center:bits=9.10.11:nodes=60:depth=14:emit=165; hash=5f0809a07bc2,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_split4_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_node.aig,1,1,1,775,28,21700,0.893,transform=prefix_parity_reduce; threshold=1; group_mode=split4; order_metric=node; groups=3; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=632; max_est_depth=14; orders=0:center:bits=0.1.2.3:nodes=62:depth=13:emit=115|1:endpoint:bits=4.5.6.7:nodes=114:depth=13:emit=278|2:center:bits=8.9.10.11:nodes=84:depth=14:emit=239; hash=817ef607f912,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_split4_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth.aig,1,1,1,751,27,20277,0.891,transform=prefix_parity_reduce; threshold=1; group_mode=split4; order_metric=depth; groups=3; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=639; max_est_depth=14; orders=0:endpoint:bits=0.1.2.3:nodes=63:depth=11:emit=122|1:endpoint:bits=4.5.6.7:nodes=114:depth=13:emit=278|2:center:bits=8.9.10.11:nodes=84:depth=14:emit=239; hash=92d184d306be,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split5_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_split5_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split5_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split5_node.aig,1,1,1,705,33,23265,0.880,transform=prefix_parity_reduce; threshold=1; group_mode=split5; order_metric=node; groups=3; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=618; max_est_depth=14; orders=0:center:bits=0.1.2.3.4:nodes=74:depth=14:emit=146|1:endpoint:bits=5.6.7.8.9:nodes=151:depth=14:emit=364|2:endpoint:bits=10.11:nodes=48:depth=14:emit=108; hash=4447ceb15d35,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split5_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_split5_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split5_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split5_depth.aig,1,1,1,736,34,25024,0.895,transform=prefix_parity_reduce; threshold=1; group_mode=split5; order_metric=depth; groups=3; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=723; max_est_depth=14; orders=0:lsb:bits=0.1.2.3.4:nodes=97:depth=11:emit=251|1:endpoint:bits=5.6.7.8.9:nodes=151:depth=14:emit=364|2:endpoint:bits=10.11:nodes=48:depth=14:emit=108; hash=c6e794e90f71,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split6_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_split6_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split6_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split6_node.aig,1,1,1,725,33,23925,0.862,transform=prefix_parity_reduce; threshold=1; group_mode=split6; order_metric=node; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=575; max_est_depth=14; orders=0:center:bits=0.1.2.3.4.5:nodes=88:depth=14:emit=187|1:endpoint:bits=6.7.8.9.10.11:nodes=150:depth=14:emit=388; hash=9df5ab912bf6,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split6_depth,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_split6_depth,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split6_depth.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split6_depth.aig,1,1,1,749,33,24717,0.867,transform=prefix_parity_reduce; threshold=1; group_mode=split6; order_metric=depth; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=610; max_est_depth=14; orders=0:endpoint:bits=0.1.2.3.4.5:nodes=98:depth=12:emit=222|1:endpoint:bits=6.7.8.9.10.11:nodes=150:depth=14:emit=388; hash=509e3996a150,unknown grouped ANF/Davio Verilog seed
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split7_node,unknown_grouped_anf_davio,prefix_parity_reduce_deg1_split7_node,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split7_node.v,student/work/ex280_frontend_grouped_davio_refine_20260608_2348/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split7_node.aig,1,1,1,730,33,24090,0.886,transform=prefix_parity_reduce; threshold=1; group_mode=split7; order_metric=node; groups=2; direct_terms=3; residual_terms=929; direct_unique=3; davio_nodes=634; max_est_depth=14; orders=0:endpoint_rev:bits=0.1.2.3.4.5.6:nodes=109:depth=14:emit=306|1:center:bits=7.8.9.10.11:nodes=116:depth=14:emit=328; hash=77f8414765ed,unknown grouped ANF/Davio Verilog seed
