case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_center_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_center_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex260/verilog/ex260_smul_baugh_wooley_wallace_center_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex260/aigs/ex260_smul_baugh_wooley_wallace_center_hcla4_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.217,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_center_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.250,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,1,1,1,158,21,3318,2041,1.625674,0,0,0.324,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig.aig,1,1,1,164,19,3116,2041,1.526703,0,0,0.231,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig.aig,1,1,1,164,19,3116,2041,1.526703,0,0,0.237,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13.aig,1,1,1,159,20,3180,2041,1.558060,0,0,0.280,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev_rhcla3+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig.aig,1,1,1,167,20,3340,2041,1.636453,0,0,0.237,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev_rhcla3+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig.aig,1,1,1,165,20,3300,2041,1.616854,0,0,0.245,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_rev_rhcla3+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13.aig,1,1,1,160,20,3200,2041,1.567859,0,0,0.317,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_center_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_center_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_center_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_hcla4_abc_g_aig.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.512,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_center_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_center_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_center_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_hcla4_wreduce_abc_g_aig.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.521,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_center_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_center_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_center_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_hcla4_synth_preset_d13.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.647,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_center_rhcla3_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_center_rhcla3+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_center_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_rhcla3_abc_g_aig.aig,1,1,1,366,25,9150,6840,1.337719,1,0,0.514,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_rhcla3; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_center_rhcla3_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_center_rhcla3+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_center_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_rhcla3_wreduce_abc_g_aig.aig,1,1,1,359,27,9693,6840,1.417105,1,0,0.525,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_rhcla3; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_center_rhcla3_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_center_rhcla3+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_center_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_rhcla3_synth_preset_d13.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.649,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_rhcla3; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_center_rhcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_center_rhcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_center_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_rhcla4_abc_g_aig.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.509,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_rhcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_center_rhcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_center_rhcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_center_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_rhcla4_wreduce_abc_g_aig.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.521,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_rhcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_center_rhcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_center_rhcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_center_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_center_rhcla4_synth_preset_d13.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.656,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_center_rhcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_evenodd_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_evenodd_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_evenodd_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_evenodd_hcla4_abc_g_aig.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.515,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_evenodd_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_evenodd_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_evenodd_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_evenodd_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_evenodd_hcla4_wreduce_abc_g_aig.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.527,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_evenodd_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_evenodd_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_evenodd_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_evenodd_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_evenodd_hcla4_synth_preset_d13.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.636,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_evenodd_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_evenodd_rhcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_evenodd_rhcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_evenodd_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_evenodd_rhcla4_abc_g_aig.aig,1,1,1,356,26,9256,6840,1.353216,1,0,0.507,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_evenodd_rhcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_evenodd_rhcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_evenodd_rhcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_evenodd_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_evenodd_rhcla4_wreduce_abc_g_aig.aig,1,1,1,356,26,9256,6840,1.353216,1,0,0.515,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_evenodd_rhcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_evenodd_rhcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_evenodd_rhcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_evenodd_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_evenodd_rhcla4_synth_preset_d13.aig,1,1,1,360,25,9000,6840,1.315789,1,0,0.637,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_evenodd_rhcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.522,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.534,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.660,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_rhcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.507,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_outside_rhcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.521,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_outside_rhcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13.aig,1,1,1,358,25,8950,6840,1.308480,1,0,0.653,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_rhcla3+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig.aig,1,1,1,360,25,9000,6840,1.315789,1,0,0.515,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_rev_rhcla3+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig.aig,1,1,1,360,25,9000,6840,1.315789,1,0,0.528,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_rev_rhcla3+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/verilog/ex263_smul_baugh_wooley_wallace_rev_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13.aig,1,1,1,353,27,9531,6840,1.393421,1,0,0.666,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_center_hcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_center_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_center_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_center_hcla4_abc_g_aig.aig,1,1,1,488,28,13664,9724,1.405183,1,0,1.943,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_center_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_center_hcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_center_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_center_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_center_hcla4_wreduce_abc_g_aig.aig,1,1,1,484,28,13552,9724,1.393665,1,0,1.926,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_center_hcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_center_hcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_center_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_center_hcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_center_hcla4_synth_preset_d13.aig,1,1,1,488,27,13176,9724,1.354998,1,0,2.066,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_center_hcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_center_rhcla3_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_center_rhcla3+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_center_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_center_rhcla3_abc_g_aig.aig,1,1,1,488,27,13176,9724,1.354998,1,0,1.909,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_center_rhcla3; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_center_rhcla3_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_center_rhcla3+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_center_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_center_rhcla3_wreduce_abc_g_aig.aig,1,1,1,493,27,13311,9724,1.368881,1,0,1.857,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_center_rhcla3; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_center_rhcla3_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_center_rhcla3+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_center_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_center_rhcla3_synth_preset_d13.aig,1,1,1,488,27,13176,9724,1.354998,1,0,2.114,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_center_rhcla3; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_center_rhcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_center_rhcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_center_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_center_rhcla4_abc_g_aig.aig,1,1,1,492,27,13284,9724,1.366104,1,0,1.915,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_center_rhcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_center_rhcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_center_rhcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/verilog/ex264_smul_baugh_wooley_wallace_center_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_center_fix_20260609_0601/ex264/aigs/ex264_smul_baugh_wooley_wallace_center_rhcla4_wreduce_abc_g_aig.aig,1,1,1,490,27,13230,9724,1.360551,1,0,1.943,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_center_rhcla4; flow=wreduce_abc_g_aig
