case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_prefix3_ge_tree_msb_abc_g_aig,unsigned_floor_isqrt,prefix3_ge_tree_msb+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix3_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix3_ge_tree_msb_abc_g_aig.aig,1,1,1,46,9,414,204,2.029412,0,0,0.222,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_ge_tree_msb; flow=abc_g_aig
ex275,ex275_isqrt_prefix4_ge_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_ge_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_ge_bitwise_abc_g_aig.aig,1,1,1,50,8,400,204,1.960784,0,0,0.219,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_ge_bitwise; flow=abc_g_aig
ex275,ex275_isqrt_prefix4_ge_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_ge_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_ge_bitwise_wreduce_abc_g_aig.aig,1,1,1,50,8,400,204,1.960784,0,0,0.245,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_ge_bitwise; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_prefix4_ge_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_ge_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_ge_bitwise_arith_wreduce_aig.aig,1,1,1,51,9,459,204,2.250000,0,0,0.225,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_ge_bitwise; flow=arith_wreduce_aig
ex275,ex275_isqrt_prefix4_ge_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_ge_bitwise_synth_preset.aig,1,1,1,51,8,408,204,2.000000,0,0,0.298,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_ge_bitwise; flow=synth_preset
ex275,ex275_isqrt_prefix4_ge_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_ge_bitwise_synth_preset_d6.aig,1,1,1,51,8,408,204,2.000000,0,0,0.291,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d6
ex275,ex275_isqrt_prefix4_ge_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_ge_bitwise_synth_preset_d8.aig,1,1,1,51,8,408,204,2.000000,0,0,0.286,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d8
ex275,ex275_isqrt_prefix4_ge_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_ge_bitwise_synth_preset_d10.aig,1,1,1,51,8,408,204,2.000000,0,0,0.297,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d10
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,48,7,336,204,1.647059,0,0,0.281,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex275,ex275_isqrt_prefix4_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_wreduce_abc_g_aig.aig,1,1,1,48,7,336,204,1.647059,0,0,0.230,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_prefix4_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_arith_wreduce_aig.aig,1,1,1,47,9,423,204,2.073529,0,0,0.231,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=arith_wreduce_aig
ex275,ex275_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,48,7,336,204,1.647059,0,0,0.278,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset
ex275,ex275_isqrt_prefix4_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset_d6.aig,1,1,1,48,7,336,204,1.647059,0,0,0.279,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset_d6
ex275,ex275_isqrt_prefix4_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset_d8.aig,1,1,1,48,7,336,204,1.647059,0,0,0.281,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset_d8
ex275,ex275_isqrt_prefix4_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset_d10.aig,1,1,1,48,7,336,204,1.647059,0,0,0.283,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset_d10
ex275,ex275_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.197,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig
ex275,ex275_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.201,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.197,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex275,ex275_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset.aig,1,1,1,42,8,336,204,1.647059,0,0,0.257,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset
ex275,ex275_isqrt_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d6.aig,1,1,1,42,8,336,204,1.647059,0,0,0.258,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d6
ex275,ex275_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,42,8,336,204,1.647059,0,0,0.252,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d8
ex275,ex275_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,42,8,336,204,1.647059,0,0,0.253,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d10
ex276,ex276_isqrt_prefix3_ge_tree_msb_abc_g_aig,unsigned_floor_isqrt,prefix3_ge_tree_msb+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_msb_abc_g_aig.aig,1,1,1,107,12,1284,632,2.031646,0,0,0.281,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_msb; flow=abc_g_aig
ex276,ex276_isqrt_prefix3_ge_tree_msb_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_ge_tree_msb+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_msb_wreduce_abc_g_aig.aig,1,1,1,106,12,1272,632,2.012658,0,0,0.285,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_msb; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix3_ge_tree_msb_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_ge_tree_msb+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_msb_arith_wreduce_aig.aig,1,1,1,108,12,1296,632,2.050633,0,0,0.293,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_msb; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix3_ge_tree_msb_synth_preset,unsigned_floor_isqrt,prefix3_ge_tree_msb+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_msb_synth_preset.aig,1,1,1,109,12,1308,632,2.069620,0,0,0.361,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_msb; flow=synth_preset
ex276,ex276_isqrt_prefix3_ge_tree_msb_synth_preset_d6,unsigned_floor_isqrt,prefix3_ge_tree_msb+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_msb_synth_preset_d6.aig,1,1,1,109,12,1308,632,2.069620,0,0,0.361,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_msb; flow=synth_preset_d6
ex276,ex276_isqrt_prefix3_ge_tree_msb_synth_preset_d8,unsigned_floor_isqrt,prefix3_ge_tree_msb+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_msb_synth_preset_d8.aig,1,1,1,109,12,1308,632,2.069620,0,0,0.358,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_msb; flow=synth_preset_d8
ex276,ex276_isqrt_prefix3_ge_tree_msb_synth_preset_d10,unsigned_floor_isqrt,prefix3_ge_tree_msb+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_msb_synth_preset_d10.aig,1,1,1,109,12,1308,632,2.069620,0,0,0.369,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_msb; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_ge_tree_msb_abc_g_aig,unsigned_floor_isqrt,prefix4_ge_tree_msb+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_msb_abc_g_aig.aig,1,1,1,109,13,1417,632,2.242089,0,0,0.249,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_msb; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_ge_tree_msb_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_ge_tree_msb+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_msb_wreduce_abc_g_aig.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.262,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_msb; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_ge_tree_msb_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_ge_tree_msb+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_msb_arith_wreduce_aig.aig,1,1,1,106,12,1272,632,2.012658,0,0,0.255,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_msb; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_ge_tree_msb_synth_preset,unsigned_floor_isqrt,prefix4_ge_tree_msb+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_msb_synth_preset.aig,1,1,1,106,11,1166,632,1.844937,0,0,0.356,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_msb; flow=synth_preset
ex276,ex276_isqrt_prefix4_ge_tree_msb_synth_preset_d6,unsigned_floor_isqrt,prefix4_ge_tree_msb+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_msb_synth_preset_d6.aig,1,1,1,106,11,1166,632,1.844937,0,0,0.333,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_msb; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_ge_tree_msb_synth_preset_d8,unsigned_floor_isqrt,prefix4_ge_tree_msb+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_msb_synth_preset_d8.aig,1,1,1,106,11,1166,632,1.844937,0,0,0.333,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_msb; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_ge_tree_msb_synth_preset_d10,unsigned_floor_isqrt,prefix4_ge_tree_msb+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_tree_msb_synth_preset_d10.aig,1,1,1,106,11,1166,632,1.844937,0,0,0.330,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_tree_msb; flow=synth_preset_d10
ex276,ex276_isqrt_prefix5_ge_tree_msb_abc_g_aig,unsigned_floor_isqrt,prefix5_ge_tree_msb+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_msb_abc_g_aig.aig,1,1,1,106,12,1272,632,2.012658,0,0,0.240,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_msb; flow=abc_g_aig
ex276,ex276_isqrt_prefix5_ge_tree_msb_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_ge_tree_msb+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_msb_wreduce_abc_g_aig.aig,1,1,1,106,12,1272,632,2.012658,0,0,0.249,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_msb; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix5_ge_tree_msb_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_ge_tree_msb+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_msb_arith_wreduce_aig.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.246,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_msb; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix5_ge_tree_msb_synth_preset,unsigned_floor_isqrt,prefix5_ge_tree_msb+synth_preset,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_msb_synth_preset.aig,1,1,1,104,11,1144,632,1.810127,0,0,0.328,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_msb; flow=synth_preset
ex276,ex276_isqrt_prefix5_ge_tree_msb_synth_preset_d6,unsigned_floor_isqrt,prefix5_ge_tree_msb+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_msb_synth_preset_d6.aig,1,1,1,104,11,1144,632,1.810127,0,0,0.325,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_msb; flow=synth_preset_d6
ex276,ex276_isqrt_prefix5_ge_tree_msb_synth_preset_d8,unsigned_floor_isqrt,prefix5_ge_tree_msb+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_msb_synth_preset_d8.aig,1,1,1,104,11,1144,632,1.810127,0,0,0.322,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_msb; flow=synth_preset_d8
ex276,ex276_isqrt_prefix5_ge_tree_msb_synth_preset_d10,unsigned_floor_isqrt,prefix5_ge_tree_msb+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix5_ge_tree_msb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix5_ge_tree_msb_synth_preset_d10.aig,1,1,1,104,11,1144,632,1.810127,0,0,0.319,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_ge_tree_msb; flow=synth_preset_d10
ex276,ex276_isqrt_prefix3_ge_tree_lsb_abc_g_aig,unsigned_floor_isqrt,prefix3_ge_tree_lsb+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_lsb_abc_g_aig.aig,1,1,1,108,12,1296,632,2.050633,0,0,0.282,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_lsb; flow=abc_g_aig
ex276,ex276_isqrt_prefix3_ge_tree_lsb_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_ge_tree_lsb+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/verilog/ex276_isqrt_prefix3_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_prefix_ge_tree_20260609_1656/ex276/aigs/ex276_isqrt_prefix3_ge_tree_lsb_wreduce_abc_g_aig.aig,1,1,1,109,12,1308,632,2.069620,0,0,0.288,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_ge_tree_lsb; flow=wreduce_abc_g_aig
