case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_signbit_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_signbit+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex260/verilog/ex260_smul_baugh_wooley_wallace_signbit.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex260/aigs/ex260_smul_baugh_wooley_wallace_signbit_abc_g_aig.aig,1,1,1,98,14,1372,657,2.088280,0,0,0.197,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_signbit; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_signbit_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_signbit+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_signbit.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_signbit_synth_preset_d18.aig,1,1,1,504,31,15624,9724,1.606746,0,0,1.954,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_signbit; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_rev_signbit_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rev_signbit+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_signbit.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_signbit_abc_g_aig.aig,1,1,1,498,31,15438,9724,1.587618,0,0,1.776,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_signbit; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_signbit_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rev_signbit+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_signbit.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_signbit_wreduce_abc_g_aig.aig,1,1,1,498,31,15438,9724,1.587618,0,0,1.783,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_signbit; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_signbit_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_rev_signbit+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_signbit.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_signbit_synth_preset_d13.aig,1,1,1,498,31,15438,9724,1.587618,0,0,1.896,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_signbit; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rev_signbit_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_rev_signbit+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_signbit.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_signbit_synth_preset_d18.aig,1,1,1,498,31,15438,9724,1.587618,0,0,2.018,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_signbit; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_abc_g_aig.aig,1,1,1,496,31,15376,9724,1.581242,0,0,1.774,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,1,1,1,496,31,15376,9724,1.581242,0,0,1.780,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d13.aig,1,1,1,490,30,14700,9724,1.511724,0,0,1.909,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d18.aig,1,1,1,490,30,14700,9724,1.511724,0,0,1.931,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_rev_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rev+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,1,1,1,492,30,14760,9724,1.517894,0,0,1.763,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rev+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,1,1,1,492,30,14760,9724,1.517894,0,0,1.776,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_rev+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,1,1,1,480,32,15360,9724,1.579597,0,0,1.897,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rev_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_rev+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,1,1,1,480,32,15360,9724,1.579597,0,0,1.940,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_outside_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_outside+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,1,1,1,496,31,15376,9724,1.581242,0,0,1.775,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_outside+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,1,1,1,496,31,15376,9724,1.581242,0,0,1.779,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_outside_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_outside+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,1,1,1,494,32,15808,9724,1.625668,0,0,1.903,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_outside_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_outside+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/verilog/ex264_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex264_frontend_smul_baugh_signbit_20260609_0314/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,1,1,1,494,32,15808,9724,1.625668,0,0,1.917,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
