case,layer,layer_size,rank,input_order,output_order,input_scheme,output_scheme,transform,matches,match_ratio,param,mean_abs_cyclic_displacement,max_abs_cyclic_displacement,notes
ex288,2,105,5,reverse,onehot_slot_rev,lex,lex,affine_small,8,0.076190,a=1;b=97,17.809524,52,best small-multiplier affine modulo layer size
ex288,2,105,6,reverse,onehot_slot_rev,lex,revlex,affine_small,8,0.076190,a=-1;b=7,17.809524,52,best small-multiplier affine modulo layer size
ex288,2,105,7,reverse,onehot_slot_rev,revlex,lex,affine_small,8,0.076190,a=-1;b=96,17.809524,52,best small-multiplier affine modulo layer size
ex288,2,105,8,reverse,onehot_slot_rev,revlex,revlex,affine_small,8,0.076190,a=1;b=8,17.809524,52,best small-multiplier affine modulo layer size
ex288,3,455,1,natural,natural,lex,colex,affine_small,9,0.019780,a=-1;b=0,90.375824,227,best small-multiplier affine modulo layer size
ex288,3,455,2,natural,natural,lex,revcolex,affine_small,9,0.019780,a=1;b=454,90.375824,227,best small-multiplier affine modulo layer size
ex288,3,455,3,natural,natural,revlex,colex,affine_small,9,0.019780,a=1;b=1,90.375824,227,best small-multiplier affine modulo layer size
ex288,3,455,4,natural,natural,revlex,revcolex,affine_small,9,0.019780,a=-1;b=453,90.375824,227,best small-multiplier affine modulo layer size
ex288,3,455,5,natural,reverse,lex,lex,affine_small,9,0.019780,a=1;b=454,90.375824,227,best small-multiplier affine modulo layer size
ex288,3,455,6,natural,reverse,lex,revlex,affine_small,9,0.019780,a=-1;b=0,90.375824,227,best small-multiplier affine modulo layer size
ex288,3,455,7,natural,reverse,revlex,lex,affine_small,9,0.019780,a=-1;b=453,90.375824,227,best small-multiplier affine modulo layer size
ex288,3,455,8,natural,reverse,revlex,revlex,affine_small,9,0.019780,a=1;b=1,90.375824,227,best small-multiplier affine modulo layer size
ex288,4,1365,1,outside,outside,lex,lex,identity,15,0.010989,,298.361172,677,
ex288,4,1365,2,outside,outside,lex,lex,affine_small,15,0.010989,a=1;b=0,298.361172,677,best small-multiplier affine modulo layer size
ex288,4,1365,3,outside,outside,lex,revlex,reverse,15,0.010989,,298.361172,677,
ex288,4,1365,4,outside,outside,lex,revlex,affine_small,15,0.010989,a=-1;b=1364,298.361172,677,best small-multiplier affine modulo layer size
ex288,4,1365,5,outside,outside,revlex,lex,reverse,15,0.010989,,298.361172,677,
ex288,4,1365,6,outside,outside,revlex,lex,affine_small,15,0.010989,a=-1;b=1364,298.361172,677,best small-multiplier affine modulo layer size
ex288,4,1365,7,outside,outside,revlex,revlex,identity,15,0.010989,,298.361172,677,
ex288,4,1365,8,outside,outside,revlex,revlex,affine_small,15,0.010989,a=1;b=0,298.361172,677,best small-multiplier affine modulo layer size
ex288,5,3003,1,onehot_slot,onehot_slot,colex,colex,identity,14,0.004662,,683.389610,1501,
ex288,5,3003,2,onehot_slot,onehot_slot,colex,colex,affine_small,14,0.004662,a=1;b=0,683.389610,1501,best small-multiplier affine modulo layer size
ex288,5,3003,3,onehot_slot,onehot_slot,colex,revcolex,reverse,14,0.004662,,683.389610,1501,
ex288,5,3003,4,onehot_slot,onehot_slot,colex,revcolex,affine_small,14,0.004662,a=-1;b=3002,683.389610,1501,best small-multiplier affine modulo layer size
ex288,5,3003,5,onehot_slot,onehot_slot,revcolex,colex,reverse,14,0.004662,,683.389610,1501,
ex288,5,3003,6,onehot_slot,onehot_slot,revcolex,colex,affine_small,14,0.004662,a=-1;b=3002,683.389610,1501,best small-multiplier affine modulo layer size
ex288,5,3003,7,onehot_slot,onehot_slot,revcolex,revcolex,identity,14,0.004662,,683.389610,1501,
ex288,5,3003,8,onehot_slot,onehot_slot,revcolex,revcolex,affine_small,14,0.004662,a=1;b=0,683.389610,1501,best small-multiplier affine modulo layer size
ex288,6,5005,1,onehot_slot,onehot_slot,colex,colex,identity,17,0.003397,,1127.513886,2502,
ex288,6,5005,2,onehot_slot,onehot_slot,colex,colex,affine_small,17,0.003397,a=1;b=0,1127.513886,2502,best small-multiplier affine modulo layer size
ex288,6,5005,3,onehot_slot,onehot_slot,colex,revcolex,reverse,17,0.003397,,1127.513886,2502,
ex288,6,5005,4,onehot_slot,onehot_slot,colex,revcolex,affine_small,17,0.003397,a=-1;b=5004,1127.513886,2502,best small-multiplier affine modulo layer size
ex288,6,5005,5,onehot_slot,onehot_slot,revcolex,colex,reverse,17,0.003397,,1127.513886,2502,
ex288,6,5005,6,onehot_slot,onehot_slot,revcolex,colex,affine_small,17,0.003397,a=-1;b=5004,1127.513886,2502,best small-multiplier affine modulo layer size
ex288,6,5005,7,onehot_slot,onehot_slot,revcolex,revcolex,identity,17,0.003397,,1127.513886,2502,
ex288,6,5005,8,onehot_slot,onehot_slot,revcolex,revcolex,affine_small,17,0.003397,a=1;b=0,1127.513886,2502,best small-multiplier affine modulo layer size
ex288,7,6435,1,center,center,lex,lex,identity,11,0.001709,,1475.961616,3217,
ex288,7,6435,2,center,center,lex,lex,affine_small,11,0.001709,a=1;b=0,1475.961616,3217,best small-multiplier affine modulo layer size
ex288,7,6435,3,center,center,lex,revlex,reverse,11,0.001709,,1475.961616,3217,
ex288,7,6435,4,center,center,lex,revlex,affine_small,11,0.001709,a=-1;b=6434,1475.961616,3217,best small-multiplier affine modulo layer size
ex288,7,6435,5,center,center,revlex,lex,reverse,11,0.001709,,1475.961616,3217,
ex288,7,6435,6,center,center,revlex,lex,affine_small,11,0.001709,a=-1;b=6434,1475.961616,3217,best small-multiplier affine modulo layer size
ex288,7,6435,7,center,center,revlex,revlex,identity,11,0.001709,,1475.961616,3217,
ex288,7,6435,8,center,center,revlex,revlex,affine_small,11,0.001709,a=1;b=0,1475.961616,3217,best small-multiplier affine modulo layer size
ex288,8,6435,1,onehot_slot,center,lex,lex,affine_small,10,0.001554,a=1;b=2544,1551.180420,3217,best small-multiplier affine modulo layer size
ex288,8,6435,2,onehot_slot,center,lex,revlex,affine_small,10,0.001554,a=-1;b=3890,1551.180420,3217,best small-multiplier affine modulo layer size
ex288,8,6435,3,onehot_slot,center,revlex,lex,affine_small,10,0.001554,a=-1;b=2543,1551.180420,3217,best small-multiplier affine modulo layer size
ex288,8,6435,4,onehot_slot,center,revlex,revlex,affine_small,10,0.001554,a=1;b=3891,1551.180420,3217,best small-multiplier affine modulo layer size
ex288,8,6435,5,natural,outside,lex,lex,affine_small,10,0.001554,a=-1;b=101,1601.241958,3217,best small-multiplier affine modulo layer size
ex288,8,6435,6,natural,outside,lex,revlex,affine_small,10,0.001554,a=1;b=6333,1601.241958,3217,best small-multiplier affine modulo layer size
ex288,8,6435,7,natural,outside,revlex,lex,affine_small,10,0.001554,a=1;b=102,1601.241958,3217,best small-multiplier affine modulo layer size
ex288,8,6435,8,natural,outside,revlex,revlex,affine_small,10,0.001554,a=-1;b=6332,1601.241958,3217,best small-multiplier affine modulo layer size
ex288,9,5005,1,outside,center,lex,lex,identity,18,0.003596,,1121.811788,2502,
ex288,9,5005,2,outside,center,lex,lex,affine_small,18,0.003596,a=1;b=0,1121.811788,2502,best small-multiplier affine modulo layer size
ex288,9,5005,3,outside,center,lex,revlex,reverse,18,0.003596,,1121.811788,2502,
ex288,9,5005,4,outside,center,lex,revlex,affine_small,18,0.003596,a=-1;b=5004,1121.811788,2502,best small-multiplier affine modulo layer size
ex288,9,5005,5,outside,center,revlex,lex,reverse,18,0.003596,,1121.811788,2502,
ex288,9,5005,6,outside,center,revlex,lex,affine_small,18,0.003596,a=-1;b=5004,1121.811788,2502,best small-multiplier affine modulo layer size
ex288,9,5005,7,outside,center,revlex,revlex,identity,18,0.003596,,1121.811788,2502,
ex288,9,5005,8,outside,center,revlex,revlex,affine_small,18,0.003596,a=1;b=0,1121.811788,2502,best small-multiplier affine modulo layer size
ex288,10,3003,1,outside,center,lex,lex,identity,18,0.005994,,663.494838,1499,
ex288,10,3003,2,outside,center,lex,lex,affine_small,18,0.005994,a=1;b=0,663.494838,1499,best small-multiplier affine modulo layer size
ex288,10,3003,3,outside,center,lex,revlex,reverse,18,0.005994,,663.494838,1499,
ex288,10,3003,4,outside,center,lex,revlex,affine_small,18,0.005994,a=-1;b=3002,663.494838,1499,best small-multiplier affine modulo layer size
ex288,10,3003,5,outside,center,revlex,lex,reverse,18,0.005994,,663.494838,1499,
ex288,10,3003,6,outside,center,revlex,lex,affine_small,18,0.005994,a=-1;b=3002,663.494838,1499,best small-multiplier affine modulo layer size
ex288,10,3003,7,outside,center,revlex,revlex,identity,18,0.005994,,663.494838,1499,
ex288,10,3003,8,outside,center,revlex,revlex,affine_small,18,0.005994,a=1;b=0,663.494838,1499,best small-multiplier affine modulo layer size
ex288,11,1365,1,outside,center,lex,lex,identity,22,0.016117,,299.118681,682,
ex288,11,1365,2,outside,center,lex,lex,affine_small,22,0.016117,a=1;b=0,299.118681,682,best small-multiplier affine modulo layer size
ex288,11,1365,3,outside,center,lex,revlex,reverse,22,0.016117,,299.118681,682,
ex288,11,1365,4,outside,center,lex,revlex,affine_small,22,0.016117,a=-1;b=1364,299.118681,682,best small-multiplier affine modulo layer size
ex288,11,1365,5,outside,center,revlex,lex,reverse,22,0.016117,,299.118681,682,
ex288,11,1365,6,outside,center,revlex,lex,affine_small,22,0.016117,a=-1;b=1364,299.118681,682,best small-multiplier affine modulo layer size
ex288,11,1365,7,outside,center,revlex,revlex,identity,22,0.016117,,299.118681,682,
ex288,11,1365,8,outside,center,revlex,revlex,affine_small,22,0.016117,a=1;b=0,299.118681,682,best small-multiplier affine modulo layer size
ex288,12,455,1,outside,center,lex,lex,identity,16,0.035165,,100.162637,226,
ex288,12,455,2,outside,center,lex,lex,affine_small,16,0.035165,a=1;b=0,100.162637,226,best small-multiplier affine modulo layer size
ex288,12,455,3,outside,center,lex,revlex,reverse,16,0.035165,,100.162637,226,
ex288,12,455,4,outside,center,lex,revlex,affine_small,16,0.035165,a=-1;b=454,100.162637,226,best small-multiplier affine modulo layer size
ex288,12,455,5,outside,center,revlex,lex,reverse,16,0.035165,,100.162637,226,
ex288,12,455,6,outside,center,revlex,lex,affine_small,16,0.035165,a=-1;b=454,100.162637,226,best small-multiplier affine modulo layer size
ex288,12,455,7,outside,center,revlex,revlex,identity,16,0.035165,,100.162637,226,
ex288,12,455,8,outside,center,revlex,revlex,affine_small,16,0.035165,a=1;b=0,100.162637,226,best small-multiplier affine modulo layer size
ex288,13,105,1,natural,natural,colex,colex,identity,14,0.133333,,15.914286,51,
ex288,13,105,2,natural,natural,colex,colex,affine_small,14,0.133333,a=1;b=0,15.914286,51,best small-multiplier affine modulo layer size
ex288,13,105,3,natural,natural,colex,revcolex,reverse,14,0.133333,,15.914286,51,
ex288,13,105,4,natural,natural,colex,revcolex,affine_small,14,0.133333,a=-1;b=104,15.914286,51,best small-multiplier affine modulo layer size
ex288,13,105,5,natural,natural,revcolex,colex,reverse,14,0.133333,,15.914286,51,
ex288,13,105,6,natural,natural,revcolex,colex,affine_small,14,0.133333,a=-1;b=104,15.914286,51,best small-multiplier affine modulo layer size
ex288,13,105,7,natural,natural,revcolex,revcolex,identity,14,0.133333,,15.914286,51,
ex288,13,105,8,natural,natural,revcolex,revcolex,affine_small,14,0.133333,a=1;b=0,15.914286,51,best small-multiplier affine modulo layer size
ex288,14,15,1,onehot_slot,center,lex,lex,affine_small,6,0.400000,a=2;b=3,1.733333,7,best small-multiplier affine modulo layer size
ex288,14,15,2,onehot_slot,center,lex,revlex,affine_small,6,0.400000,a=-2;b=11,1.733333,7,best small-multiplier affine modulo layer size
ex288,14,15,3,onehot_slot,center,lex,colex,affine_small,6,0.400000,a=2;b=3,1.733333,7,best small-multiplier affine modulo layer size
ex288,14,15,4,onehot_slot,center,lex,revcolex,affine_small,6,0.400000,a=-2;b=11,1.733333,7,best small-multiplier affine modulo layer size
ex288,14,15,5,onehot_slot,center,revlex,lex,affine_small,6,0.400000,a=-2;b=1,1.733333,7,best small-multiplier affine modulo layer size
ex288,14,15,6,onehot_slot,center,revlex,revlex,affine_small,6,0.400000,a=2;b=13,1.733333,7,best small-multiplier affine modulo layer size
ex288,14,15,7,onehot_slot,center,revlex,colex,affine_small,6,0.400000,a=-2;b=1,1.733333,7,best small-multiplier affine modulo layer size
ex288,14,15,8,onehot_slot,center,revlex,revcolex,affine_small,6,0.400000,a=2;b=13,1.733333,7,best small-multiplier affine modulo layer size
ex289,1,16,1,onehot_slot,natural,lex,lex,affine_small,5,0.312500,a=1;b=1,1.250000,3,best small-multiplier affine modulo layer size
ex289,1,16,2,onehot_slot,natural,lex,revlex,affine_small,5,0.312500,a=-1;b=14,1.250000,3,best small-multiplier affine modulo layer size
ex289,1,16,3,onehot_slot,natural,lex,colex,affine_small,5,0.312500,a=1;b=1,1.250000,3,best small-multiplier affine modulo layer size
ex289,1,16,4,onehot_slot,natural,lex,revcolex,affine_small,5,0.312500,a=-1;b=14,1.250000,3,best small-multiplier affine modulo layer size
ex289,1,16,5,onehot_slot,natural,revlex,lex,affine_small,5,0.312500,a=-1;b=0,1.250000,3,best small-multiplier affine modulo layer size
ex289,1,16,6,onehot_slot,natural,revlex,revlex,affine_small,5,0.312500,a=1;b=15,1.250000,3,best small-multiplier affine modulo layer size
ex289,1,16,7,onehot_slot,natural,revlex,colex,affine_small,5,0.312500,a=-1;b=0,1.250000,3,best small-multiplier affine modulo layer size
ex289,1,16,8,onehot_slot,natural,revlex,revcolex,affine_small,5,0.312500,a=1;b=15,1.250000,3,best small-multiplier affine modulo layer size
ex289,2,120,1,natural,natural,colex,lex,reverse,12,0.100000,,18.350000,59,
ex289,2,120,2,natural,natural,colex,lex,affine_small,12,0.100000,a=-1;b=119,18.350000,59,best small-multiplier affine modulo layer size
ex289,2,120,3,natural,natural,colex,revlex,identity,12,0.100000,,18.350000,59,
ex289,2,120,4,natural,natural,colex,revlex,affine_small,12,0.100000,a=1;b=0,18.350000,59,best small-multiplier affine modulo layer size
ex289,2,120,5,natural,natural,revcolex,lex,identity,12,0.100000,,18.350000,59,
ex289,2,120,6,natural,natural,revcolex,lex,affine_small,12,0.100000,a=1;b=0,18.350000,59,best small-multiplier affine modulo layer size
ex289,2,120,7,natural,natural,revcolex,revlex,reverse,12,0.100000,,18.350000,59,
ex289,2,120,8,natural,natural,revcolex,revlex,affine_small,12,0.100000,a=-1;b=119,18.350000,59,best small-multiplier affine modulo layer size
ex289,3,560,1,outside,center,colex,colex,affine_small,14,0.025000,a=1;b=2,130.028571,279,best small-multiplier affine modulo layer size
ex289,3,560,2,outside,center,colex,revcolex,affine_small,14,0.025000,a=-1;b=557,130.028571,279,best small-multiplier affine modulo layer size
ex289,3,560,3,outside,center,revcolex,colex,affine_small,14,0.025000,a=-1;b=1,130.028571,279,best small-multiplier affine modulo layer size
ex289,3,560,4,outside,center,revcolex,revcolex,affine_small,14,0.025000,a=1;b=558,130.028571,279,best small-multiplier affine modulo layer size
ex289,3,560,5,natural,natural,lex,colex,reverse,13,0.023214,,110.951786,280,
ex289,3,560,6,natural,natural,lex,colex,affine_small,13,0.023214,a=-1;b=559,110.951786,280,best small-multiplier affine modulo layer size
ex289,3,560,7,natural,natural,lex,revcolex,identity,13,0.023214,,110.951786,280,
ex289,3,560,8,natural,natural,lex,revcolex,affine_small,13,0.023214,a=1;b=0,110.951786,280,best small-multiplier affine modulo layer size
ex289,4,1820,1,natural,natural,lex,colex,reverse,20,0.010989,,403.162637,910,
ex289,4,1820,2,natural,natural,lex,colex,affine_small,20,0.010989,a=-1;b=1819,403.162637,910,best small-multiplier affine modulo layer size
ex289,4,1820,3,natural,natural,lex,revcolex,identity,20,0.010989,,403.162637,910,
ex289,4,1820,4,natural,natural,lex,revcolex,affine_small,20,0.010989,a=1;b=0,403.162637,910,best small-multiplier affine modulo layer size
ex289,4,1820,5,natural,natural,revlex,colex,identity,20,0.010989,,403.162637,910,
ex289,4,1820,6,natural,natural,revlex,colex,affine_small,20,0.010989,a=1;b=0,403.162637,910,best small-multiplier affine modulo layer size
ex289,4,1820,7,natural,natural,revlex,revcolex,reverse,20,0.010989,,403.162637,910,
ex289,4,1820,8,natural,natural,revlex,revcolex,affine_small,20,0.010989,a=-1;b=1819,403.162637,910,best small-multiplier affine modulo layer size
ex289,5,4368,1,natural,natural,colex,lex,reverse,18,0.004121,,1015.715430,2181,
ex289,5,4368,2,natural,natural,colex,lex,affine_small,18,0.004121,a=-1;b=4367,1015.715430,2181,best small-multiplier affine modulo layer size
ex289,5,4368,3,natural,natural,colex,revlex,identity,18,0.004121,,1015.715430,2181,
ex289,5,4368,4,natural,natural,colex,revlex,affine_small,18,0.004121,a=1;b=0,1015.715430,2181,best small-multiplier affine modulo layer size
ex289,5,4368,5,natural,natural,revcolex,lex,identity,18,0.004121,,1015.715430,2181,
ex289,5,4368,6,natural,natural,revcolex,lex,affine_small,18,0.004121,a=1;b=0,1015.715430,2181,best small-multiplier affine modulo layer size
ex289,5,4368,7,natural,natural,revcolex,revlex,reverse,18,0.004121,,1015.715430,2181,
ex289,5,4368,8,natural,natural,revcolex,revlex,affine_small,18,0.004121,a=-1;b=4367,1015.715430,2181,best small-multiplier affine modulo layer size
ex289,6,8008,1,natural,natural,colex,lex,reverse,20,0.002498,,1846.046953,4003,
ex289,6,8008,2,natural,natural,colex,lex,affine_small,20,0.002498,a=-1;b=8007,1846.046953,4003,best small-multiplier affine modulo layer size
ex289,6,8008,3,natural,natural,colex,revlex,identity,20,0.002498,,1846.046953,4003,
ex289,6,8008,4,natural,natural,colex,revlex,affine_small,20,0.002498,a=1;b=0,1846.046953,4003,best small-multiplier affine modulo layer size
ex289,6,8008,5,natural,natural,revcolex,lex,identity,20,0.002498,,1846.046953,4003,
ex289,6,8008,6,natural,natural,revcolex,lex,affine_small,20,0.002498,a=1;b=0,1846.046953,4003,best small-multiplier affine modulo layer size
ex289,6,8008,7,natural,natural,revcolex,revlex,reverse,20,0.002498,,1846.046953,4003,
ex289,6,8008,8,natural,natural,revcolex,revlex,affine_small,20,0.002498,a=-1;b=8007,1846.046953,4003,best small-multiplier affine modulo layer size
ex289,7,11440,1,natural,natural,colex,lex,reverse,15,0.001311,,2621.357168,5719,
ex289,7,11440,2,natural,natural,colex,lex,affine_small,15,0.001311,a=-1;b=11439,2621.357168,5719,best small-multiplier affine modulo layer size
ex289,7,11440,3,natural,natural,colex,revlex,identity,15,0.001311,,2621.357168,5719,
ex289,7,11440,4,natural,natural,colex,revlex,affine_small,15,0.001311,a=1;b=0,2621.357168,5719,best small-multiplier affine modulo layer size
ex289,7,11440,5,natural,natural,revcolex,lex,identity,15,0.001311,,2621.357168,5719,
ex289,7,11440,6,natural,natural,revcolex,lex,affine_small,15,0.001311,a=1;b=0,2621.357168,5719,best small-multiplier affine modulo layer size
ex289,7,11440,7,natural,natural,revcolex,revlex,reverse,15,0.001311,,2621.357168,5719,
ex289,7,11440,8,natural,natural,revcolex,revlex,affine_small,15,0.001311,a=-1;b=11439,2621.357168,5719,best small-multiplier affine modulo layer size
ex289,8,12870,1,natural,natural,colex,lex,identity,16,0.001243,,2946.193862,6435,
ex289,8,12870,2,natural,natural,colex,lex,affine_small,16,0.001243,a=1;b=0,2946.193862,6435,best small-multiplier affine modulo layer size
ex289,8,12870,3,natural,natural,colex,revlex,reverse,16,0.001243,,2946.193862,6435,
ex289,8,12870,4,natural,natural,colex,revlex,affine_small,16,0.001243,a=-1;b=12869,2946.193862,6435,best small-multiplier affine modulo layer size
ex289,8,12870,5,natural,natural,colex,colex,reverse,16,0.001243,,2946.193862,6435,
ex289,8,12870,6,natural,natural,colex,colex,affine_small,16,0.001243,a=-1;b=12869,2946.193862,6435,best small-multiplier affine modulo layer size
ex289,8,12870,7,natural,natural,colex,revcolex,identity,16,0.001243,,2946.193862,6435,
ex289,8,12870,8,natural,natural,colex,revcolex,affine_small,16,0.001243,a=1;b=0,2946.193862,6435,best small-multiplier affine modulo layer size
ex289,9,11440,1,natural,natural,colex,colex,identity,15,0.001311,,2621.357168,5719,
ex289,9,11440,2,natural,natural,colex,colex,affine_small,15,0.001311,a=1;b=0,2621.357168,5719,best small-multiplier affine modulo layer size
ex289,9,11440,3,natural,natural,colex,revcolex,reverse,15,0.001311,,2621.357168,5719,
ex289,9,11440,4,natural,natural,colex,revcolex,affine_small,15,0.001311,a=-1;b=11439,2621.357168,5719,best small-multiplier affine modulo layer size
ex289,9,11440,5,natural,natural,revcolex,colex,reverse,15,0.001311,,2621.357168,5719,
ex289,9,11440,6,natural,natural,revcolex,colex,affine_small,15,0.001311,a=-1;b=11439,2621.357168,5719,best small-multiplier affine modulo layer size
ex289,9,11440,7,natural,natural,revcolex,revcolex,identity,15,0.001311,,2621.357168,5719,
ex289,9,11440,8,natural,natural,revcolex,revcolex,affine_small,15,0.001311,a=1;b=0,2621.357168,5719,best small-multiplier affine modulo layer size
ex289,10,8008,1,natural,natural,colex,colex,identity,20,0.002498,,1846.046953,4003,
ex289,10,8008,2,natural,natural,colex,colex,affine_small,20,0.002498,a=1;b=0,1846.046953,4003,best small-multiplier affine modulo layer size
ex289,10,8008,3,natural,natural,colex,revcolex,reverse,20,0.002498,,1846.046953,4003,
ex289,10,8008,4,natural,natural,colex,revcolex,affine_small,20,0.002498,a=-1;b=8007,1846.046953,4003,best small-multiplier affine modulo layer size
ex289,10,8008,5,natural,natural,revcolex,colex,reverse,20,0.002498,,1846.046953,4003,
ex289,10,8008,6,natural,natural,revcolex,colex,affine_small,20,0.002498,a=-1;b=8007,1846.046953,4003,best small-multiplier affine modulo layer size
ex289,10,8008,7,natural,natural,revcolex,revcolex,identity,20,0.002498,,1846.046953,4003,
ex289,10,8008,8,natural,natural,revcolex,revcolex,affine_small,20,0.002498,a=1;b=0,1846.046953,4003,best small-multiplier affine modulo layer size
ex289,11,4368,1,onehot_slot,onehot_slot,lex,lex,identity,18,0.004121,,1011.763965,2183,
ex289,11,4368,2,onehot_slot,onehot_slot,lex,lex,affine_small,18,0.004121,a=1;b=0,1011.763965,2183,best small-multiplier affine modulo layer size
ex289,11,4368,3,onehot_slot,onehot_slot,lex,revlex,reverse,18,0.004121,,1011.763965,2183,
ex289,11,4368,4,onehot_slot,onehot_slot,lex,revlex,affine_small,18,0.004121,a=-1;b=4367,1011.763965,2183,best small-multiplier affine modulo layer size
ex289,11,4368,5,onehot_slot,onehot_slot,revlex,lex,reverse,18,0.004121,,1011.763965,2183,
ex289,11,4368,6,onehot_slot,onehot_slot,revlex,lex,affine_small,18,0.004121,a=-1;b=4367,1011.763965,2183,best small-multiplier affine modulo layer size
ex289,11,4368,7,onehot_slot,onehot_slot,revlex,revlex,identity,18,0.004121,,1011.763965,2183,
ex289,11,4368,8,onehot_slot,onehot_slot,revlex,revlex,affine_small,18,0.004121,a=1;b=0,1011.763965,2183,best small-multiplier affine modulo layer size
ex289,12,1820,1,onehot_slot,onehot_slot,lex,lex,identity,20,0.010989,,402.907692,910,
ex289,12,1820,2,onehot_slot,onehot_slot,lex,lex,affine_small,20,0.010989,a=1;b=0,402.907692,910,best small-multiplier affine modulo layer size
ex289,12,1820,3,onehot_slot,onehot_slot,lex,revlex,reverse,20,0.010989,,402.907692,910,
ex289,12,1820,4,onehot_slot,onehot_slot,lex,revlex,affine_small,20,0.010989,a=-1;b=1819,402.907692,910,best small-multiplier affine modulo layer size
ex289,12,1820,5,onehot_slot,onehot_slot,revlex,lex,reverse,20,0.010989,,402.907692,910,
ex289,12,1820,6,onehot_slot,onehot_slot,revlex,lex,affine_small,20,0.010989,a=-1;b=1819,402.907692,910,best small-multiplier affine modulo layer size
ex289,12,1820,7,onehot_slot,onehot_slot,revlex,revlex,identity,20,0.010989,,402.907692,910,
ex289,12,1820,8,onehot_slot,onehot_slot,revlex,revlex,affine_small,20,0.010989,a=1;b=0,402.907692,910,best small-multiplier affine modulo layer size
ex289,13,560,1,onehot_slot,onehot_slot,lex,lex,affine_small,14,0.025000,a=1;b=1,112.973214,280,best small-multiplier affine modulo layer size
ex289,13,560,2,onehot_slot,onehot_slot,lex,revlex,affine_small,14,0.025000,a=-1;b=558,112.973214,280,best small-multiplier affine modulo layer size
ex289,13,560,3,onehot_slot,onehot_slot,revlex,lex,affine_small,14,0.025000,a=-1;b=0,112.973214,280,best small-multiplier affine modulo layer size
ex289,13,560,4,onehot_slot,onehot_slot,revlex,revlex,affine_small,14,0.025000,a=1;b=559,112.973214,280,best small-multiplier affine modulo layer size
ex289,13,560,5,onehot_slot_rev,onehot_slot,colex,lex,affine_small,14,0.025000,a=-1;b=0,116.376786,279,best small-multiplier affine modulo layer size
ex289,13,560,6,onehot_slot_rev,onehot_slot,colex,revlex,affine_small,14,0.025000,a=1;b=559,116.376786,279,best small-multiplier affine modulo layer size
ex289,13,560,7,onehot_slot_rev,onehot_slot,revcolex,lex,affine_small,14,0.025000,a=1;b=1,116.376786,279,best small-multiplier affine modulo layer size
ex289,13,560,8,onehot_slot_rev,onehot_slot,revcolex,revlex,affine_small,14,0.025000,a=-1;b=558,116.376786,279,best small-multiplier affine modulo layer size
ex289,14,120,1,natural,natural,colex,colex,identity,12,0.100000,,18.350000,59,
ex289,14,120,2,natural,natural,colex,colex,affine_small,12,0.100000,a=1;b=0,18.350000,59,best small-multiplier affine modulo layer size
ex289,14,120,3,natural,natural,colex,revcolex,reverse,12,0.100000,,18.350000,59,
ex289,14,120,4,natural,natural,colex,revcolex,affine_small,12,0.100000,a=-1;b=119,18.350000,59,best small-multiplier affine modulo layer size
ex289,14,120,5,natural,natural,revcolex,colex,reverse,12,0.100000,,18.350000,59,
ex289,14,120,6,natural,natural,revcolex,colex,affine_small,12,0.100000,a=-1;b=119,18.350000,59,best small-multiplier affine modulo layer size
ex289,14,120,7,natural,natural,revcolex,revcolex,identity,12,0.100000,,18.350000,59,
ex289,14,120,8,natural,natural,revcolex,revcolex,affine_small,12,0.100000,a=1;b=0,18.350000,59,best small-multiplier affine modulo layer size
ex289,15,16,1,onehot_slot,onehot_slot,lex,lex,affine_small,6,0.375000,a=1;b=1,1.312500,6,best small-multiplier affine modulo layer size
ex289,15,16,2,onehot_slot,onehot_slot,lex,revlex,affine_small,6,0.375000,a=-1;b=14,1.312500,6,best small-multiplier affine modulo layer size
ex289,15,16,3,onehot_slot,onehot_slot,lex,colex,affine_small,6,0.375000,a=1;b=1,1.312500,6,best small-multiplier affine modulo layer size
ex289,15,16,4,onehot_slot,onehot_slot,lex,revcolex,affine_small,6,0.375000,a=-1;b=14,1.312500,6,best small-multiplier affine modulo layer size
ex289,15,16,5,onehot_slot,onehot_slot,revlex,lex,affine_small,6,0.375000,a=-1;b=0,1.312500,6,best small-multiplier affine modulo layer size
ex289,15,16,6,onehot_slot,onehot_slot,revlex,revlex,affine_small,6,0.375000,a=1;b=15,1.312500,6,best small-multiplier affine modulo layer size
ex289,15,16,7,onehot_slot,onehot_slot,revlex,colex,affine_small,6,0.375000,a=-1;b=0,1.312500,6,best small-multiplier affine modulo layer size
ex289,15,16,8,onehot_slot,onehot_slot,revlex,revcolex,affine_small,6,0.375000,a=1;b=15,1.312500,6,best small-multiplier affine modulo layer size
