case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_dadda_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_dadda_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex260/verilog/ex260_smul_baugh_wooley_dadda_hcla4.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex260/aigs/ex260_smul_baugh_wooley_dadda_hcla4_abc_g_aig.aig,1,1,1,98,16,1568,657,2.386606,0,0,0.219,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_dadda_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_abc_g_aig.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.524,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.510,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_pfx6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex263/verilog/ex263_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex263/aigs/ex263_smul_baugh_wooley_wallace_pfx6_synth_preset_d13.aig,1,1,1,361,26,9386,6840,1.372222,1,0,0.648,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_dadda_hcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_dadda_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_dadda_hcla4.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_dadda_hcla4_abc_g_aig.aig,1,1,1,496,37,18352,9724,1.887289,0,0,1.809,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_dadda_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_dadda_hcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_dadda_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_dadda_hcla4.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_dadda_hcla4_wreduce_abc_g_aig.aig,1,1,1,484,37,17908,9724,1.841629,0,0,1.854,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_dadda_hcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_dadda_hcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_dadda_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_dadda_hcla4.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_dadda_hcla4_synth_preset_d13.aig,1,1,1,486,39,18954,9724,1.949198,0,0,1.994,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_dadda_hcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_dadda_pfx6_abc_g_aig,signed low8_high8:a*b,baugh_wooley_dadda_pfx6+abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_dadda_pfx6.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_dadda_pfx6_abc_g_aig.aig,1,1,1,481,41,19721,9724,2.028075,0,0,1.888,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_dadda_pfx6; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_dadda_pfx6_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_dadda_pfx6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_dadda_pfx6.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_dadda_pfx6_wreduce_abc_g_aig.aig,1,1,1,481,41,19721,9724,2.028075,0,0,1.728,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_dadda_pfx6; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_dadda_pfx6_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_dadda_pfx6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_dadda_pfx6.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_dadda_pfx6_synth_preset_d13.aig,1,1,1,481,41,19721,9724,2.028075,0,0,1.891,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_dadda_pfx6; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_dadda_abc_g_aig,signed low8_high8:a*b,baugh_wooley_dadda+abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_dadda.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_dadda_abc_g_aig.aig,1,1,1,482,41,19762,9724,2.032291,0,0,1.797,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_dadda; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_dadda_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_dadda+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_dadda.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_dadda_wreduce_abc_g_aig.aig,1,1,1,482,41,19762,9724,2.032291,0,0,1.823,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_dadda; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_dadda_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_dadda+synth_preset_d13,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_dadda.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_dadda_synth_preset_d13.aig,1,1,1,482,41,19762,9724,2.032291,0,0,1.942,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_dadda; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,488,28,13664,9724,1.405183,1,0,1.973,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,489,28,13692,9724,1.408063,1,0,1.837,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,489,27,13203,9724,1.357775,1,0,2.008,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_abc_g_aig.aig,1,1,1,496,29,14384,9724,1.479227,1,0,1.936,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_wreduce_abc_g_aig.aig,1,1,1,497,30,14910,9724,1.533320,0,0,1.862,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_pfx6+synth_preset_d13,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/verilog/ex264_smul_baugh_wooley_wallace_pfx6.v,student/work/ex260_ex264_frontend_smul_dadda_hybrid_20260609_0556/ex264/aigs/ex264_smul_baugh_wooley_wallace_pfx6_synth_preset_d13.aig,1,1,1,487,31,15097,9724,1.552550,0,0,1.949,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_pfx6; flow=synth_preset_d13
