case,target,family,name,matches,total_rows,exact,key_count,leaves,notes
ex286,pair_count_0,top_pair_key,pref2:pref5,4280,8192,0,25,,buckets=8; selectors=raw3:raw10:xor6_7
ex288,pair_count_7,top_pair_key,cnt2_clip2:cnt8_clip2,23507,32768,0,4,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,top_pair_key,cnt2_clip2:cnt8_clip1,23507,32768,0,4,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,top_pair_key,cnt2_clip2:cnt8,23507,32768,0,4,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,top_pair_key,cnt2_clip1:cnt8_clip2,23507,32768,0,4,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,top_pair_key,cnt2_clip1:cnt8_clip1,23507,32768,0,4,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,top_pair_key,cnt2_clip1:cnt8,23507,32768,0,4,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,top_pair_key,cnt2:cnt8_clip2,23507,32768,0,4,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,top_pair_key,cnt2:cnt8_clip1,23507,32768,0,4,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,top_pair_key,cnt2:cnt8,23507,32768,0,4,,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,top_pair_key,cnt8_clip2:pref2,20149,32768,0,10,,buckets=9; selectors=raw13:raw10:xor6_7
ex289,pair_count_0,top_pair_key,pref1_mod3:pref7,35623,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,top_pair_key,pref1_clip2:pref7,35623,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,top_pair_key,pref1:pref7,35623,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,top_pair_key,pref1_mod3:pref6,35557,65536,0,42,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,top_pair_key,pref1_clip2:pref6,35557,65536,0,42,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,top_pair_key,pref1:pref6,35557,65536,0,42,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,top_pair_key,pref5_mod3:pref7,35551,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,top_pair_key,pref5:pref7_mod3,35551,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,top_pair_key,pref5:pref7,35551,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,top_pair_key,cnt6_clip2:pref1_mod3,35536,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,top_pair_key,cnt6_clip2:pref1_mod3,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,top_pair_key,cnt6_clip2:pref1_clip2,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,top_pair_key,cnt6_clip2:pref1,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,top_pair_key,cnt6_clip1:pref1_mod3,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,top_pair_key,cnt6_clip1:pref1_clip2,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,top_pair_key,cnt6_clip1:pref1,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,top_pair_key,cnt6:pref1_mod3,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,top_pair_key,cnt6:pref1_clip2,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,top_pair_key,cnt6:pref1,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,top_pair_key,pref1_mod3:pref7,35398,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,top_pair_key,cnt2:pref7,33901,65536,0,65,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,top_pair_key,pref3:pref7,33898,65536,0,81,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,top_pair_key,pref2:pref7,33888,65536,0,77,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,top_pair_key,cnt2:cnt4,33812,65536,0,25,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,top_pair_key,pref3:pref5,33799,65536,0,63,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,top_pair_key,cnt4:pref7,33799,65536,0,65,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,top_pair_key,pref3:pref4,33792,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,top_pair_key,cnt4:pref4,33792,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,top_pair_key,cnt4:pref3,33792,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,top_pair_key,cnt2:pref6,33761,65536,0,60,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,top_pair_key,cnt4:pref7,33807,65536,0,65,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,top_pair_key,cnt4:pref6,33720,65536,0,60,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,top_pair_key,pref3:pref7,33679,65536,0,81,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,top_pair_key,cnt2:cnt4,33626,65536,0,25,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,top_pair_key,cnt6_clip2:pref1_mod3,33584,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,top_pair_key,cnt6_clip2:pref1_clip2,33584,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,top_pair_key,cnt6_clip2:pref1,33584,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,top_pair_key,cnt6_clip1:pref1_mod3,33584,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,top_pair_key,cnt6_clip1:pref1_clip2,33584,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,top_pair_key,cnt6_clip1:pref1,33584,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,top_pair_key,cnt4:pref7,33807,65536,0,65,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,top_pair_key,cnt4:pref6,33720,65536,0,60,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,top_pair_key,pref3:pref7,33679,65536,0,81,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,top_pair_key,cnt2:cnt4,33626,65536,0,25,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,top_pair_key,cnt6_clip2:pref1_mod3,33584,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,top_pair_key,cnt6_clip2:pref1_clip2,33584,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,top_pair_key,cnt6_clip2:pref1,33584,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,top_pair_key,cnt6_clip1:pref1_mod3,33584,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,top_pair_key,cnt6_clip1:pref1_clip2,33584,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,top_pair_key,cnt6_clip1:pref1,33584,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,top_pair_key,cnt2:pref7,33901,65536,0,65,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,top_pair_key,pref3:pref7,33898,65536,0,81,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,top_pair_key,pref2:pref7,33888,65536,0,77,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,top_pair_key,cnt2:cnt4,33812,65536,0,25,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,top_pair_key,pref3:pref5,33799,65536,0,63,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,top_pair_key,cnt4:pref7,33799,65536,0,65,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,top_pair_key,pref3:pref4,33792,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,top_pair_key,cnt4:pref4,33792,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,top_pair_key,cnt4:pref3,33792,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,top_pair_key,cnt2:pref6,33761,65536,0,60,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,top_pair_key,cnt6_clip2:pref1_mod3,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,top_pair_key,cnt6_clip2:pref1_clip2,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,top_pair_key,cnt6_clip2:pref1,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,top_pair_key,cnt6_clip1:pref1_mod3,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,top_pair_key,cnt6_clip1:pref1_clip2,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,top_pair_key,cnt6_clip1:pref1,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,top_pair_key,cnt6:pref1_mod3,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,top_pair_key,cnt6:pref1_clip2,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,top_pair_key,cnt6:pref1,35504,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,top_pair_key,pref1_mod3:pref7,35398,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,top_pair_key,pref1_mod3:pref7,35623,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,top_pair_key,pref1_clip2:pref7,35623,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,top_pair_key,pref1:pref7,35623,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,top_pair_key,pref1_mod3:pref6,35557,65536,0,42,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,top_pair_key,pref1_clip2:pref6,35557,65536,0,42,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,top_pair_key,pref1:pref6,35557,65536,0,42,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,top_pair_key,pref5_mod3:pref7,35551,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,top_pair_key,pref5:pref7_mod3,35551,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,top_pair_key,pref5:pref7,35551,65536,0,45,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,top_pair_key,cnt6_clip2:pref1_mod3,35536,65536,0,6,,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
